company_id,company_name,plan_id,plan_name,portfolio_id,portfolio_origin_scenario_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
POSCO_KR,POSCO,P1,지연·현물조달,PORT-DE64C6FAC717,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,184.421263,-15.519654,0.627103,-2862.154,-2746.503,0.0,289.245,3151.399,211.112
POSCO_KR,POSCO,P2,지연·부분헤지,PORT-39601EAF8865,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,193.924259,-12.889026,1.908108,-2499.495,-2129.466,0.0,815.622,3315.117,516.157
POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-AD0B41B0F73F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,208.174258,-11.046137,0.660659,-2299.522,-2161.989,0.0,1260.853,3560.374,1303.371
POSCO_KR,POSCO,P4,균형형 전환,PORT-DDCBA267CA97,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,246.746291,-12.72118,0.68232,-3138.904,-2970.544,0.0,1063.518,4202.422,1981.938
POSCO_KR,POSCO,P5,조기 계약형 전환,PORT-C07B5FF15869,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,362.346302,-15.492141,-0.280141,-5613.52,-5715.027,0.0,510.436,6123.955,4302.507
POSCO_KR,POSCO,P6,조기 고헤지,PORT-73B2FF1A66A0,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,579.10271,-19.690577,-0.319269,-11402.867,-11587.757,0.0,-1884.715,9518.151,9642.369
POSCO_KR,POSCO,P7,완전 수소·계약형,PORT-47C5D429DB2E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,627.899166,-21.806427,-0.12849,-13692.238,-13772.916,0.0,-3439.378,10252.86,11829.382
POSCO_KR,POSCO,CURRENT,POSCO 공시전략 프록시,PORT-69189DCC5A53,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,285.318325,-8.610825,2.025724,-2456.827,-1878.85,0.0,2371.967,4828.793,1331.904
NIPPON_STEEL_JP,Nippon Steel,P1,지연·현물조달,PORT-7DCD4991144C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,313.643967,-13.767152,0.556225,-4317.985,-4143.527,0.0,855.166,5173.151,339.454
NIPPON_STEEL_JP,Nippon Steel,P2,지연·부분헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-10.957163,1.196465,-4009.982,-3572.113,0.0,2064.565,6074.547,873.285
NIPPON_STEEL_JP,Nippon Steel,P3,균형형 라이트헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-11.808187,0.694228,-4321.43,-4067.364,0.0,1753.117,6074.547,1206.237
NIPPON_STEEL_JP,Nippon Steel,P4,균형형 전환,PORT-DF77606A395F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,431.518975,-12.03278,0.651503,-5192.372,-4911.237,0.0,1890.842,7083.215,3414.103
NIPPON_STEEL_JP,Nippon Steel,P5,조기 계약형 전환,PORT-C942BD99A66C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,536.918941,-15.828817,-0.031766,-8498.791,-8515.847,0.0,336.409,8835.201,7191.47
NIPPON_STEEL_JP,Nippon Steel,P6,조기 고헤지,PORT-7C945F726D00,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,498.719413,-25.375024,-0.512938,-12655.017,-12910.829,0.0,-4496.546,8158.472,13837.44
NIPPON_STEEL_JP,Nippon Steel,P7,완전 수소·계약형,PORT-2ECB61BA4654,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,663.14981,-29.655779,-0.173239,-19666.224,-19781.108,0.0,-8882.401,10783.823,21619.317
NIPPON_STEEL_JP,Nippon Steel,CURRENT,Nippon Steel 공시전략 프록시,PORT-FFBF1A00D2CE,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,333.598962,-11.320307,1.431123,-3776.443,-3299.022,0.0,1641.286,5417.729,1338.508
JFE_STEEL_JP,JFE Steel,P1,지연·현물조달,PORT-9D97003767D5,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,263.895884,-13.614479,0.479952,-3592.805,-3466.147,0.0,762.816,4355.621,252.873
