company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P1,지연·현물조달,False,20584.0,2035,5768.0,-4.623524,-1874.382,3.401352,8.024876,-0.459894,4.16363,0.802394,0.0,0.197606,15.814362,0.0,405.401232,1378.912,0.325984,0.583316,9027.849,1165.507,11197.737,0.0,0.0,-21463.636,-1802.936,1.096
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P2,지연·부분헤지,False,24086.0,2037,9270.0,18.866694,7827.871,31.139392,12.272698,25.657144,6.79045,0.901862,0.002157,0.095981,40.286748,23.754561,414.904229,12919.865,3.054342,5.465446,10645.268,1294.893,12079.175,8564.011,46.468,-21968.445,-2817.94,-15.558
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P3,균형형 라이트헤지,False,27588.0,2035,9270.0,50.318361,21594.338,65.495769,15.177408,62.840868,12.522506,0.942382,0.00471,0.052907,70.124955,55.147093,429.154227,28107.786,6.644867,11.890339,12455.521,1500.071,10165.387,25504.704,204.242,-22729.461,-5507.142,1.016
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P4,균형형 전환,False,27588.0,2034,9270.0,50.682447,24763.761,60.86145,10.179004,66.387501,15.705054,0.93954,0.005198,0.055262,66.810358,55.551128,488.606259,29737.286,7.030091,12.57966,11825.753,1771.894,12397.632,31492.19,522.273,-25790.307,-7457.695,2.021
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P5,조기 계약형 전환,False,30104.0,2034,9270.0,76.579665,38719.158,84.205009,7.625345,105.654651,29.074986,0.935682,0.007347,0.056971,47.398923,81.459447,505.60626,42574.58,10.064913,18.010176,14715.321,2046.417,11625.171,50409.503,1252.055,-26692.429,-14637.198,0.318
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P6,조기 고헤지,False,32892.0,2033,9270.0,109.437658,63375.644,113.032436,3.594779,163.194386,53.756728,0.941905,0.011311,0.046784,19.673064,114.257503,579.10271,65457.39,15.47456,27.690212,17972.027,2750.76,11737.166,89030.161,3539.236,-30537.198,-31117.216,0.71
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,P7,완전 수소·계약형,False,32892.0,2032,9270.0,105.764826,66409.646,106.824887,1.060061,166.284365,60.519539,0.921388,0.014387,0.064225,21.813604,110.494783,627.899166,67075.257,15.857035,28.374612,18643.261,3034.098,12820.136,97422.318,5532.181,-33052.876,-37989.269,-0.203
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,CURRENT,POSCO 공시전략 프록시,True,27588.0,2033,9270.0,59.195888,32442.797,77.459126,18.263238,69.543225,10.347337,0.957992,0.00617,0.035838,67.399545,63.927365,548.05829,42452.116,10.035961,17.958371,13422.572,2058.667,13430.282,37608.676,181.387,-28789.227,-5462.695,-6.864
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,P1,지연·현물조달,False,15748.0,2035,5768.0,11.190838,2063.828,20.306865,9.116028,14.579485,3.388647,0.571107,0.0,0.428893,15.814362,0.0,184.421263,3745.018,0.885347,1.584242,4008.552,715.17,4510.392,0.0,0.0,-6661.71,-507.355,-1.22
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,P2,지연·부분헤지,False,19250.0,2037,9270.0,59.153442,11471.287,78.418491,19.265049,66.689389,7.535947,0.855386,0.0059,0.138714,40.286748,48.259795,193.924259,15207.248,3.595094,6.433069,8406.17,844.557,3105.244,7764.187,27.223,-7002.802,-1676.147,2.855
