company_id,company_name,scenario_id,plan_id,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,ACCELERATED_15C,P1,True,-4.623524,8.024876
POSCO_KR,POSCO,ACCELERATED_15C,P2,False,18.866694,12.272698
POSCO_KR,POSCO,ACCELERATED_15C,P3,False,50.318361,15.177408
POSCO_KR,POSCO,ACCELERATED_15C,P4,False,50.682447,10.179004
POSCO_KR,POSCO,ACCELERATED_15C,P5,True,76.579665,7.625345
POSCO_KR,POSCO,ACCELERATED_15C,P6,False,109.437658,3.594779
POSCO_KR,POSCO,ACCELERATED_15C,P7,True,105.764826,1.060061
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,False,59.195888,18.263238
POSCO_KR,POSCO,DISCLOSED_PATH,P1,True,11.190838,9.116028
POSCO_KR,POSCO,DISCLOSED_PATH,P2,False,59.153442,19.265049
POSCO_KR,POSCO,DISCLOSED_PATH,P3,False,120.443316,25.876323
POSCO_KR,POSCO,DISCLOSED_PATH,P4,False,117.492805,17.278801
POSCO_KR,POSCO,DISCLOSED_PATH,P5,False,123.978588,10.053451
POSCO_KR,POSCO,DISCLOSED_PATH,P6,False,129.110722,3.841996
POSCO_KR,POSCO,DISCLOSED_PATH,P7,True,127.57843,1.171944
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,False,126.595433,29.205974
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,True,10.134164,10.760713
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,False,47.949758,18.275562
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,False,45.620076,14.507542
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,False,83.52887,13.880311
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,True,111.173034,10.036997
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P6,False,153.35745,4.812196
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P7,True,151.940145,1.47013
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,CURRENT,False,50.008583,15.007568
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,True,22.81128,9.872152
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P2,False,66.943409,18.918379
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,False,64.992536,15.092317
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P4,False,110.243973,15.634632
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P5,False,126.988834,10.173475
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P6,True,178.720834,5.305938
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P7,True,181.581848,1.670055
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,CURRENT,False,80.792665,18.280708
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P1,True,8.351986,11.024595
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,False,40.05408,16.69894
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P3,False,89.116555,20.989356
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P4,False,113.264568,16.922179
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P5,True,102.986479,9.524197
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P6,False,157.42014,5.141567
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P7,True,150.75174,1.451761
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,CURRENT,False,42.958619,13.316307
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P1,True,21.109617,10.496456
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,False,51.904724,15.010214
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P3,False,110.027782,21.319286
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P4,False,125.314323,16.302191
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P5,True,118.525323,9.565237
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P6,False,183.286787,5.566729
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P7,True,180.540198,1.645137
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,CURRENT,False,55.070822,12.495848
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P1,False,152.601133,40.667321
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P2,False,146.081337,34.580918
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P3,False,136.534884,26.981565
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P4,False,126.066823,17.169054
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P5,False,147.16148,11.288713
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P6,False,131.797347,4.213463
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P7,True,124.988297,1.218634
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,CURRENT,False,138.975352,30.974615
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P1,True,13.351044,8.587441
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P2,False,54.338545,16.276362
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P3,False,52.618444,13.043013
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P4,False,139.62876,17.112386
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P5,False,165.026805,11.649123
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P6,False,155.003702,4.576415
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P7,True,151.076961,1.372923
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,CURRENT,False,58.349901,15.988706
