company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DE64C6FAC717,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,11.567318,2133.259,2133.259,3747.732,184.421263,184.421263,11.567318,47.689563,9444.355,8794.97,10409.442,6661.71,620.563,-28.823,-0.0,20.321584,8.754266,15.088525,3.521207,0.593143,0.0,0.406857,15.634359,0.0,184.421263,3747.732,0.885989,1.58539,4620.442,715.17,4037.946,0.0,0.0,-6661.71,-578.979,0.39
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-39601EAF8865,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,59.910888,11618.175,11618.175,15199.84,193.924259,193.924259,59.910888,96.021902,20012.17,18620.976,22202.642,7002.802,1389.589,-1.605,0.0,78.380292,18.469404,67.084791,7.173903,0.865328,0.005608,0.129064,12.914012,48.423036,193.924259,15199.84,3.593343,6.429935,5278.936,844.557,3873.41,9779.744,27.223,-7002.802,-1183.612,0.718
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-AD0B41B0F73F,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,121.387263,25269.703,25269.703,30726.228,208.174258,208.174258,121.387263,157.503931,35945.499,32788.264,38244.788,7518.561,3232.57,75.335,-0.0,147.598594,26.211331,136.553572,15.166308,0.927328,0.009385,0.063286,11.172044,109.960437,208.174258,30726.228,7.263884,12.998009,8654.79,1049.735,3137.904,22988.521,144.045,-7518.561,-3191.228,4.498
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DDCBA267CA97,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P4,균형형 전환,False,22752.0,2034,9270.0,118.287494,29187.001,29187.001,33521.156,246.746291,246.746291,118.287494,154.502531,42855.197,38122.927,42457.082,8935.926,4744.817,12.546,0.0,135.852726,17.565231,137.466184,19.17869,0.930871,0.009689,0.05944,12.622824,106.498311,246.746291,33521.156,7.924623,14.180338,9007.821,1264.538,3910.698,28256.608,378.938,-8935.926,-4689.788,-5.889
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C07B5FF15869,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,P5,조기 계약형 전환,False,27562.0,2034,9270.0,124.184544,44997.81,44997.81,49093.461,362.346302,362.346302,124.184544,160.472534,68027.099,58146.629,62242.28,13148.819,9871.472,-8.998,0.0,135.487684,11.30314,151.452575,27.26803,0.931997,0.010461,0.057541,15.590344,112.758718,362.346302,49093.461,11.606019,20.767836,12299.94,1735.149,6170.92,46721.501,1058.081,-13148.819,-9836.536,-2.426
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-73B2FF1A66A0,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.3371646534999999,0.6234470549999998,3,3,0.5704843279999999,0.65,2.98,P6,조기 고헤지,False,32892.0,2033,9270.0,129.150173,74791.215,74791.215,77223.73,579.10271,579.10271,129.150173,165.446061,117315.329,95810.262,98242.777,21019.047,21504.027,-1.04,-0.0,133.350663,4.20049,166.285325,37.135152,0.943057,0.012664,0.044279,19.678348,117.807878,579.10271,77223.73,18.256201,32.667686,17933.005,2750.76,10576.289,82740.116,3314.697,-21019.047,-21504.267,-0.338
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-47C5D429DB2E,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.5371646534999999,2.2234470549999994,3,3,0.5704843279999999,0.65,2.98,P7,완전 수소·계약형,False,32892.0,2032,9270.0,127.587497,80112.083,80112.083,80899.079,627.899166,627.899166,127.587497,163.899085,129085.872,102912.099,103699.096,22800.016,26174.626,0.852,0.0,128.840877,1.253381,169.272172,41.684676,0.926536,0.015851,0.057613,21.8159,115.966365,627.899166,80899.079,19.125078,34.222456,18720.73,3034.098,11581.163,90558.353,5186.363,-22800.016,-26168.53,-0.079
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-69189DCC5A53,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,127.035649,36245.599,36245.599,45214.605,285.318325,285.318325,127.035649,163.324812,50001.058,46599.562,55568.569,10353.963,3303.127,-98.37,0.0,158.470737,31.435088,138.957409,11.92176,0.948178,0.010306,0.041516,9.269756,115.589767,285.318325,45214.605,10.689032,19.126977,10463.793,1491.155,4532.27,33392.098,122.961,-10353.963,-3411.744,9.03
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-DE64C6FAC717,False,False,2030,16.324744844999994,-16.324744844999994,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,-4.067041,-750.049,-750.049,979.518,184.421263,184.421263,-4.067041,49.143252,9931.398,9063.061,10792.627,9813.109,828.545,-39.793,-0.0,5.311306,9.378347,0.641403,4.708444,0.676112,0.0,0.323888,15.634359,0.0,184.421263,979.518,0.231564,0.414362,4946.869,715.17,4275.822,0.0,0.0,-9813.109,-874.152,-0.649
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-39601EAF8865,False,False,2030,13.94899577,-13.94899577,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,46.996876,9113.834,9113.834,13040.198,193.924259,193.924259,46.996876,100.202798,21364.624,19431.753,23358.117,10317.919,1907.724,-25.146,0.0,67.243769,20.246894,56.964015,9.967139,0.905888,0.00362,0.090492,12.914012,0.0,193.924259,13040.198,3.082789,5.51635,6412.275,844.557,4035.377,9985.554,28.772,-10317.919,-1884.31,9.53
