company_id,company_name,scenario_id,plan_id,portfolio_id,is_scenario_feasible,is_frontier_eligible,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,DISCLOSED_PATH,P1,PORT-DE64C6FAC717,True,True,True,11.523551,9.769221
POSCO_KR,POSCO,DISCLOSED_PATH,P2,PORT-39601EAF8865,True,True,False,59.179287,19.145345
POSCO_KR,POSCO,DISCLOSED_PATH,P3,PORT-AD0B41B0F73F,True,True,False,120.918061,25.720065
POSCO_KR,POSCO,DISCLOSED_PATH,P4,PORT-DDCBA267CA97,True,True,False,117.719306,17.578833
POSCO_KR,POSCO,DISCLOSED_PATH,P5,PORT-C07B5FF15869,True,True,False,123.883736,11.092681
POSCO_KR,POSCO,DISCLOSED_PATH,P6,PORT-73B2FF1A66A0,False,False,False,129.031801,4.706734
POSCO_KR,POSCO,DISCLOSED_PATH,P7,PORT-47C5D429DB2E,False,False,False,127.534724,1.358686
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,PORT-69189DCC5A53,True,False,False,125.727367,32.839036
POSCO_KR,POSCO,ACCELERATED_15C,P1,PORT-DE64C6FAC717,False,False,False,-4.16117,10.361715
POSCO_KR,POSCO,ACCELERATED_15C,P2,PORT-39601EAF8865,False,False,False,46.449062,20.964517
POSCO_KR,POSCO,ACCELERATED_15C,P3,PORT-AD0B41B0F73F,False,False,False,110.104266,26.486955
POSCO_KR,POSCO,ACCELERATED_15C,P4,PORT-DDCBA267CA97,False,False,False,104.911159,18.007365
POSCO_KR,POSCO,ACCELERATED_15C,P5,PORT-C07B5FF15869,False,False,False,108.368027,11.00311
POSCO_KR,POSCO,ACCELERATED_15C,P6,PORT-73B2FF1A66A0,True,True,True,109.32867,4.370026
POSCO_KR,POSCO,ACCELERATED_15C,P7,PORT-47C5D429DB2E,False,False,False,105.722721,1.230005
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,PORT-69189DCC5A53,False,False,False,116.617519,33.84364
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,PORT-7DCD4991144C,True,True,True,22.581285,11.272329
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P2,PORT-92BAA222AC4A,True,True,False,66.990618,19.09122
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,PORT-92BAA222AC4A,True,True,False,65.062259,15.262884
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P4,PORT-DF77606A395F,False,False,False,110.149325,17.121143
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P5,PORT-C942BD99A66C,False,False,False,126.60619,11.936139
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P6,PORT-7C945F726D00,False,False,False,178.418703,6.270367
