company_id,company_name,scenario_id,plan_id,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,ACCELERATED_15C,P1,True,-4.484641,7.269415
POSCO_KR,POSCO,ACCELERATED_15C,P2,False,19.863177,9.565378
POSCO_KR,POSCO,ACCELERATED_15C,P3,False,51.086472,12.04594
POSCO_KR,POSCO,ACCELERATED_15C,P4,False,50.817882,9.023042
POSCO_KR,POSCO,ACCELERATED_15C,P5,True,76.376876,6.987747
POSCO_KR,POSCO,ACCELERATED_15C,P6,False,109.18127,3.586171
POSCO_KR,POSCO,ACCELERATED_15C,P7,True,105.71305,1.077473
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,False,59.305419,16.471212
POSCO_KR,POSCO,DISCLOSED_PATH,P1,True,12.007338,7.817072
POSCO_KR,POSCO,DISCLOSED_PATH,P2,False,61.195072,12.388055
POSCO_KR,POSCO,DISCLOSED_PATH,P3,False,123.084406,17.233817
POSCO_KR,POSCO,DISCLOSED_PATH,P4,False,118.562707,12.907917
POSCO_KR,POSCO,DISCLOSED_PATH,P5,False,124.1272,8.786526
POSCO_KR,POSCO,DISCLOSED_PATH,P6,False,128.847412,3.870633
POSCO_KR,POSCO,DISCLOSED_PATH,P7,True,127.528464,1.185753
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,False,127.584561,25.215294
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,True,10.023011,10.033257
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,False,48.808019,16.074228
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,False,46.203557,12.803387
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,False,83.64088,13.026466
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,True,110.816218,9.674205
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P6,False,153.014306,4.845712
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P7,True,151.820185,1.696152
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,CURRENT,False,50.007786,13.41609
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,True,22.720809,10.318187
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P2,False,68.194542,15.355485
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,False,66.05916,12.165932
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P4,False,110.634079,13.80747
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P5,True,126.675323,9.773272
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P6,True,178.392055,5.445468
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P7,True,181.445196,1.887006
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,CURRENT,False,81.287282,14.67472
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P1,True,8.125576,11.081316
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,False,40.195053,14.802628
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P3,False,88.603763,18.829488
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P4,False,113.41519,15.120794
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P5,True,103.126369,8.487096
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P6,False,156.99415,5.717401
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P7,True,150.607599,1.795246
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,CURRENT,False,42.354157,11.959536
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P1,True,21.004751,10.349522
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,False,51.987305,13.685341
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P3,False,109.63883,18.868384
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P4,False,125.506373,14.589048
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P5,True,118.696375,8.688692
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P6,False,182.801654,6.223014
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P7,True,180.365031,2.081183
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,CURRENT,False,54.540813,11.444292
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P1,False,150.147703,47.18731
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P2,False,143.900979,40.302267
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P3,False,134.780812,31.386838
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P4,True,124.234938,20.691494
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P5,False,146.015116,13.540602
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P6,False,131.450042,5.178629
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P7,True,124.938396,1.383259
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,CURRENT,False,135.895149,36.816916
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P1,True,13.388617,9.80531
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P2,False,55.027596,13.650075
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P3,False,53.148043,10.945143
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P4,False,138.060484,20.459246
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P5,False,163.848142,14.070631
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P6,False,154.618102,5.920774
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P7,True,151.024925,1.603406
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,CURRENT,False,59.009107,12.51218
