company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,candidate_id,template_plan_id,physical_portfolio_id,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw,candidate_path_count,refinement_shortlist_rank,refinement_tier,is_generated_candidate,risk_decomposition_method,shapley_full_variance,shapley_reconciliation_delta,electricity_shapley_variance_share,hydrogen_shapley_variance_share,capex_shapley_variance_share,electricity_shapley_variance_contribution,hydrogen_input_shapley_variance_contribution,construction_capex_shapley_variance_contribution,scenario_regret_p50_kkrw_per_tco2
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P3,균형형 라이트헤지,False,27588.0,2037,9270.0,63.625023,27304.948,27304.948,33391.201,429.154227,63.625023,99.873744,46787.229,42861.239,48947.492,15556.292,3920.545,-5.445,0.0,77.806994,14.181972,72.773225,9.148202,0.929181,0.006324,0.064495,0.0,0.0,429.154227,33391.201,7.893901,14.125363,12413.966,1500.071,9200.712,23402.707,191.41,-15556.292,-3921.133,73.507,200,1,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,106.113061403597,-0.0,0.863636698,0.043565731,0.092797572,91.643133922668,4.622893057963,9.847034422965,54.248608
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P3,균형형 라이트헤지,False,27588.0,2037,9270.0,50.669743,21745.135,21745.135,28328.884,429.154227,50.669743,103.63313,50034.793,44474.596,51058.345,22729.461,5465.318,-94.88,-0.0,66.010963,15.34122,63.625919,12.956176,0.950509,0.004037,0.045454,0.0,0.0,429.154227,28328.884,6.697136,11.983869,11887.349,1500.071,11108.105,25072.072,204.242,-22729.461,-5286.028,-11.216,200,1,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,120.939613283708,-0.0,0.893645839,0.034725272,0.07162889,108.077182121954,4.19966094694,8.662770214813,31.120365
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,429.154227,27287.38,63.584089,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P2,지연·부분헤지,False,27588.0,2037,9270.0,65.727289,28207.144,28207.144,35783.361,429.154227,65.727289,101.97601,46818.133,43763.436,51339.652,15556.292,3045.801,-8.896,-0.0,83.381121,17.653832,72.845237,7.117947,0.930879,0.006388,0.062733,0.0,0.0,429.154227,35783.361,8.459423,15.13731,13251.887,1500.071,9919.398,22242.514,61.239,-15556.292,-3132.974,-78.699,200,2,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,165.147748910617,-0.0,0.865351755,0.043838654,0.090809591,142.910894376051,7.239855029071,14.996999505495,56.350874
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,429.154227,22213.621,51.761393,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P2,지연·부분헤지,False,27588.0,2037,9270.0,53.517704,22967.349,22967.349,31351.529,429.154227,53.517704,106.48109,50086.77,45696.81,54080.99,22729.461,4198.822,-191.138,0.0,73.054224,19.53652,63.747033,10.229329,0.953261,0.004122,0.042617,0.0,0.0,429.154227,31351.529,7.411709,13.262528,14703.451,1500.071,9807.436,24309.867,64.983,-22729.461,-4691.036,2.039,200,2,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,195.122732358592,-0.0,0.896665021,0.035176591,0.068158388,174.959728983628,6.863752539009,13.299250835955,33.968326
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,429.154227,27787.608,64.749702,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P1,지연·현물조달,False,27588.0,2037,9270.0,67.138979,28812.977,28812.977,37538.126,429.154227,67.138979,103.3877,46917.891,44369.268,53094.418,15556.292,2444.097,-104.526,0.0,87.470014,20.331035,73.077689,5.93871,0.934242,0.006256,0.059502,0.0,0.0,429.154227,37538.126,8.874262,15.879623,15005.123,1500.071,8685.249,22176.802,0.0,-15556.292,-2927.521,-70.456,200,3,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,219.834226509826,-0.0,0.869241889,0.043380986,0.087377125,191.089118250277,9.536625549478,19.20848271007,57.762564
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,429.154227,22967.067,53.517047,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P1,지연·현물조달,False,27588.0,2037,9270.0,55.404884,23777.24,23777.24,33634.063,429.154227,55.404884,108.368271,50148.122,46506.702,56363.524,22729.461,3311.728,-329.692,-0.0,78.372905,22.96802,63.889994,8.485109,0.956448,0.00406,0.039492,0.0,0.0,429.154227,33634.063,7.951315,14.228101,15005.123,1500.071,9688.817,24268.409,0.0,-22729.461,-3969.275,13.556,200,3,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,265.811217760762,0.0,0.900595185,0.034928979,0.064475836,239.388302957903,9.284514436867,17.138400365993,35.855506
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-921D50D4015721,P3,PORT-96133A6427FE,430.20423,28331.133,65.855078,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2037,9270.0,67.651833,29104.105,29104.105,35082.44,430.20423,67.651833,103.908884,48585.343,44702.042,50680.377,15597.937,3974.15,90.849,0.0,81.548337,13.896505,76.678479,9.026646,0.937805,0.006182,0.056013,0.0,0.0,430.20423,35082.44,8.293721,14.840802,11645.509,1534.895,10047.663,25107.46,197.705,-15597.937,-3835.528,4.338,200,4,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,107.326633613143,0.0,0.874692845,0.044917368,0.080389786,93.877838529415,4.820829942095,8.627965141633,58.275418
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-921D50D4015721,P3,PORT-96133A6427FE,430.20423,22859.063,53.135375,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2037,9270.0,54.881538,23610.27,23610.27,29913.421,430.20423,54.881538,107.841178,51946.985,46393.731,52696.882,22783.461,5553.757,0.503,0.0,69.53307,14.651532,67.789951,12.908413,0.95578,0.004041,0.040179,0.0,0.0,430.20423,29913.421,7.071731,12.65417,12915.473,1534.895,10320.511,27107.124,210.636,-22783.461,-5687.058,-7.85,200,4,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,121.840826917515,0.0,0.900854634,0.036266181,0.062879186,109.760873484779,4.418701459597,7.661251973138,35.33216
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2037,9270.0,69.94586,30091.005,30091.005,37538.917,430.20423,69.94586,106.202911,48611.347,45688.942,53136.854,15597.937,2997.771,75.366,-0.0,87.258364,17.312504,76.738924,6.793064,0.939263,0.006245,0.054492,0.0,0.0,430.20423,37538.917,8.874449,15.879957,11570.746,1534.895,10197.114,25180.207,62.708,-15597.937,-2857.052,0.323,200,5,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,167.0381402831,0.0,0.876157755,0.045172668,0.078669577,146.351762060574,7.545558376563,13.140819845963,60.569445
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2037,9270.0,58.179565,25029.095,25029.095,33050.862,430.20423,58.179565,111.139205,51987.34,47812.556,55834.324,22783.461,4128.523,-46.261,0.0,76.825981,18.646417,67.883756,9.704191,0.958173,0.00413,0.037697,0.0,0.0,430.20423,33050.862,7.813443,13.981391,13133.778,1534.895,10298.843,27147.255,66.478,-22783.461,-4366.67,-2.023,200,5,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,196.509360749879,0.0,0.903441214,0.036697937,0.059860849,177.534655385287,7.211488187131,11.763217177462,38.630187
