company_id,company_name,country_code,scenario_id,portfolio_origin_scenario_id,portfolio_id,scenario_feasible,carbon_budget_feasible,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,avoided_emissions_mtco2,plan_order,expected_cost_p50_kkrw_per_tco2_mean,expected_cost_p50_kkrw_per_tco2_std,expected_cost_p50_kkrw_per_tco2_min,expected_cost_p50_kkrw_per_tco2_max,expected_cost_p50_bn_krw_mean,expected_cost_p50_bn_krw_std,expected_cost_p50_bn_krw_min,expected_cost_p50_bn_krw_max,absolute_npv_p50_bn_krw_mean,absolute_npv_p50_bn_krw_std,absolute_npv_p50_bn_krw_min,absolute_npv_p50_bn_krw_max,absolute_npv_p90_bn_krw_mean,absolute_npv_p90_bn_krw_std,absolute_npv_p90_bn_krw_min,absolute_npv_p90_bn_krw_max,net_economic_cost_p50_kkrw_per_tco2_common_denominator_mean,net_economic_cost_p50_kkrw_per_tco2_common_denominator_std,net_economic_cost_p50_kkrw_per_tco2_common_denominator_min,net_economic_cost_p50_kkrw_per_tco2_common_denominator_max,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_mean,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_std,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_min,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_max,cash_cost_before_support_p50_bn_krw_mean,cash_cost_before_support_p50_bn_krw_std,cash_cost_before_support_p50_bn_krw_min,cash_cost_before_support_p50_bn_krw_max,net_cash_cost_after_support_p50_bn_krw_mean,net_cash_cost_after_support_p50_bn_krw_std,net_cash_cost_after_support_p50_bn_krw_min,net_cash_cost_after_support_p50_bn_krw_max,net_cash_cost_after_support_p90_bn_krw_mean,net_cash_cost_after_support_p90_bn_krw_std,net_cash_cost_after_support_p90_bn_krw_min,net_cash_cost_after_support_p90_bn_krw_max,avoided_carbon_cost_value_p50_bn_krw_mean,avoided_carbon_cost_value_p50_bn_krw_std,avoided_carbon_cost_value_p50_bn_krw_min,avoided_carbon_cost_value_p50_bn_krw_max,policy_support_value_p50_bn_krw_mean,policy_support_value_p50_bn_krw_std,policy_support_value_p50_bn_krw_min,policy_support_value_p50_bn_krw_max,cash_policy_p50_nonadditivity_bn_krw_mean,cash_policy_p50_nonadditivity_bn_krw_std,cash_policy_p50_nonadditivity_bn_krw_min,cash_policy_p50_nonadditivity_bn_krw_max,economic_cost_p50_identity_delta_bn_krw_mean,economic_cost_p50_identity_delta_bn_krw_std,economic_cost_p50_identity_delta_bn_krw_min,economic_cost_p50_identity_delta_bn_krw_max,tcar_kkrw_per_tco2_mean,tcar_kkrw_per_tco2_std,tcar_kkrw_per_tco2_min,tcar_kkrw_per_tco2_max,gross_cost_p50_kkrw_per_tco2_mean,gross_cost_p50_kkrw_per_tco2_std,gross_cost_p50_kkrw_per_tco2_min,gross_cost_p50_kkrw_per_tco2_max,policy_support_dependence_kkrw_per_tco2_mean,policy_support_dependence_kkrw_per_tco2_std,policy_support_dependence_kkrw_per_tco2_min,policy_support_dependence_kkrw_per_tco2_max,policy_uncertainty_exposure_kkrw_per_tco2_mean,policy_uncertainty_exposure_kkrw_per_tco2_std,policy_uncertainty_exposure_kkrw_per_tco2_min,policy_uncertainty_exposure_kkrw_per_tco2_max,flexibility_value_kkrw_per_tco2_mean,flexibility_value_kkrw_per_tco2_std,flexibility_value_kkrw_per_tco2_min,flexibility_value_kkrw_per_tco2_max,electricity_variance_share_mean,electricity_variance_share_std,electricity_variance_share_min,electricity_variance_share_max,hydrogen_variance_share_mean,hydrogen_variance_share_std,hydrogen_variance_share_min,hydrogen_variance_share_max,capex_variance_share_mean,capex_variance_share_std,capex_variance_share_min,capex_variance_share_max,p90_net_cost_bn_krw_mean,p90_net_cost_bn_krw_std,p90_net_cost_bn_krw_min,p90_net_cost_bn_krw_max,p90_cost_to_ebitda_x_mean,p90_cost_to_ebitda_x_std,p90_cost_to_ebitda_x_min,p90_cost_to_ebitda_x_max,p90_cost_to_annual_capex_x_mean,p90_cost_to_annual_capex_x_std,p90_cost_to_annual_capex_x_min,p90_cost_to_annual_capex_x_max,capex_cost_p50_bn_krw_mean,capex_cost_p50_bn_krw_std,capex_cost_p50_bn_krw_min,capex_cost_p50_bn_krw_max,fixed_opex_cost_p50_bn_krw_mean,fixed_opex_cost_p50_bn_krw_std,fixed_opex_cost_p50_bn_krw_min,fixed_opex_cost_p50_bn_krw_max,electricity_cost_p50_bn_krw_mean,electricity_cost_p50_bn_krw_std,electricity_cost_p50_bn_krw_min,electricity_cost_p50_bn_krw_max,hydrogen_cost_p50_bn_krw_mean,hydrogen_cost_p50_bn_krw_std,hydrogen_cost_p50_bn_krw_min,hydrogen_cost_p50_bn_krw_max,contract_premium_p50_bn_krw_mean,contract_premium_p50_bn_krw_std,contract_premium_p50_bn_krw_min,contract_premium_p50_bn_krw_max,carbon_value_p50_bn_krw_mean,carbon_value_p50_bn_krw_std,carbon_value_p50_bn_krw_min,carbon_value_p50_bn_krw_max,policy_support_p50_bn_krw_mean,policy_support_p50_bn_krw_std,policy_support_p50_bn_krw_min,policy_support_p50_bn_krw_max,component_reconciliation_p50_bn_krw_mean,component_reconciliation_p50_bn_krw_std,component_reconciliation_p50_bn_krw_min,component_reconciliation_p50_bn_krw_max,frontier_frequency_pct
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DE64C6FAC717,True,True,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,,0.0,2.0275124185786808e-05,184.421263,184.421263,P1,지연·현물조달,False,15748.0,2035,5768.0,184.421263,0,11.480019,0.091898,11.384125,11.567318,2117.159667,16.947703,2099.475,2133.259,2117.159667,16.947703,2099.475,2133.259,3767.355,17.852814,3747.732,3782.637,11.480019,0.091898,11.384125,11.567318,47.602264,0.091898,47.50637,47.689563,9416.258667,40.035979,9370.417,9444.355,8778.87,16.948178,8761.185,8794.97,10429.065,17.852814,10409.442,10444.347,6661.71,0.0,6661.71,6661.71,627.613,6.175903,620.563,632.068,-9.776,26.883831,-28.823,20.976,0.0,0.0,-0.0,-0.0,8.947967,0.169263,8.754266,9.0674,14.936177,0.217088,14.687608,15.088525,3.456158,0.132701,3.303483,3.543783,15.494538,0.171852,15.302683,15.634359,0.0,0.0,0.0,0.0,0.582702,0.009102,0.576439,0.593143,0.0,0.0,0.0,0.0,0.417298,0.009102,0.406857,0.423561,3767.355,17.852814,3747.732,3782.637,0.890628,0.00422,0.885989,0.89424,1.593691,0.007552,1.58539,1.600156,4504.622,177.077015,4300.782,4620.442,715.17,0.0,715.17,715.17,4140.739,130.888788,4037.946,4288.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6661.71,0.0,-6661.71,-6661.71,-581.665333,39.543993,-622.484,-543.533,0.003667,0.927917,-1.055,0.676,100.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-39601EAF8865,True,True,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,,0.0,2.0275124185786808e-05,193.924259,193.924259,P2,지연·부분헤지,False,19250.0,2037,9270.0,193.924259,1,60.11151,0.428247,59.820402,60.60324,11657.08,83.047241,11600.627,11752.438,11657.08,83.047241,11600.627,11752.438,15142.743,95.160245,15032.89,15199.84,60.11151,0.428247,59.820402,60.60324,96.222524,0.428247,95.931416,96.714254,20049.956333,74.595438,20001.815,20135.884,18659.881667,83.047475,18603.429,18755.24,22145.544667,95.160822,22035.691,22202.642,7002.802,0.0,7002.802,7002.802,1398.232667,8.542369,1389.589,1406.67,8.158333,15.496909,-1.605,26.027,0.0,0.0,0.0,0.0,17.974352,0.429631,17.698984,18.469404,67.279641,0.384661,67.031394,67.722739,7.168131,0.046019,7.119498,7.210992,12.778614,0.169544,12.588458,12.914012,48.521364,0.143381,48.423036,48.685883,0.862157,0.002799,0.86003,0.865328,0.00551,0.00015,0.005337,0.005608,0.132334,0.002909,0.129064,0.134634,15142.743,95.160245,15032.89,15199.84,3.579845,0.022497,3.553875,3.593343,6.405782,0.040255,6.359311,6.429935,6189.124333,791.191737,5278.936,6712.426,844.557,0.0,844.557,844.557,3722.529667,130.797784,3641.224,3873.41,9208.173,512.957083,8787.833,9779.744,27.223,0.0,27.223,27.223,-7002.802,0.0,-7002.802,-7002.802,-1331.943667,129.210609,-1420.026,-1183.612,0.218667,1.567817,-1.538,1.476,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-AD0B41B0F73F,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,,0.0,2.0275124185786808e-05,208.174258,208.174258,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,208.174258,2,121.409557,0.298201,121.123129,121.718279,25274.344,62.077749,25214.717,25338.612,25274.344,62.077749,25214.717,25338.612,30482.763,245.799855,30234.693,30726.228,121.409557,0.298201,121.123129,121.718279,157.526225,0.298201,157.239797,157.834947,36002.037667,86.022762,35945.499,36101.035,32792.905,62.077749,32733.278,32857.173,38001.323,245.799855,37753.253,38244.788,7518.561,0.0,7518.561,7518.561,3231.086,6.277955,3224.199,3236.489,21.953333,46.304942,-7.373,75.335,0.0,0.0,0.0,0.0,25.019512,1.077495,24.114295,26.211331,136.825164,0.413224,136.553572,137.300714,15.415607,0.219981,15.166308,15.582435,10.954351,0.192207,10.80808,11.172044,109.899373,0.35216,109.520675,110.217008,0.924365,0.00257,0.922752,0.927328,0.009542,0.000175,0.009385,0.009731,0.066093,0.002431,0.063286,0.067517,30482.763,245.799855,30234.693,30726.228,7.206327,0.058109,7.147682,7.263884,12.895017,0.10398,12.790077,12.998009,8637.609,269.900944,8359.528,8898.509,1049.735,0.0,1049.735,1049.735,3184.469333,55.746998,3137.904,3246.242,22980.579667,272.955655,22703.74,23249.478,144.045,0.0,144.045,144.045,-7518.561,0.0,-7518.561,-7518.561,-3206.559,24.767823,-3235.133,-3191.228,3.026667,1.520696,1.461,4.498,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DDCBA267CA97,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,,0.0,2.0275124185786808e-05,246.746291,246.746291,P4,균형형 전환,False,22752.0,2034,9270.0,246.746291,3,118.028734,0.438795,117.522096,118.287494,29123.152333,108.27132,28998.141,29187.001,29123.152333,108.27132,28998.141,29187.001,33352.701,152.446253,33224.235,33521.156,118.028734,0.438795,117.522096,118.287494,154.24377,0.438795,153.737132,154.502531,42783.620333,102.287231,42666.467,42855.197,38059.078333,108.27132,37934.067,38122.927,42288.627,152.446253,42160.161,42457.082,8935.926,0.0,8935.926,8935.926,4737.183667,18.738783,4715.833,4750.901,12.641667,29.256617,-16.567,41.946,0.0,0.0,-0.0,-0.0,17.141286,0.41712,16.731343,17.565231,137.176101,0.414545,136.701307,137.466184,19.147367,0.054705,19.0842,19.179212,12.657929,0.035096,12.622824,12.693015,106.489808,0.148696,106.337042,106.63407,0.925613,0.005167,0.920543,0.930871,0.01013,0.000392,0.009689,0.01044,0.064257,0.004789,0.05944,0.069017,33352.701,152.446253,33224.235,33521.156,7.884799,0.036039,7.854429,7.924623,14.109077,0.064489,14.054732,14.180338,8872.168,406.271545,8415.426,9193.257,1264.538,0.0,1264.538,1264.538,3911.915667,60.327717,3852.206,3972.843,28316.320333,401.074234,27948.45,28743.903,378.938,0.0,378.938,378.938,-8935.926,0.0,-8935.926,-8935.926,-4685.043,22.182445,-4704.469,-4660.872,0.241333,5.73142,-5.889,5.466,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C07B5FF15869,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,,0.0,2.0275124185786808e-05,362.346302,362.346302,P5,조기 계약형 전환,False,27562.0,2034,9270.0,362.346302,4,124.085332,0.279856,123.769385,124.302066,44961.861,101.404859,44847.379,45040.394,44961.861,101.404859,44847.379,45040.394,48813.005333,244.175801,48647.672,49093.461,124.085332,0.279856,123.769385,124.302066,160.373321,0.279856,160.057375,160.590055,67977.939333,124.876771,67835.964,68070.755,58110.68,101.404859,57996.198,58189.213,61961.824333,244.175801,61796.491,62242.28,13148.819,0.0,13148.819,13148.819,9869.785667,22.255468,9846.735,9891.15,2.526333,10.067213,-8.998,9.608,0.0,0.0,0.0,0.0,10.628353,0.673905,9.955333,11.30314,151.316904,0.344633,150.925083,151.573055,27.231572,0.065726,27.155697,27.270989,15.584003,0.049121,15.53202,15.629646,112.560707,0.1723,112.444934,112.758718,0.925581,0.006454,0.91909,0.931997,0.011257,0.000706,0.010461,0.011805,0.063161,0.005789,0.057541,0.069105,48813.005333,244.175801,48647.672,49093.461,11.539718,0.057725,11.500632,11.606019,20.649196,0.103293,20.579255,20.767836,12651.730333,304.829414,12299.94,12837.806,1735.149,0.0,1735.149,1735.149,6090.236,91.832891,5990.305,6170.92,46435.804667,256.745056,46224.391,46721.501,1058.081,0.0,1058.081,1058.081,-13148.819,0.0,-13148.819,-13148.819,-9861.286,29.616443,-9894.099,-9836.536,0.965,3.111587,-2.426,3.689,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-73B2FF1A66A0,False,True,False,False,True,True,2028,0.0,0.3371646534999999,0.6234470549999998,3,3,0.5704843279999999,0.65,2.98,,0.0,2.0275124185786808e-05,579.10271,579.10271,P6,조기 고헤지,False,32892.0,2033,9270.0,579.10271,5,129.060715,0.150536,128.886916,129.150173,74739.409333,87.175746,74638.762,74791.215,74739.409333,87.175746,74638.762,74791.215,77087.144,142.402207,76939.563,77223.73,129.060715,0.150536,128.886916,129.150173,165.356603,0.150536,165.182804,165.446061,117247.634667,112.417234,117117.867,117315.329,95758.456333,87.175746,95657.809,95810.262,98106.191,142.402207,97958.61,98242.777,21019.047,0.0,21019.047,21019.047,21488.959333,24.461658,21460.735,21504.027,-0.219,0.860954,-1.04,0.677,0.0,0.0,-0.0,-0.0,4.05409,0.294657,3.714905,4.246875,166.16843,0.194124,165.944345,166.285325,37.107715,0.043609,37.05743,37.135152,19.67012,0.018826,19.648581,19.683432,117.760203,0.046818,117.714292,117.807878,0.93789,0.005098,0.932864,0.943057,0.014023,0.001236,0.012664,0.015081,0.048087,0.00389,0.044279,0.052055,77087.144,142.402207,76939.563,77223.73,18.223911,0.033665,18.189022,18.256201,32.609906,0.06024,32.547475,32.667686,18244.985,312.183699,17933.005,18557.372,2750.76,0.0,2750.76,2750.76,10547.638,31.342674,10514.163,10576.289,82386.284,387.354604,81972.417,82740.116,3314.697,0.0,3314.697,3314.697,-21019.047,0.0,-21019.047,-21019.047,-21487.023,27.34078,-21504.267,-21455.499,1.115667,2.411235,-0.338,3.899,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-47C5D429DB2E,False,True,False,False,True,True,2028,0.0,0.5371646534999999,2.2234470549999994,3,3,0.5704843279999999,0.65,2.98,,0.0,2.0275124185786808e-05,627.899166,627.899166,P7,완전 수소·계약형,False,32892.0,2032,9270.0,627.899166,6,127.561912,0.044498,127.51053,127.587709,80096.018333,27.940079,80063.756,80112.216,80096.018333,27.940079,80063.756,80112.216,80851.398333,58.230248,80786.501,80899.079,127.561912,0.044498,127.51053,127.587709,163.873501,0.044498,163.822119,163.899298,129064.402667,38.589551,129019.853,129087.483,102896.034333,27.940079,102863.772,102912.232,103651.415,58.2301,103586.518,103699.096,22800.016,0.0,22800.016,22800.016,26168.908667,10.063352,26157.289,26174.811,0.540333,0.866605,-0.439,1.208,0.0,0.0,-0.0,-0.0,1.203028,0.112751,1.073875,1.281829,169.237979,0.061458,169.167029,169.274737,41.676068,0.016988,41.656499,41.687028,21.81112,0.008222,21.801626,21.8159,116.091235,0.136446,115.966365,116.236876,0.921276,0.005048,0.91647,0.926536,0.017617,0.001625,0.015851,0.019048,0.061106,0.003436,0.057613,0.064481,80851.398333,58.230248,80786.501,80899.079,19.113806,0.013766,19.098464,19.125078,34.202285,0.024633,34.174832,34.222456,18587.731,119.169163,18490.658,18720.73,3034.098,0.0,3034.098,3034.098,11581.163,0.0,11581.163,11581.163,90675.524333,101.473751,90558.353,90734.395,5186.363,0.0,5186.363,5186.363,-22800.016,0.0,-22800.016,-22800.016,-26168.940667,6.671486,-26175.808,-26162.484,0.095,0.622513,-0.422,0.786,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-69189DCC5A53,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,,0.0,2.0275124185786808e-05,285.318325,285.318325,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,285.318325,7,126.824993,0.637293,126.109042,127.330289,36185.495,181.831442,35981.221,36329.665,36185.495,181.831442,35981.221,36329.665,44717.552333,434.442107,44410.341,45214.605,126.824993,0.637293,126.109042,127.330289,163.114156,0.637293,162.398205,163.619452,49899.129,221.170824,49645.373,50050.956,46539.458,181.831442,46335.184,46683.628,55071.516,434.442461,54764.304,55568.569,10353.963,0.0,10353.963,10353.963,3288.243667,15.970601,3271.372,3303.127,-71.427667,30.178427,-98.37,-38.817,0.0,0.0,0.0,0.0,29.903645,1.557352,28.321616,31.435088,138.600162,0.775172,137.710783,139.132293,11.775168,0.161688,11.601741,11.92176,9.22374,0.230638,8.973562,9.427901,115.067402,0.57587,114.449881,115.589767,0.944389,0.003862,0.940458,0.948178,0.010992,0.000595,0.010306,0.011358,0.044619,0.003358,0.041516,0.048184,44717.552333,434.442107,44410.341,45214.605,10.571526,0.102705,10.498899,10.689032,18.916711,0.18378,18.786752,19.126977,10343.165667,205.922806,10105.395,10463.793,1491.155,0.0,1491.155,1491.155,4520.007,20.214922,4496.675,4532.27,33444.237333,83.985148,33392.098,33541.121,122.961,0.0,122.961,122.961,-10353.963,0.0,-10353.963,-10353.963,-3383.090333,64.466774,-3428.263,-3309.264,1.022667,7.424362,-5.633,9.03,0.0
POSCO_KR,POSCO,KR,ACCELERATED_15C,DISCLOSED_PATH,PORT-DE64C6FAC717,False,False,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,2030,16.324744844999994,-16.324744844999994,184.421263,184.421263,P1,지연·현물조달,False,15748.0,2035,5768.0,184.421263,0,-4.014519,0.18003,-4.162448,-3.814069,-740.362667,33.201691,-767.644,-703.395,-740.362667,33.201691,-767.644,-703.395,987.780667,7.242336,979.518,993.029,-4.014519,0.18003,-4.162448,-3.814069,49.195774,0.18003,49.047845,49.396224,9921.259333,22.240566,9895.756,9936.624,9072.746667,33.201545,9045.465,9109.714,10800.889667,7.242336,10792.627,10806.138,9813.109,0.0,9813.109,9813.109,837.943,8.239879,828.545,843.928,-10.569667,28.440798,-39.793,17.018,0.0,0.0,-0.0,-0.0,9.370629,0.180369,9.186525,9.547015,0.586427,0.120597,0.448138,0.66974,4.600947,0.112627,4.483809,4.708444,15.494538,0.171852,15.302683,15.634359,0.0,0.0,0.0,0.0,0.666809,0.008121,0.661136,0.676112,0.0,0.0,0.0,0.0,0.333191,0.008121,0.323888,0.338864,987.780667,7.242336,979.518,993.029,0.233518,0.001712,0.231564,0.234759,0.417857,0.003064,0.414362,0.420077,4943.394,234.692796,4706.983,5176.33,715.17,0.0,715.17,715.17,4279.857,156.987396,4124.926,4438.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9813.109,0.0,-9813.109,-9813.109,-867.143333,46.133035,-909.371,-817.907,1.469,1.838914,-0.649,2.659,0.0
POSCO_KR,POSCO,KR,ACCELERATED_15C,DISCLOSED_PATH,PORT-39601EAF8865,False,False,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,2030,13.94899577,-13.94899577,193.924259,193.924259,P2,지연·부분헤지,False,19250.0,2037,9270.0,193.924259,1,47.332896,0.39626,46.996876,47.769867,9178.996667,76.844563,9113.834,9263.736,9178.996667,76.844563,9113.834,9263.736,12927.749333,123.128172,12796.179,13040.198,47.332896,0.39626,46.996876,47.769867,100.538818,0.39626,100.202798,100.975789,21409.074667,90.576445,21349.311,21513.289,19496.915667,76.844563,19431.753,19581.655,23245.668333,123.128172,23114.098,23358.117,10317.919,0.0,10317.919,10317.919,1920.696667,12.781494,1907.724,1933.278,8.537333,37.607485,-25.146,49.115,0.0,0.0,-0.0,-0.0,19.331014,0.802138,18.753502,20.246894,57.193234,0.467072,56.885055,57.730633,9.860339,0.179493,9.653111,9.967139,12.778614,0.169544,12.588458,12.914012,0.0,0.0,0.0,0.0,0.903614,0.001995,0.902155,0.905888,0.003562,9.4e-05,0.003454,0.00362,0.092823,0.002059,0.090492,0.094391,12927.749333,123.128172,12796.179,13040.198,3.056205,0.029108,3.025101,3.082789,5.468781,0.052087,5.413123,5.51635,6809.490333,344.487433,6412.275,7026.444,844.557,0.0,844.557,844.557,3999.325333,42.943995,3951.814,4035.377,9771.106,210.881882,9563.981,9985.554,28.772,0.0,28.772,28.772,-10317.919,0.0,-10317.919,-10317.919,-1961.477333,66.885881,-2002.822,-1884.31,5.143667,4.644588,0.278,9.53,0.0
