company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_count,feasible_scenario_count,robust_feasible,worst_case_p50_kkrw_per_tco2,worst_case_tcar_kkrw_per_tco2,maximum_regret_p50_kkrw_per_tco2,mean_regret_p50_kkrw_per_tco2,robust_frontier,lambda_0_optimal,lambda_1_optimal,lambda_4_optimal
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,2,1,False,114.431365,31.428122,17.193904,10.841242,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-A735954AF09420,P3,PORT-CCD4397FA6D4,2,1,False,109.942784,24.305051,10.593587,5.296793,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-E72109958C3B57,P2,PORT-E5F3D5116135,2,1,False,103.92675,28.707078,5.81753,-0.099252,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,2,2,True,126.193083,25.545138,27.585637,21.917968,True,True,True,True
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,2,2,True,131.457411,33.028473,35.304167,28.409397,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-FC0AA3F9FE37C6,P3,PORT-E5F3D5116135,2,1,False,99.941617,22.483988,0.0,-5.000584,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-FCDB7C1BD7991A,P1,PORT-51A2628EF9C2,2,2,True,135.115986,38.785578,40.690547,32.931874,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-0E9003448A63C3,P7,PORT-F194BB679477,2,1,False,151.073182,1.555149,98.057929,49.028965,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-314B41E5534D98,P3,PORT-9862FC05DA24,2,2,True,179.258661,35.629671,126.243408,85.496048,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-4D158AE8BC3521,P3,PORT-1144EBE63B41,2,2,True,145.689569,31.061836,92.674316,51.269859,True,True,True,True
KOBE_STEEL_JP,Kobe Steel,CAND-7F0A690E87B72D,P2,PORT-8384667F6B8E,2,1,False,54.787069,18.041967,1.771816,-39.795122,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-9DD8DD0C56A40D,P3,PORT-8384667F6B8E,2,1,False,53.015253,14.13472,0.0,-41.975579,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-B3597FD7767497,P1,PORT-9862FC05DA24,2,2,True,192.04197,54.245609,139.026717,101.20046,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-B51B2DE2F2D28C,P4,PORT-8A59F01B884D,2,1,False,138.812994,19.770355,85.797741,42.961142,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-C9EAFC0F482485,P2,PORT-1144EBE63B41,2,2,True,151.719822,40.192188,98.704569,58.71715,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-CE22CF7F8F72DA,P2,PORT-9862FC05DA24,2,2,True,186.889916,46.192463,133.874663,94.862514,False,False,False,False
KOBE_STEEL_JP,Kobe Steel,CAND-DCD679F188D852,P1,PORT-1144EBE63B41,2,2,True,155.80838,46.959118,102.793127,63.815164,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,2,2,True,86.904002,27.276538,64.254674,53.539722,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-32B1C4DEC95227,P3,PORT-0ACD636A8AEE,2,1,False,58.204182,13.722526,35.554854,23.460013,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-7400D0EA735D98,P3,PORT-6742936593A9,2,2,True,81.821622,18.217448,59.172294,47.504418,True,True,True,True
NIPPON_STEEL_JP,Nippon Steel,CAND-87B9435721978E,P1,PORT-5CFD50239439,2,1,False,22.708216,11.922489,0.058888,-12.620453,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-97FAAFFD87E907,P1,PORT-160DD6C4A97F,2,1,False,46.853033,16.226037,24.203705,12.101852,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-C1AAA9A0078119,P1,PORT-9E76B3BFF9FF,2,2,True,93.554306,26.937,70.904978,60.518136,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-EBD30C485CEFDA,P2,PORT-9E76B3BFF9FF,2,2,True,91.156376,22.828502,68.507048,57.697576,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-EF9F86F64A1C2A,P3,PORT-00B029BF7478,2,2,True,94.578753,20.699774,71.929425,60.564713,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-F6184286A4322F,P2,PORT-6742936593A9,2,2,True,84.721882,23.321135,62.072554,50.99848,False,False,False,False
NIPPON_STEEL_JP,Nippon Steel,CAND-FCEB78D7C5F4C6,P1,PORT-7DCD4991144C,2,1,False,22.649328,10.717957,0.0,-12.789264,False,False,False,False
POSCO_KR,POSCO,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,2,1,False,9.376415,8.047536,0.0,-12.509753,False,False,False,False
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,2,2,True,71.595668,21.715381,62.219253,51.594484,False,False,False,False
POSCO_KR,POSCO,CAND-466C04961ED513,P2,PORT-7ED23B40E316,2,1,False,33.137243,11.733151,23.760828,11.880414,False,False,False,False
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,2,2,True,69.94586,18.646417,60.569445,49.599816,False,False,False,False
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,2,2,True,63.625023,15.34122,54.248608,42.684486,True,True,True,True
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,2,1,False,10.748437,8.158418,1.372022,-11.221647,False,False,False,False
POSCO_KR,POSCO,CAND-7BC738434560A6,P1,PORT-7ED23B40E316,2,1,False,33.799738,13.684666,24.423323,12.67241,False,False,False,False
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,2,2,True,65.727289,19.53652,56.350874,45.1596,False,False,False,False
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,2,2,True,67.651833,14.651532,58.275418,46.803789,True,False,False,False
POSCO_KR,POSCO,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,2,2,True,67.138979,22.96802,57.762564,46.809035,False,False,False,False
