company_id,company_name,scenario_id,plan_id,year,active_transitioned_facilities,scrap_demand_mt,scrap_supply_mt,scrap_headroom_mt,scrap_utilization_pct,hydrogen_demand_mt,hydrogen_supply_mt,hydrogen_headroom_mt,hydrogen_utilization_pct,incremental_grid_demand_twh,incremental_grid_supply_twh,incremental_grid_headroom_twh,incremental_grid_utilization_pct,resource_feasible,data_status,source_note,candidate_id,template_plan_id,physical_portfolio_id,candidate_path_count,candidate_p50_kkrw_per_tco2,candidate_tcar_kkrw_per_tco2,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2026,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2027,0,0.0,5.75,5.75,0.0,0.0,0.1,0.1,0.0,0.0,2.375,2.375,0.0,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2028,0,0.0,6.5,6.5,0.0,0.0,0.2,0.2,0.0,0.0,3.25,3.25,0.0,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2029,1,6.120001,7.25,1.129999,84.414,0.0,0.30000000000000004,0.3,0.0,3.808,4.125,0.317,92.315,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2030,1,6.120001,8.0,1.879999,76.5,0.0,0.4,0.4,0.0,3.808,5.0,1.192,76.16,True,model_interpolation,Linear interpolation from 2030 to 2035,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2031,1,6.120001,8.8,2.679999,69.545,0.0,0.56,0.56,0.0,3.808,6.0,2.192,63.467,True,model_interpolation,Linear interpolation from 2030 to 2035,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2032,1,6.120001,9.6,3.479999,63.75,0.0,0.72,0.72,0.0,3.808,7.0,3.192,54.4,True,model_interpolation,Linear interpolation from 2030 to 2035,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2033,3,8.1,10.4,2.3,77.885,0.495,0.8799999999999999,0.385,56.25,7.961999,8.0,0.038001,99.525,True,model_interpolation,Linear interpolation from 2030 to 2035,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2034,3,8.1,11.2,3.1,72.321,0.495,1.04,0.545,47.596,7.961999,9.0,1.038001,88.467,True,model_interpolation,Linear interpolation from 2030 to 2035,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2035,3,8.1,12.0,3.9,67.5,0.495,1.2,0.705,41.25,7.961999,10.0,2.038001,79.62,True,model_interpolation,Linear interpolation from 2035 to 2040,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2036,4,8.9175,13.0,4.0825,68.596,0.495,1.4,0.905,35.357,8.016499,11.4,3.383501,70.32,True,model_interpolation,Linear interpolation from 2035 to 2040,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2037,4,8.9175,14.0,5.0825,63.696,0.495,1.6,1.105,30.937,8.016499,12.8,4.783501,62.629,True,model_interpolation,Linear interpolation from 2035 to 2040,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2038,4,8.9175,15.0,6.0825,59.45,0.495,1.8,1.305,27.5,8.016499,14.2,6.183501,56.454,True,model_interpolation,Linear interpolation from 2035 to 2040,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2039,4,8.9175,16.0,7.0825,55.734,0.495,2.0,1.505,24.75,8.016499,15.600000000000001,7.583501,51.388,True,model_interpolation,Linear interpolation from 2035 to 2040,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,2040,4,8.9175,17.0,8.0825,52.456,0.495,2.2,1.705,22.5,8.016499,17.0,8.983501,47.156,True,model_estimate,Illustrative screening envelope; not an official supply forecast,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,114.431365,28.566214,281.895878,31362.25,111.25473,True,True,,0.0,1.265341119704999e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,2026,0,0.0,5.0,5.0,0.0,0.0,0.1,0.1,0.0,0.0,1.5,1.5,0.0,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,106.438286,31.428122,281.895878,29040.327,103.01792,False,False,2040,5.28499579,-5.28499579,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,2027,0,0.0,6.25,6.25,0.0,0.0,0.225,0.225,0.0,0.0,2.875,2.875,0.0,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,106.438286,31.428122,281.895878,29040.327,103.01792,False,False,2040,5.28499579,-5.28499579,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,2028,0,0.0,7.5,7.5,0.0,0.0,0.35,0.35,0.0,0.0,4.25,4.25,0.0,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,106.438286,31.428122,281.895878,29040.327,103.01792,False,False,2040,5.28499579,-5.28499579,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,2029,1,6.120001,8.75,2.629999,69.943,0.0,0.475,0.475,0.0,3.808,5.625,1.817,67.698,True,model_interpolation,Linear interpolation from 2026 to 2030,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,106.438286,31.428122,281.895878,29040.327,103.01792,False,False,2040,5.28499579,-5.28499579,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,2030,1,6.120001,10.0,3.879999,61.2,0.0,0.6,0.6,0.0,3.808,7.0,3.192,54.4,True,model_interpolation,Linear interpolation from 2030 to 2035,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,200,106.438286,31.428122,281.895878,29040.327,103.01792,False,False,2040,5.28499579,-5.28499579,True,True,True,True,,0.0,0.0,0.0,2,3,0.3119871999999999,0.65,1.1400000000000001
