company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_count,feasible_scenario_count,robust_feasible,worst_case_p50_kkrw_per_tco2_mean,worst_case_p50_kkrw_per_tco2_std,worst_case_tcar_kkrw_per_tco2_mean,worst_case_tcar_kkrw_per_tco2_std,maximum_regret_p50_kkrw_per_tco2_mean,maximum_regret_p50_kkrw_per_tco2_std,mean_regret_p50_kkrw_per_tco2_mean,mean_regret_p50_kkrw_per_tco2_std,robust_frontier_frequency_pct,lambda_0_optimal_frequency_pct,lambda_1_optimal_frequency_pct,lambda_4_optimal_frequency_pct
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,2,1,False,114.066738,0.353626,31.656915,6.350605,17.17012,0.185096,10.785451,0.067376,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-0C103CAC9E9685,P1,PORT-48EB0158352D,2,0,False,195.24822,1.41955,57.243722,7.147103,105.39206,1.475956,95.487162,1.584578,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-11566829CB83FF,P1,PORT-7C1FC602A00B,2,1,False,201.660938,1.1538,53.394871,7.225189,111.025245,1.156423,101.510113,1.168856,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-12D758CC621EDD,P3,PORT-04FFFE8075F6,2,1,False,210.061817,0.181976,40.978489,6.222528,113.562986,0.480132,106.979424,0.40456,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-156DBD688B285D,P2,PORT-4FBC33F20EEF,2,0,False,68.675945,1.40832,20.534127,2.927064,-31.038126,1.843812,-36.014068,1.742782,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-1D1CB9506368C0,P2,PORT-0FD37D80B1EA,2,1,False,149.992919,2.367414,36.932985,3.337135,54.215272,2.119326,47.271117,2.319366,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-2384C3F783562D,P2,PORT-04FFFE8075F6,2,1,False,219.263887,0.267851,53.164772,7.990103,127.298465,0.648961,118.448198,0.511837,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-25BA0666383526,P1,PORT-E3494C854A0D,2,1,False,125.969083,1.907488,37.915313,3.547626,30.274097,2.425833,23.288612,2.243353,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-27DEF6B976065D,P3,PORT-408F044D6828,2,0,False,208.218076,1.048814,38.670443,5.093478,111.819521,0.944222,105.18582,1.018246,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-2AFD85912C485D,P5,PORT-844170813924,2,0,False,170.419238,0.570405,14.068767,1.875608,63.293004,0.61476,62.023143,0.642228,0.0,0.0,0.0,0.0
