company_id,company_name,plan_id,plan_name,portfolio_id,portfolio_origin_scenario_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2_mean,delta_p50_common_kkrw_per_tco2_std,delta_p50_common_kkrw_per_tco2_min,delta_p50_common_kkrw_per_tco2_max,delta_tcar_kkrw_per_tco2_mean,delta_tcar_kkrw_per_tco2_std,delta_tcar_kkrw_per_tco2_min,delta_tcar_kkrw_per_tco2_max,delta_absolute_npv_p50_bn_krw_mean,delta_absolute_npv_p50_bn_krw_std,delta_absolute_npv_p50_bn_krw_min,delta_absolute_npv_p50_bn_krw_max,delta_absolute_npv_p90_bn_krw_mean,delta_absolute_npv_p90_bn_krw_std,delta_absolute_npv_p90_bn_krw_min,delta_absolute_npv_p90_bn_krw_max,delta_aligned_capex_bn_krw_mean,delta_aligned_capex_bn_krw_std,delta_aligned_capex_bn_krw_min,delta_aligned_capex_bn_krw_max,delta_net_cash_cost_p50_bn_krw_mean,delta_net_cash_cost_p50_bn_krw_std,delta_net_cash_cost_p50_bn_krw_min,delta_net_cash_cost_p50_bn_krw_max,delta_avoided_carbon_value_p50_bn_krw_mean,delta_avoided_carbon_value_p50_bn_krw_std,delta_avoided_carbon_value_p50_bn_krw_min,delta_avoided_carbon_value_p50_bn_krw_max,delta_policy_support_value_p50_bn_krw_mean,delta_policy_support_value_p50_bn_krw_std,delta_policy_support_value_p50_bn_krw_min,delta_policy_support_value_p50_bn_krw_max
POSCO_KR,POSCO,P1,지연·현물조달,PORT-DE64C6FAC717,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,184.421263,-15.494538,0.171852,-15.634359,-15.302683,0.422662,0.235127,0.16429,0.624081,-2857.522333,31.693108,-2883.308,-2822.14,-2779.574333,11.840103,-2791.842,-2768.214,0.0,0.0,0.0,0.0,293.876667,31.693108,268.091,329.259,3151.399,0.0,3151.399,3151.399,210.33,2.064356,207.982,211.86
POSCO_KR,POSCO,P2,지연·부분헤지,PORT-39601EAF8865,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,193.924259,-12.778614,0.169544,-12.914012,-12.588458,1.356662,0.375815,1.054518,1.77749,-2478.083333,32.879212,-2504.341,-2441.207,-2214.993667,48.304855,-2248.628,-2159.642,0.0,0.0,0.0,0.0,837.034,32.878812,810.777,873.91,3315.117,0.0,3315.117,3315.117,522.464,4.239528,518.135,526.608
POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-AD0B41B0F73F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,208.174258,-10.954351,0.192207,-11.172044,-10.80808,1.302507,0.274562,1.029977,1.579057,-2280.413667,40.012565,-2325.732,-2249.964,-2009.265667,22.780273,-2035.55,-1995.234,0.0,0.0,0.0,0.0,1279.960333,40.012565,1234.642,1310.41,3560.374,0.0,3560.374,3560.374,1315.363667,12.810759,1301.977,1327.508
POSCO_KR,POSCO,P4,균형형 전환,PORT-DDCBA267CA97,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,246.746291,-12.657929,0.035096,-12.693015,-12.622824,0.604562,0.289809,0.295467,0.870169,-3123.296667,8.659501,-3131.954,-3114.635,-2974.123667,68.661637,-3050.396,-2917.244,0.0,0.0,0.0,0.0,1079.124667,8.659001,1070.468,1087.786,4202.422,0.0,4202.422,4202.422,2005.769,6.43102,1999.166,2012.013
POSCO_KR,POSCO,P5,조기 계약형 전환,PORT-C07B5FF15869,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,362.346302,-15.584003,0.049121,-15.629646,-15.53202,-0.200103,0.10206,-0.285571,-0.0871,-5646.806,17.799012,-5663.345,-5627.97,-5719.312333,29.840215,-5752.579,-5694.905,0.0,0.0,0.0,0.0,477.149333,17.798547,460.611,495.985,6123.955,0.0,6123.955,6123.955,4300.191333,11.36122,4287.229,4308.422
POSCO_KR,POSCO,P6,조기 고헤지,PORT-73B2FF1A66A0,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,579.10271,-19.67012,0.018826,-19.683432,-19.648581,-0.257221,0.036484,-0.299347,-0.235866,-11391.019667,10.902409,-11398.729,-11378.546,-11539.977,10.45435,-11551.899,-11532.375,0.0,0.0,0.0,0.0,-1872.868333,10.902056,-1880.577,-1860.395,9518.151,0.0,9518.151,9518.151,9613.795,17.721227,9593.494,9626.169
POSCO_KR,POSCO,P7,완전 수소·계약형,PORT-47C5D429DB2E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,627.899166,-21.81112,0.008222,-21.8159,-21.801626,-0.116376,0.014007,-0.131448,-0.103757,-13695.184333,5.161845,-13698.186,-13689.224,-13768.256,4.418531,-13771.759,-13763.292,0.0,0.0,0.0,0.0,-3442.324667,5.162131,-3445.326,-3436.364,10252.86,0.0,10252.86,10252.86,11823.041667,5.424218,11816.779,11826.253
POSCO_KR,POSCO,CURRENT,POSCO 공시전략 프록시,PORT-69189DCC5A53,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,285.318325,-9.22374,0.230638,-9.427901,-8.973562,2.295858,0.595906,1.652184,2.82833,-2631.702333,65.80532,-2689.953,-2560.322,-1976.651333,127.617095,-2088.923,-1837.857,0.0,0.0,0.0,0.0,2197.091333,65.805763,2138.84,2268.472,4828.793,0.0,4828.793,4828.793,1321.966333,8.041301,1315.381,1330.928
NIPPON_STEEL_JP,Nippon Steel,P1,지연·현물조달,PORT-7DCD4991144C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,313.643967,-13.754287,0.05943,-13.792478,-13.685815,0.80926,0.249265,0.618294,1.091242,-4313.948667,18.639797,-4325.927,-4292.473,-4060.129667,66.219743,-4098.549,-3983.666,0.0,0.0,0.0,0.0,859.201333,18.639797,847.223,880.677,5173.151,0.0,5173.151,5173.151,337.551,1.324403,336.149,338.781
NIPPON_STEEL_JP,Nippon Steel,P2,지연·부분헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-11.087108,0.05307,-11.146474,-11.044264,1.590732,0.210023,1.448441,1.831949,-4057.537333,19.422407,-4079.264,-4041.858,-3475.379,85.921247,-3549.179,-3381.054,0.0,0.0,0.0,0.0,2017.009333,19.422251,1995.283,2032.689,6074.547,0.0,6074.547,6074.547,887.826667,3.707538,884.851,891.98
NIPPON_STEEL_JP,Nippon Steel,P3,균형형 라이트헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-11.97545,0.084857,-12.069875,-11.905574,1.050811,0.100263,0.936985,1.12604,-4382.643667,31.054852,-4417.2,-4357.071,-3998.078667,20.518985,-4014.163,-3974.97,0.0,0.0,0.0,0.0,1691.904333,31.054852,1657.348,1717.477,6074.547,0.0,6074.547,6074.547,1226.222333,0.550266,1225.847,1226.854
NIPPON_STEEL_JP,Nippon Steel,P4,균형형 전환,PORT-DF77606A395F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,431.518975,-12.155024,0.05542,-12.218317,-12.115199,0.561751,0.091661,0.493713,0.665983,-5245.123667,23.915059,-5272.436,-5227.938,-5002.717333,50.138448,-5045.648,-4947.613,0.0,0.0,0.0,0.0,1838.090333,23.915059,1810.778,1855.276,7083.215,0.0,7083.215,7083.215,3372.61,11.349996,3359.648,3380.768
NIPPON_STEEL_JP,Nippon Steel,P5,조기 계약형 전환,PORT-C942BD99A66C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,536.918941,-15.835271,0.009702,-15.844205,-15.82495,-0.027441,0.124249,-0.134384,0.108857,-8502.257,5.209606,-8507.054,-8496.715,-8516.991,63.890026,-8575.155,-8448.607,0.0,0.0,0.0,0.0,332.943667,5.209075,328.147,338.485,8835.201,0.0,8835.201,8835.201,7196.35,10.41896,7187.354,7207.766
