company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_id,scenario_feasible,carbon_budget_feasible,physical_constraints_feasible,common_avoided_emissions_mtco2,candidate_path_count,expected_cost_p50_kkrw_per_tco2_mean,expected_cost_p50_kkrw_per_tco2_std,net_economic_cost_p50_kkrw_per_tco2_common_denominator_mean,net_economic_cost_p50_kkrw_per_tco2_common_denominator_std,tcar_kkrw_per_tco2_mean,tcar_kkrw_per_tco2_std,absolute_npv_p50_bn_krw_mean,absolute_npv_p50_bn_krw_std,absolute_npv_p90_bn_krw_mean,absolute_npv_p90_bn_krw_std,aligned_capex_bn_krw_mean,aligned_capex_bn_krw_std,net_cash_cost_after_support_p50_bn_krw_mean,net_cash_cost_after_support_p50_bn_krw_std,avoided_carbon_cost_value_p50_bn_krw_mean,avoided_carbon_cost_value_p50_bn_krw_std,policy_support_value_p50_bn_krw_mean,policy_support_value_p50_bn_krw_std,scenario_regret_p50_kkrw_per_tco2_mean,scenario_regret_p50_kkrw_per_tco2_std,electricity_variance_share_mean,electricity_variance_share_std,hydrogen_variance_share_mean,hydrogen_variance_share_std,capex_variance_share_mean,capex_variance_share_std,electricity_shapley_variance_share_mean,electricity_shapley_variance_share_std,hydrogen_shapley_variance_share_mean,hydrogen_shapley_variance_share_std,capex_shapley_variance_share_mean,capex_shapley_variance_share_std,shapley_full_variance_mean,shapley_full_variance_std,shapley_reconciliation_delta_mean,shapley_reconciliation_delta_std,risk_decomposition_method
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,DISCLOSED_PATH,True,True,True,429.154227,1000,63.344755,0.221324,63.344755,0.221324,14.335236,0.660609,27184.669333,94.982174,33336.697,267.822459,27588.0,0.0,42740.961333,94.982174,15556.292,0.0,3876.653333,15.885712,54.171665,0.185855,0.92185,0.002539,0.006709,0.000196,0.07144,0.002346,0.852528293,0.005346129,0.046806481,0.001458791,0.100665226,0.006722347,104.969523835,4.848663169,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,ACCELERATED_15C,True,True,True,429.154227,1000,50.659107,0.25095,50.659107,0.25095,15.263214,0.82809,21740.569667,107.696468,28290.843,347.639612,27588.0,0.0,44470.030667,107.696468,22729.461,0.0,5409.118,24.013611,31.417934,0.094773,0.945129,0.001803,0.004287,0.000129,0.050583,0.001675,0.884536678,0.004720573,0.037345666,0.001253235,0.078117656,0.005870571,119.272005392,5.605031712,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,DISCLOSED_PATH,True,True,True,429.154227,1000,65.35953,0.296371,65.35953,0.296371,17.863095,0.822847,28049.318333,127.188606,35715.341,345.309695,27588.0,0.0,43605.61,127.188997,15556.292,0.0,3015.249333,10.632666,56.18644,0.226035,0.92377,0.002463,0.006774,0.000197,0.069457,0.002268,0.854461045,0.005272801,0.047069284,0.001474824,0.09846967,0.006659494,163.42364224,7.53735179,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,ACCELERATED_15C,True,True,True,429.154227,1000,53.623801,0.361372,53.623801,0.361372,19.288764,0.974728,23012.880667,155.083948,31290.735333,439.077578,27588.0,0.0,45742.342,155.0845,22729.461,0.0,4144.491,18.32582,34.382628,0.144318,0.948254,0.001681,0.004373,0.00013,0.047373,0.001553,0.887960458,0.004571923,0.03776885,0.001279757,0.074270692,0.005736588,192.598856073,9.027535495,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,DISCLOSED_PATH,True,True,True,429.154227,1000,66.793851,0.363941,66.793851,0.363941,20.597008,1.005314,28664.863667,156.187148,37504.156667,424.02014,27588.0,0.0,44221.155667,156.187148,15556.292,0.0,2426.220667,14.556911,57.620762,0.292891,0.9274,0.002368,0.006642,0.000195,0.065959,0.002176,0.858548023,0.005148646,0.046622739,0.001456626,0.094829237,0.006516148,217.282375264,10.117133938,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,ACCELERATED_15C,True,True,True,429.154227,1000,55.664543,0.405427,55.664543,0.405427,22.570132,1.098313,23888.674,173.990391,33574.741333,505.142697,27588.0,0.0,46618.135,173.990391,22729.461,0.0,3289.554333,20.023282,36.42337,0.184079,0.951757,0.001576,0.00431,0.000129,0.043932,0.001448,0.892190275,0.004404682,0.0375167,0.001271452,0.070293025,0.005556431,262.150996859,12.385228626,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,DISCLOSED_PATH,True,True,True,430.20423,1000,67.512379,0.268709,67.512379,0.268709,14.292049,0.749571,29044.111,115.600125,35192.611,328.184122,26602.0,0.0,44642.048,115.600125,15597.937,0.0,3942.167667,12.872081,58.339289,0.102563,0.926137,0.003609,0.00709,0.000413,0.066773,0.003228,0.853807941,0.005322925,0.048458831,0.001172923,0.097733229,0.006206617,101.838369667,5.860719959,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,ACCELERATED_15C,True,True,True,430.20423,1000,54.900062,0.325891,54.900062,0.325891,15.136815,0.920379,23618.239,140.19977,30130.161,411.900474,26602.0,0.0,46401.700333,140.199197,22783.461,0.0,5510.203,14.539029,35.658889,0.309963,0.947386,0.002568,0.004634,0.000277,0.04798,0.002316,0.884034402,0.004664413,0.038993459,0.001106512,0.076972139,0.005400194,115.067959606,6.643746099,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,DISCLOSED_PATH,True,True,True,430.20423,1000,69.806176,0.346749,69.806176,0.346749,17.787609,0.955771,30030.912,149.172943,37683.216333,409.550211,26602.0,0.0,45628.849,149.172943,15597.937,0.0,2984.058667,10.511225,60.633086,0.183357,0.927856,0.003525,0.007165,0.000418,0.064979,0.003141,0.855511651,0.005246597,0.04873563,0.001184132,0.09575272,0.006133115,158.427633829,9.120145333,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,ACCELERATED_15C,True,True,True,430.20423,1000,58.192472,0.4161,58.192472,0.4161,19.287707,1.236752,25034.647667,179.008091,33332.301,563.714257,26602.0,0.0,47818.109333,179.007863,22783.461,0.0,4108.463667,18.648559,38.951299,0.369689,0.950237,0.002431,0.004737,0.000282,0.045026,0.002173,0.887113053,0.004518083,0.03944835,0.001129023,0.073438597,0.005255501,185.479940067,10.717247744,0.0,0.0,variance_game_shapley_common_random_numbers
