company_id,company_name,scenario_id,plan_id,portfolio_id,is_scenario_feasible,is_frontier_eligible,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,DISCLOSED_PATH,P1,PORT-DE64C6FAC717,True,True,True,11.433911,9.154005
POSCO_KR,POSCO,DISCLOSED_PATH,P2,PORT-39601EAF8865,True,True,False,59.729828,17.506098
POSCO_KR,POSCO,DISCLOSED_PATH,P3,PORT-AD0B41B0F73F,True,True,False,120.939075,24.900826
POSCO_KR,POSCO,DISCLOSED_PATH,P4,PORT-DDCBA267CA97,True,True,False,117.5403,17.232818
POSCO_KR,POSCO,DISCLOSED_PATH,P5,PORT-C07B5FF15869,True,True,False,123.768006,10.19053
POSCO_KR,POSCO,DISCLOSED_PATH,P6,PORT-73B2FF1A66A0,False,False,False,128.873159,4.002832
POSCO_KR,POSCO,DISCLOSED_PATH,P7,PORT-47C5D429DB2E,False,False,False,127.530109,1.140392
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,PORT-69189DCC5A53,True,False,False,126.078742,29.340882
POSCO_KR,POSCO,ACCELERATED_15C,P1,PORT-DE64C6FAC717,False,False,False,-4.124306,9.553327
POSCO_KR,POSCO,ACCELERATED_15C,P2,PORT-39601EAF8865,False,False,False,46.927974,18.842683
POSCO_KR,POSCO,ACCELERATED_15C,P3,PORT-AD0B41B0F73F,False,False,False,109.498893,26.747539
POSCO_KR,POSCO,ACCELERATED_15C,P4,PORT-DDCBA267CA97,False,False,False,104.683836,17.596455
POSCO_KR,POSCO,ACCELERATED_15C,P5,PORT-C07B5FF15869,False,False,False,108.273466,9.93033
POSCO_KR,POSCO,ACCELERATED_15C,P6,PORT-73B2FF1A66A0,True,True,True,109.185817,3.765437
POSCO_KR,POSCO,ACCELERATED_15C,P7,PORT-47C5D429DB2E,False,False,False,105.716545,1.033823
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,PORT-69189DCC5A53,False,False,False,116.50527,32.623574
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,PORT-7DCD4991144C,True,True,True,22.292153,10.143556
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P2,PORT-92BAA222AC4A,True,True,False,67.352799,17.797232
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,PORT-92BAA222AC4A,True,True,False,65.278811,14.13724
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P4,PORT-DF77606A395F,False,False,False,109.86134,15.883737
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P5,PORT-C942BD99A66C,False,False,False,126.546057,10.390095
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P6,PORT-7C945F726D00,False,False,False,178.306845,5.586159
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P7,PORT-2ECB61BA4654,False,False,False,181.474323,1.672441
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,CURRENT,PORT-FFBF1A00D2CE,False,False,False,80.793158,17.40217
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,PORT-7DCD4991144C,False,False,False,8.385313,10.496263
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,PORT-92BAA222AC4A,False,False,False,56.156532,19.776796
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,PORT-92BAA222AC4A,False,False,False,53.346151,15.553768
