company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DE64C6FAC717,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,11.433911,2108.656,2108.656,3796.849,184.421263,184.421263,11.433911,47.556156,9435.526,8770.366,10458.559,6661.71,634.6,-30.559,-0.0,20.587915,9.154005,15.040652,3.606742,0.567132,0.0,0.432868,15.558217,0.0,184.421263,3796.849,0.8976,1.606168,5730.919,715.17,3044.346,0.0,0.0,-6661.71,-723.124,3.054
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-39601EAF8865,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,59.729828,11583.063,11583.063,14977.92,193.924259,193.924259,59.729828,95.840842,19994.025,18585.864,21980.721,7002.802,1403.839,-4.321,0.0,77.235926,17.506098,66.991221,7.261393,0.856475,0.005734,0.137791,12.801854,48.093759,193.924259,14977.92,3.540879,6.336057,7969.285,844.557,3023.472,8353.703,27.223,-7002.802,-1630.434,-1.942
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-AD0B41B0F73F,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,120.939075,25176.402,25176.402,30360.113,208.174258,208.174258,120.939075,157.055743,35835.945,32694.963,37878.674,7518.561,3221.823,80.841,0.0,145.839901,24.900826,136.02731,15.088235,0.919603,0.010306,0.070092,11.440182,109.48959,208.174258,30360.113,7.177332,12.843133,8616.404,1049.735,3162.135,22926.328,144.045,-7518.561,-3199.678,-4.006
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DDCBA267CA97,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P4,균형형 전환,False,22752.0,2034,9270.0,117.5403,29002.633,29002.633,33254.767,246.746291,246.746291,117.5403,153.755337,42642.072,37938.559,42190.693,8935.926,4714.957,11.444,-0.0,134.773119,17.232818,136.602443,19.062143,0.924174,0.011112,0.064714,12.856464,106.254411,246.746291,33254.767,7.861647,14.067648,8610.781,1264.538,3878.58,28465.973,378.938,-8935.926,-4658.754,-1.498
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C07B5FF15869,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,P5,조기 계약형 전환,False,27562.0,2034,9270.0,123.768006,44846.879,44846.879,48539.38,362.346302,362.346302,123.768006,160.055996,67848.89,57995.698,61688.199,13148.819,9853.976,0.784,0.0,133.958536,10.19053,150.960755,27.192749,0.923229,0.012717,0.064054,15.49454,112.454391,362.346302,48539.38,11.475031,20.533445,12264.292,1735.149,6161.81,46597.066,1058.081,-13148.819,-9822.213,1.513
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-73B2FF1A66A0,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.3371646534999999,0.6234470549999998,3,3,0.5704843279999999,0.65,2.98,P6,조기 고헤지,False,32892.0,2033,9270.0,128.873159,74630.795,74630.795,76948.846,579.10271,579.10271,128.873159,165.169047,117106.016,95649.842,97967.893,21019.047,21456.288,0.114,0.0,132.875991,4.002832,165.923881,37.050723,0.930919,0.016598,0.052483,19.687342,117.535979,579.10271,76948.846,18.191217,32.551402,18486.732,2750.76,10494.168,82057.56,3314.697,-21019.047,-21454.31,0.235
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-47C5D429DB2E,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.5371646534999999,2.2234470549999994,3,3,0.5704843279999999,0.65,2.98,P7,완전 수소·계약형,False,32892.0,2032,9270.0,127.530109,80076.049,80076.049,80792.1,627.899166,627.899166,127.530109,163.841698,129037.305,102876.065,103592.116,22800.016,26161.08,-0.159,-0.0,128.670501,1.140392,169.194824,41.664715,0.912284,0.020864,0.066853,21.813564,116.146626,627.899166,80792.1,19.099787,34.177201,18933.83,3034.098,11581.163,90286.639,5186.363,-22800.016,-26146.917,0.888
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-69189DCC5A53,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,126.078742,35972.575,35972.575,44344.067,285.318325,285.318325,126.078742,162.367905,49581.995,46326.539,54698.03,10353.963,3300.384,44.928,-0.0,155.419623,29.340882,137.488652,11.40991,0.939682,0.012515,0.047803,9.573472,114.854939,285.318325,44344.067,10.483231,18.758716,9252.288,1491.155,4698.522,33911.109,122.961,-10353.963,-3152.698,3.202
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-DE64C6FAC717,False,False,2030,16.324744844999994,-16.324744844999994,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,-4.124306,-760.61,-760.61,1001.227,184.421263,184.421263,-4.124306,49.085987,9900.677,9052.5,10814.336,9813.109,847.138,-1.04,-0.0,5.429021,9.553327,0.474826,4.599132,0.652777,0.0,0.347223,15.558217,0.0,184.421263,1001.227,0.236697,0.423546,5211.109,715.17,4029.278,0.0,0.0,-9813.109,-902.192,-0.865
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-39601EAF8865,False,False,2030,13.94899577,-13.94899577,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,46.927974,9100.473,9100.473,12754.526,193.924259,193.924259,46.927974,100.133897,21328.991,19418.392,23072.445,10317.919,1925.865,15.266,0.0,65.770657,18.842683,56.780269,9.852295,0.899531,0.003713,0.096757,12.801854,0.0,193.924259,12754.526,3.015254,5.395503,5541.911,844.557,4163.123,10514.537,28.772,-10317.919,-1669.637,-4.871
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-AD0B41B0F73F,False,False,2030,11.573996019999996,-11.573996019999996,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,109.498893,22794.851,22794.851,28363.0,208.174258,208.174258,109.498893,162.718416,38490.322,33873.786,39441.935,11078.935,4540.835,-75.702,-0.0,136.246432,26.747539,131.6752,22.176307,0.944151,0.006654,0.049195,11.440182,0.315161,208.174258,28363.0,6.705201,11.998301,10324.393,1049.735,3374.888,23832.467,153.876,-11078.935,-4870.872,9.299
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-DDCBA267CA97,False,False,2030,11.573996019999996,-11.573996019999996,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P4,균형형 전환,False,22752.0,2034,9270.0,104.683836,25830.348,25830.348,30172.208,246.746291,246.746291,104.683836,157.930219,45711.01,38968.696,43310.556,13138.348,6714.17,-28.144,0.0,122.280291,17.596455,132.008721,27.324885,0.944661,0.007256,0.048082,12.856464,0.0,246.746291,30172.208,7.13291,12.763644,7589.69,1264.538,4518.839,31634.167,406.51,-13138.348,-6454.402,9.355
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-C07B5FF15869,False,False,2030,5.470451711490618,-5.470451711490618,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,P5,조기 계약형 전환,False,27562.0,2034,9270.0,108.273466,39232.49,39232.49,42830.708,362.346302,362.346302,108.273466,161.462292,72658.039,58505.264,62103.483,19272.774,14143.197,-9.577,0.0,118.203796,9.93033,147.332162,39.058696,0.939864,0.008453,0.051683,15.49454,0.0,362.346302,42830.708,10.125463,18.118525,13011.345,1735.149,6813.228,50000.213,1134.859,-19272.774,-14171.551,-17.98
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-73B2FF1A66A0,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.5704843279999999,0.65,2.98,P6,조기 고헤지,False,32892.0,2033,9270.0,109.185817,63229.802,63229.802,65410.377,579.10271,579.10271,109.185817,161.917738,124792.797,93767.001,95947.576,30537.198,31034.248,8.452,-0.0,112.951254,3.765437,162.761453,53.575636,0.941413,0.011456,0.047131,19.687342,0.0,579.10271,65410.377,15.463446,27.670324,17592.528,2750.76,11747.955,89203.545,3539.236,-30537.198,-31065.865,-1.158
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-47C5D429DB2E,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.16699991199999997,0.0,3,3,0.5704843279999999,0.65,2.98,P7,완전 수소·계약형,False,32892.0,2032,9270.0,105.716545,66379.331,66379.331,67028.467,627.899166,627.899166,105.716545,158.356965,137406.878,99432.206,100081.343,33052.876,37972.994,-1.678,0.0,106.750368,1.033823,166.195479,60.478934,0.921525,0.014573,0.063902,21.813564,0.0,627.899166,67028.467,15.845973,28.354819,18503.449,3034.098,12820.136,97526.093,5532.181,-33052.876,-37986.722,2.971
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-69189DCC5A53,False,False,2030,11.573996019999996,-11.573996019999996,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,116.50527,33241.089,33241.089,42549.192,285.318325,285.318325,116.50527,169.718664,53194.375,48423.845,57731.949,15182.756,4612.533,-157.998,-0.0,149.128844,32.623574,133.225298,16.720027,0.958909,0.008302,0.032789,9.573472,7.464499,285.318325,42549.192,10.058911,17.999437,10962.732,1491.155,4931.304,35829.795,130.986,-15182.756,-4924.209,2.081
