company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,candidate_id,template_plan_id,physical_portfolio_id,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw,candidate_path_count,refinement_shortlist_rank,refinement_tier,is_generated_candidate,risk_decomposition_method,shapley_full_variance,shapley_reconciliation_delta,electricity_shapley_variance_share,hydrogen_shapley_variance_share,capex_shapley_variance_share,electricity_shapley_variance_contribution,hydrogen_input_shapley_variance_contribution,construction_capex_shapley_variance_contribution,scenario_regret_p50_kkrw_per_tco2
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P3,균형형 라이트헤지,False,27588.0,2037,9270.0,62.680554,26899.625,26899.625,33085.247,429.154227,62.680554,98.929275,46313.249,42455.917,48641.539,15556.292,3884.499,27.166,-0.0,77.094073,14.413519,71.668774,8.98822,0.916694,0.007339,0.075966,0.0,0.0,429.154227,33085.247,7.821572,13.995937,12288.727,1500.071,9963.167,22322.338,191.41,-15556.292,-3776.999,-32.796,400,1,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,98.403311202417,0.0,0.862058735,0.050864489,0.087076776,84.829433968678,5.005234119591,8.568643114148,53.627504
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P3,균형형 라이트헤지,False,27588.0,2037,9270.0,50.086501,21494.834,21494.834,27949.155,429.154227,50.086501,103.049888,49527.223,44224.295,50678.616,22729.461,5407.281,104.353,-0.0,65.126131,15.03963,62.443198,12.356696,0.941478,0.004695,0.053827,0.0,0.0,429.154227,27949.155,6.607365,11.823234,14148.151,1500.071,9815.693,24294.586,204.242,-22729.461,-5734.315,-4.133,400,1,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,112.173377051904,-0.0,0.895099017,0.040311011,0.064589972,100.406279584902,4.521822183235,7.245275283768,31.158507
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,429.154227,27287.38,63.584089,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P2,지연·부분헤지,False,27588.0,2037,9270.0,64.512046,27685.617,27685.617,35416.939,429.154227,64.512046,100.760767,46283.249,43241.909,50973.23,15556.292,3024.923,-16.417,0.0,82.527298,18.015252,71.598868,7.086823,0.918738,0.007409,0.073853,0.0,0.0,429.154227,35416.939,8.372799,14.982304,12288.417,1500.071,10082.381,22277.157,61.239,-15556.292,-2930.184,-37.172,400,2,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,153.28454906849,0.0,0.864009751,0.05113389,0.084856359,132.439345071806,7.838035341596,13.007168655088,55.458996
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,429.154227,22213.621,51.761393,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P2,지연·부분헤지,False,27588.0,2037,9270.0,52.834787,22674.272,22674.272,30903.946,429.154227,52.834787,105.798173,49489.392,45403.733,53633.407,22729.461,4155.7,70.041,-0.0,72.011281,19.176495,62.355044,9.520257,0.944818,0.004788,0.050394,0.0,0.0,429.154227,30903.946,7.305897,13.073189,12288.417,1500.071,11204.313,24369.375,64.983,-22729.461,-4020.093,-3.332,400,2,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,181.379824312852,0.0,0.898446486,0.040729875,0.06082364,162.960065773102,7.387577481908,11.032181057842,33.906793
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,429.154227,27787.608,64.749702,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P1,지연·현물조달,False,27588.0,2037,9270.0,65.882949,28273.946,28273.946,37168.065,429.154227,65.882949,102.13167,46270.372,43830.238,52724.357,15556.292,2453.057,12.923,0.0,86.607711,20.724761,71.568864,5.685914,0.922558,0.007269,0.070173,0.0,0.0,429.154227,37168.065,8.786777,15.723077,12288.21,1500.071,10201.596,22247.037,0.0,-15556.292,-2369.613,-37.064,400,3,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,203.888851361658,-0.0,0.868070068,0.050596835,0.081333097,176.989809160477,10.316130564801,16.582911636381,56.829899
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,429.154227,22967.067,53.517047,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P1,지연·현물조달,False,27588.0,2037,9270.0,54.71709,23482.07,23482.07,33071.637,429.154227,54.71709,107.680476,49502.675,46211.532,55801.098,22729.461,3325.089,33.945,0.0,77.062358,22.345268,62.385996,7.668907,0.948527,0.004721,0.046752,0.0,0.0,429.154227,33071.637,7.818354,13.990179,12288.21,1500.071,11332.201,24334.529,0.0,-22729.461,-3210.972,-32.508,400,3,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,247.095151031776,0.0,0.90251821,0.040403238,0.057078552,223.007873355511,9.983444175684,14.103833500582,35.789096
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-921D50D4015721,P3,PORT-96133A6427FE,430.20423,28331.133,65.855078,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2037,9270.0,67.045609,28843.304,28843.304,34696.112,430.20423,67.045609,103.30266,48334.723,44441.241,50294.049,15597.937,3944.151,50.67,-0.0,80.650327,13.604719,76.095918,9.050309,0.920546,0.007835,0.071619,0.0,0.0,430.20423,34696.112,8.202391,14.677375,12065.192,1534.895,9540.96,25015.429,197.705,-15597.937,-3925.106,12.167,400,4,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,94.829796517947,-0.0,0.862425025,0.051333824,0.086241152,81.783589587116,4.867976055762,8.17823087507,57.992559
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-921D50D4015721,P3,PORT-96133A6427FE,430.20423,22859.063,53.135375,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2037,9270.0,54.252147,23339.503,23339.503,29697.248,430.20423,54.252147,107.211788,51612.401,46122.965,52480.709,22783.461,5513.656,24.22,-0.0,69.03058,14.778433,67.012219,12.760071,0.943368,0.005132,0.0515,0.0,0.0,430.20423,29697.248,7.020626,12.562723,12565.701,1534.895,10633.823,26628.515,210.636,-22783.461,-5465.325,14.721,400,4,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,107.465526900791,-0.0,0.893674091,0.04101711,0.065308799,96.039157065029,4.407925320622,7.01844451514,35.324153
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2037,9270.0,69.223812,29780.377,29780.377,37075.202,430.20423,69.223812,105.480864,48311.316,45378.314,52673.139,15597.937,3002.781,69.779,-0.0,86.180468,16.956656,76.041509,6.817696,0.922377,0.007919,0.069704,0.0,0.0,430.20423,37075.202,8.764823,15.683794,10213.715,1534.895,10221.058,25987.377,62.708,-15597.937,-2616.472,-24.967,400,5,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,147.567831791722,0.0,0.864141153,0.051603769,0.084255078,127.519436256341,7.615056319012,12.433339216369,60.170762
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2037,9270.0,57.360534,24676.744,24676.744,32811.052,430.20423,57.360534,110.320174,51612.016,47460.206,55594.514,22783.461,4137.681,-14.129,-0.0,76.268549,18.908015,67.011322,9.650789,0.946422,0.005246,0.048332,0.0,0.0,430.20423,32811.052,7.75675,13.879945,12087.279,1534.895,10663.909,27248.418,66.478,-22783.461,-4109.65,-31.123,400,5,deterministic_robust_shortlist_full_paths,True,variance_game_shapley_common_random_numbers,173.373232272723,0.0,0.896696891,0.04144433,0.061858779,155.463238432292,7.185337463905,10.724656376526,38.43254
