company_id,company_name,scenario_id,plan_id,portfolio_id,is_scenario_feasible,is_frontier_eligible,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,DISCLOSED_PATH,P1,PORT-DE64C6FAC717,True,True,True,11.384125,9.0674
POSCO_KR,POSCO,DISCLOSED_PATH,P2,PORT-39601EAF8865,True,True,False,59.820402,17.698984
POSCO_KR,POSCO,DISCLOSED_PATH,P3,PORT-AD0B41B0F73F,True,True,False,121.123129,24.114295
POSCO_KR,POSCO,DISCLOSED_PATH,P4,PORT-DDCBA267CA97,True,True,False,117.522096,17.127283
POSCO_KR,POSCO,DISCLOSED_PATH,P5,PORT-C07B5FF15869,True,True,False,123.769385,10.626587
POSCO_KR,POSCO,DISCLOSED_PATH,P6,PORT-73B2FF1A66A0,False,False,False,128.886916,4.246875
POSCO_KR,POSCO,DISCLOSED_PATH,P7,PORT-47C5D429DB2E,False,False,False,127.51053,1.281829
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,PORT-69189DCC5A53,True,False,False,126.109042,29.95423
POSCO_KR,POSCO,ACCELERATED_15C,P1,PORT-DE64C6FAC717,False,False,False,-4.162448,9.547015
POSCO_KR,POSCO,ACCELERATED_15C,P2,PORT-39601EAF8865,False,False,False,47.231944,18.753502
POSCO_KR,POSCO,ACCELERATED_15C,P3,PORT-AD0B41B0F73F,False,False,False,110.240201,25.412781
POSCO_KR,POSCO,ACCELERATED_15C,P4,PORT-DDCBA267CA97,False,False,False,104.829081,17.997452
POSCO_KR,POSCO,ACCELERATED_15C,P5,PORT-C07B5FF15869,False,False,False,108.237365,10.398949
POSCO_KR,POSCO,ACCELERATED_15C,P6,PORT-73B2FF1A66A0,True,True,True,109.238335,3.947528
POSCO_KR,POSCO,ACCELERATED_15C,P7,PORT-47C5D429DB2E,False,False,False,105.708904,1.150381
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,PORT-69189DCC5A53,False,False,False,116.681141,32.36129
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,PORT-7DCD4991144C,True,True,True,22.334383,10.761138
