company_id,company_name,plan_id,plan_name,portfolio_id,portfolio_origin_scenario_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
POSCO_KR,POSCO,P1,지연·현물조달,PORT-DE64C6FAC717,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,184.421263,-15.240755,-0.600267,-2810.72,-2921.422,0.0,340.68,3151.399,214.923
POSCO_KR,POSCO,P2,지연·부분헤지,PORT-39601EAF8865,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,193.924259,-13.414156,1.917644,-2601.33,-2229.452,0.0,713.787,3315.117,536.1
POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-AD0B41B0F73F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,208.174258,-10.659211,1.21894,-2218.973,-1965.221,0.0,1341.401,3560.374,1346.518
POSCO_KR,POSCO,P4,균형형 전환,PORT-DDCBA267CA97,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,246.746291,-12.83034,0.848091,-3165.839,-2956.576,0.0,1036.583,4202.422,2009.992
POSCO_KR,POSCO,P5,조기 계약형 전환,PORT-C07B5FF15869,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,362.346302,-15.492407,-0.142875,-5613.616,-5665.387,0.0,510.339,6123.955,4293.806
POSCO_KR,POSCO,P6,조기 고헤지,PORT-73B2FF1A66A0,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,579.10271,-19.666142,-0.284462,-11388.716,-11553.448,0.0,-1870.564,9518.151,9594.383
POSCO_KR,POSCO,P7,완전 수소·계약형,PORT-47C5D429DB2E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,627.899166,-21.815414,-0.10828,-13697.88,-13765.87,0.0,-3445.022,10252.86,11823.359
POSCO_KR,POSCO,CURRENT,POSCO 공시전략 프록시,PORT-69189DCC5A53,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,285.318325,-9.228798,2.311473,-2633.145,-1973.64,0.0,2195.647,4828.793,1312.377
NIPPON_STEEL_JP,Nippon Steel,P1,지연·현물조달,PORT-7DCD4991144C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,313.643967,-13.715081,0.26703,-4301.653,-4217.9,0.0,871.498,5173.151,335.882
NIPPON_STEEL_JP,Nippon Steel,P2,지연·부분헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-10.986215,1.568042,-4020.614,-3446.759,0.0,2053.934,6074.547,889.916
NIPPON_STEEL_JP,Nippon Steel,P3,균형형 라이트헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-12.076259,1.278743,-4419.536,-3951.556,0.0,1655.011,6074.547,1224.101
NIPPON_STEEL_JP,Nippon Steel,P4,균형형 전환,PORT-DF77606A395F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,431.518975,-12.350314,0.851853,-5329.395,-4961.805,0.0,1753.819,7083.215,3384.482
NIPPON_STEEL_JP,Nippon Steel,P5,조기 계약형 전환,PORT-C942BD99A66C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,536.918941,-15.859105,-0.099067,-8515.053,-8568.245,0.0,320.147,8835.201,7142.02
NIPPON_STEEL_JP,Nippon Steel,P6,조기 고헤지,PORT-7C945F726D00,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,498.719413,-25.377749,-0.599756,-12656.376,-12955.485,0.0,-4497.904,8158.472,13780.877
NIPPON_STEEL_JP,Nippon Steel,P7,완전 수소·계약형,PORT-2ECB61BA4654,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,663.14981,-29.625011,-0.190854,-19645.82,-19772.386,0.0,-8861.998,10783.823,21568.099
NIPPON_STEEL_JP,Nippon Steel,CURRENT,Nippon Steel 공시전략 프록시,PORT-FFBF1A00D2CE,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,333.598962,-10.971424,0.485927,-3660.056,-3497.951,0.0,1757.673,5417.729,1356.279
