company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_count,feasible_scenario_count,robust_feasible,worst_case_p50_kkrw_per_tco2,worst_case_tcar_kkrw_per_tco2,maximum_regret_p50_kkrw_per_tco2,mean_regret_p50_kkrw_per_tco2,robust_frontier,lambda_0_optimal,lambda_1_optimal,lambda_4_optimal
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,2,1,False,114.421761,38.547405,17.149301,10.804133,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-0C103CAC9E9685,P1,PORT-48EB0158352D,2,0,False,193.651311,65.13449,103.808086,93.7483,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-11566829CB83FF,P1,PORT-7C1FC602A00B,2,1,False,202.259507,61.368912,111.33982,101.818265,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-12D758CC621EDD,P3,PORT-04FFFE8075F6,2,1,False,209.970102,47.912974,113.019073,106.51319,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-156DBD688B285D,P2,PORT-4FBC33F20EEF,2,0,False,67.867537,23.467091,-32.033444,-37.064352,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-1D1CB9506368C0,P2,PORT-0FD37D80B1EA,2,1,False,149.741174,40.683525,53.547454,46.662916,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-2384C3F783562D,P2,PORT-04FFFE8075F6,2,1,False,219.110431,62.117351,126.567255,117.857445,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-25BA0666383526,P1,PORT-E3494C854A0D,2,1,False,125.727676,38.283885,30.005183,22.885032,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-27DEF6B976065D,P3,PORT-408F044D6828,2,0,False,208.690588,43.856832,112.124768,105.42628,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-2AFD85912C485D,P5,PORT-844170813924,2,0,False,170.615424,15.513831,63.275623,61.964126,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-2DF8CF21E8720D,P1,PORT-9D97003767D5,2,0,False,22.140898,12.510234,-80.076535,-83.949217,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-321A1FBBC2D640,P1,PORT-CCD4397FA6D4,2,1,False,117.463555,45.065336,21.645307,14.573033,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-3785968E4E1C91,P1,PORT-4FBC33F20EEF,2,0,False,69.461254,27.417699,-29.782159,-35.141851,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-3BDAECB8DA1A89,P4,PORT-29DB1A43C5DD,2,0,False,177.513425,27.855768,76.76793,72.159279,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-3DE74006E308F9,P2,PORT-7C1FC602A00B,2,1,False,196.443378,52.140484,102.961229,94.720906,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-44218B07FC843F,P2,PORT-48EB0158352D,2,0,False,188.441608,55.413132,95.92976,87.204286,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-4D77DB7422B451,P2,PORT-3776FB32D8CF,2,0,False,134.918566,36.530251,37.90274,31.429255,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-53E6B469D62558,P1,PORT-33091F63E785,2,0,False,22.23077,12.694856,-80.288997,-84.010512,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-56A2BE8D3222E8,P5,PORT-29DB1A43C5DD,2,0,False,167.768311,16.175633,61.374396,59.589956,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-5B53A6D662B077,P2,PORT-BFE68456F5A9,2,0,False,119.663565,36.547513,22.899524,16.300147,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-65F7157232C73A,P1,PORT-04FFFE8075F6,2,1,False,225.347439,72.993106,135.751552,125.568097,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-6740F2BE1999AB,P2,PORT-6E49C004BA31,2,0,False,177.182249,55.768808,83.407071,75.313262,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-68030B11D579DF,P1,PORT-7BA11C62DF95,2,0,False,172.641546,51.273512,79.87285,71.2758,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-74F6415EBB9977,P3,PORT-E123D45B71CC,2,0,False,198.160277,40.925438,100.548275,94.372878,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8143AC9B1B780D,P5,PORT-0032610F15CE,2,0,False,190.999803,17.094021,82.952363,81.994685,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-81AEAF431DDC0A,P4,PORT-844170813924,2,0,False,180.752211,26.966485,78.897632,74.843524,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-82646489D4D4D1,P2,PORT-25A7E18292F6,2,0,False,52.10557,17.569258,-48.254085,-53.055656,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8A107782070451,P4,PORT-0032610F15CE,2,0,False,202.487087,30.047624,100.742776,96.633533,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8A2CE57122B1A0,P1,PORT-1741394F78A8,2,0,False,21.010751,11.983387,-81.715208,-85.333627,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8DC42B3C7EA2DB,P2,PORT-E123D45B71CC,2,0,False,206.605728,53.123029,113.204498,104.923715,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8F0E9CFE80824D,P6,PORT-576B945395C2,2,0,False,183.299915,6.613701,73.337119,71.097833,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-942FF71D4F4188,P4,PORT-2883A9539B06,2,1,False,125.389799,20.373333,24.573632,20.000318,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-94E38421D8FAE7,P1,PORT-36B22CA0D026,2,0,False,18.55283,12.138788,-83.682293,-87.54613,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-953F1AFEF37202,P1,PORT-6E49C004BA31,2,0,False,182.246649,65.675275,90.705216,81.494534,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-A735954AF09420,P3,PORT-CCD4397FA6D4,2,1,False,109.962796,30.157531,10.690533,5.345267,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-AE1C3F48385E3F,P5,PORT-2883A9539B06,2,1,False,118.697367,11.808233,14.424515,11.579543,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-AFB45421E864E1,P3,PORT-48EB0158352D,2,0,False,180.898379,42.707696,84.407932,77.671757,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-B210B35AD45FF1,P1,PORT-263958B6D89F,2,0,False,11.523746,9.062917,-92.182791,-95.31092,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-B38C1D7FD5CCAE,P3,PORT-7C1FC602A00B,2,1,False,188.042298,40.287431,90.597252,84.338377,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-B4CBF9F7B55581,P3,PORT-7F45069F34E3,2,0,False,142.563744,35.837596,43.86928,38.235114,False,False,False,False
