company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DE64C6FAC717,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,11.899885,2194.592,2194.592,3844.015,184.421263,184.421263,11.899885,48.02213,9490.159,8856.302,10505.725,6661.71,635.349,1.492,-0.0,20.843663,8.943778,15.336893,3.437008,0.547886,0.0,0.452114,15.660788,0.0,184.421263,3844.015,0.90875,1.62612,5426.379,715.17,3420.842,0.0,0.0,-6661.71,-709.791,3.701
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-39601EAF8865,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,59.550237,11548.236,11548.236,15038.458,193.924259,193.924259,59.550237,95.661251,19979.605,18551.037,22041.26,7002.802,1402.185,-26.382,0.0,77.548103,17.997866,66.916862,7.366624,0.841694,0.005997,0.152309,12.633574,48.122597,193.924259,15038.458,3.555191,6.361667,7099.915,844.557,3453.104,8557.039,27.223,-7002.802,-1430.77,-0.031
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-AD0B41B0F73F,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,121.058258,25201.213,25201.213,30086.632,208.174258,208.174258,121.058258,157.174926,35955.585,32719.774,37605.193,7518.561,3257.666,21.855,0.0,144.526189,23.467931,136.602023,15.543765,0.913656,0.01039,0.075954,10.779129,109.476877,208.174258,30086.632,7.112679,12.727443,8697.332,1049.735,3165.627,22952.0,144.045,-7518.561,-3228.86,-60.105
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DDCBA267CA97,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P4,균형형 전환,False,22752.0,2034,9270.0,118.190917,29163.17,29163.17,33017.024,246.746291,246.746291,118.190917,154.405953,42816.127,38099.096,41952.95,8935.926,4751.962,34.931,0.0,133.809607,15.61869,137.307841,19.116925,0.91885,0.010681,0.070468,13.010339,106.548551,246.746291,33017.024,7.805443,13.967077,7824.233,1264.538,3989.9,29210.281,378.938,-8935.926,-4568.284,-0.51
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C07B5FF15869,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,P5,조기 계약형 전환,False,27562.0,2034,9270.0,124.021812,44938.845,44938.845,48402.79,362.346302,362.346302,124.021812,160.309802,67937.628,58087.664,61551.609,13148.819,9857.651,7.687,0.0,133.581577,9.559765,151.205652,27.18384,0.924972,0.011277,0.063752,15.493207,112.345194,362.346302,48402.79,11.44274,20.475664,13054.374,1735.149,6070.056,46052.58,1058.081,-13148.819,-9871.988,-10.588
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-73B2FF1A66A0,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.3371646534999999,0.6234470549999998,3,3,0.5704843279999999,0.65,2.98,P6,조기 고헤지,False,32892.0,2033,9270.0,129.027798,74720.347,74720.347,76998.444,579.10271,579.10271,129.027798,165.323686,117220.055,95739.394,98017.491,21019.047,21480.661,0.0,-0.0,132.961636,3.933838,166.120805,37.093007,0.943336,0.013294,0.04337,19.699128,117.714292,579.10271,76998.444,18.202942,32.572383,18466.695,2750.76,10518.945,82179.956,3314.697,-21019.047,-21483.075,-8.583
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-47C5D429DB2E,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.5371646534999999,2.2234470549999994,3,3,0.5704843279999999,0.65,2.98,P7,완전 수소·계약형,False,32892.0,2032,9270.0,127.508006,80062.17,80062.17,80850.176,627.899166,627.899166,127.508006,163.819594,129018.939,102862.186,103650.192,22800.016,26158.311,1.558,-0.0,128.762993,1.254987,169.165574,41.657569,0.926991,0.016357,0.056652,21.794392,115.948324,627.899166,80850.176,19.113517,34.201768,18490.658,3034.098,11581.163,90734.395,5186.363,-22800.016,-26162.484,-2.008
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-69189DCC5A53,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,126.317748,36040.768,36040.768,43948.316,285.318325,285.318325,126.317748,162.606911,49829.383,46394.732,54302.279,10353.963,3264.83,-169.822,-0.0,154.032573,27.714825,138.35571,12.037963,0.944055,0.011313,0.044632,8.881784,115.211804,285.318325,43948.316,10.389673,18.591303,10603.823,1491.155,4479.194,33088.721,122.961,-10353.963,-3442.757,51.633
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-DE64C6FAC717,False,False,2030,16.324744844999994,-16.324744844999994,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,-3.760903,-693.59,-693.59,1069.741,184.421263,184.421263,-3.760903,49.44939,9995.291,9119.519,10882.85,9813.109,848.289,-27.482,-0.0,5.800527,9.56143,0.987853,4.748756,0.634695,0.0,0.365305,15.660788,0.0,184.421263,1069.741,0.252894,0.452529,5231.72,715.17,4093.752,0.0,0.0,-9813.109,-911.05,-10.073
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-39601EAF8865,False,False,2030,13.94899577,-13.94899577,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,46.916663,9098.279,9098.279,12789.037,193.924259,193.924259,46.916663,100.122586,21336.05,19416.198,23106.957,10317.919,1936.515,16.664,-0.0,65.948621,19.031958,56.816671,9.900008,0.888652,0.003907,0.107441,12.633574,0.0,193.924259,12789.037,3.023413,5.410102,5920.536,844.557,4388.206,9925.566,28.772,-10317.919,-1697.635,6.197
