company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DE64C6FAC717,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,11.384125,2099.475,2099.475,3771.696,184.421263,184.421263,11.384125,47.50637,9370.417,8761.185,10433.406,6661.71,630.208,20.976,-0.0,20.451525,9.0674,14.687608,3.303483,0.578524,0.0,0.421476,15.546573,0.0,184.421263,3771.696,0.891654,1.595527,4300.782,715.17,4288.089,0.0,0.0,-6661.71,-543.533,0.676
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-39601EAF8865,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,59.820402,11600.627,11600.627,15032.89,193.924259,193.924259,59.820402,95.931416,20001.815,18603.429,22035.691,7002.802,1398.439,0.053,0.0,77.519386,17.698984,67.031394,7.210992,0.86003,0.005337,0.134634,12.588458,48.455172,193.924259,15032.89,3.553875,6.359311,6712.426,844.557,3652.955,8787.833,27.223,-7002.802,-1420.026,-1.538
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-AD0B41B0F73F,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,121.123129,25214.717,25214.717,30234.693,208.174258,208.174258,121.123129,157.239797,35959.579,32733.278,37753.253,7518.561,3224.199,-2.102,0.0,145.237423,24.114295,136.621207,15.498079,0.923014,0.00951,0.067476,10.882928,109.520675,208.174258,30234.693,7.147682,12.790077,8898.509,1049.735,3169.262,22703.74,144.045,-7518.561,-3235.133,3.121
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DDCBA267CA97,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,P4,균형형 전환,False,22752.0,2034,9270.0,117.522096,28998.141,28998.141,33224.235,246.746291,246.746291,117.522096,153.737132,42666.467,37934.067,42160.161,8935.926,4715.833,-16.567,-0.0,134.649378,17.127283,136.701307,19.179212,0.925426,0.01026,0.064315,12.693015,106.337042,246.746291,33224.235,7.854429,14.054732,9193.257,1264.538,3852.206,27948.45,378.938,-8935.926,-4704.469,1.147
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C07B5FF15869,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,P5,조기 계약형 전환,False,27562.0,2034,9270.0,123.769385,44847.379,44847.379,48697.883,362.346302,362.346302,123.769385,160.057375,67835.964,57996.198,61846.702,13148.819,9846.735,6.969,0.0,134.395972,10.626587,150.925083,27.155697,0.925657,0.011506,0.062837,15.53202,112.478469,362.346302,48697.883,11.512502,20.600496,12837.806,1735.149,5990.305,46224.391,1058.081,-13148.819,-9853.223,3.689
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-73B2FF1A66A0,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.3371646534999999,0.6234470549999998,3,3,0.5704843279999999,0.65,2.98,P6,조기 고헤지,False,32892.0,2033,9270.0,128.886916,74638.762,74638.762,77098.139,579.10271,579.10271,128.886916,165.182804,117117.867,95657.809,98117.186,21019.047,21460.735,0.677,-0.0,133.133791,4.246875,165.944345,37.05743,0.937748,0.014324,0.047928,19.648581,117.714292,579.10271,77098.139,18.22651,32.614557,18557.372,2750.76,10514.163,81972.417,3314.697,-21019.047,-21455.499,3.899
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-47C5D429DB2E,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.5371646534999999,2.2234470549999994,3,3,0.5704843279999999,0.65,2.98,P7,완전 수소·계약형,False,32892.0,2032,9270.0,127.51053,80063.756,80063.756,80868.615,627.899166,627.899166,127.51053,163.822119,129019.853,102863.772,103668.631,22800.016,26157.289,1.208,-0.0,128.792359,1.281829,169.167029,41.656499,0.920823,0.017952,0.061225,21.801626,116.236876,627.899166,80868.615,19.117876,34.209568,18490.658,3034.098,11581.163,90734.395,5186.363,-22800.016,-26162.484,-0.422
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-69189DCC5A53,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,126.109042,35981.221,35981.221,44527.711,285.318325,285.318325,126.109042,162.398205,49645.373,46335.184,54881.675,10353.963,3271.372,-38.817,0.0,156.063272,29.95423,137.710783,11.601741,0.94453,0.011313,0.044156,9.427901,114.449881,285.318325,44527.711,10.526646,18.836403,10105.395,1491.155,4531.076,33399.493,122.961,-10353.963,-3309.264,-5.633
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-DE64C6FAC717,False,False,2030,16.324744844999994,-16.324744844999994,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,P1,지연·현물조달,False,15748.0,2035,5768.0,-4.162448,-767.644,-767.644,993.029,184.421263,184.421263,-4.162448,49.047845,9895.756,9045.465,10806.138,9813.109,841.356,-8.934,-0.0,5.384567,9.547015,0.448138,4.610587,0.663179,0.0,0.336821,15.546573,0.0,184.421263,993.029,0.234759,0.420077,4706.983,715.17,4438.823,0.0,0.0,-9813.109,-817.907,2.397
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-39601EAF8865,False,False,2030,13.94899577,-13.94899577,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,P2,지연·부분헤지,False,19250.0,2037,9270.0,47.231944,9159.42,9159.42,12796.179,193.924259,193.924259,47.231944,100.437866,21349.311,19477.339,23114.098,10317.919,1921.088,49.115,-0.0,65.985446,18.753502,56.885055,9.653111,0.902155,0.003454,0.094391,12.588458,0.0,193.924259,12796.179,3.025101,5.413123,7026.444,844.557,4010.785,9563.981,28.772,-10317.919,-2002.822,5.623
