company_id,company_name,plan_id,plan_name,portfolio_id,portfolio_origin_scenario_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
POSCO_KR,POSCO,P1,지연·현물조달,PORT-DE64C6FAC717,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,184.421263,-15.684721,0.592494,-2892.596,-2783.328,0.0,258.803,3151.399,212.94
POSCO_KR,POSCO,P2,지연·부분헤지,PORT-39601EAF8865,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,193.924259,-12.730225,1.819172,-2468.699,-2115.918,0.0,846.418,3315.117,525.678
POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-AD0B41B0F73F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,208.174258,-10.813795,0.76689,-2251.154,-2091.507,0.0,1309.221,3560.374,1279.173
POSCO_KR,POSCO,P4,균형형 전환,PORT-DDCBA267CA97,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,246.746291,-12.808147,0.428532,-3160.363,-3054.624,0.0,1042.059,4202.422,2008.27
POSCO_KR,POSCO,P5,조기 계약형 전환,PORT-C07B5FF15869,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,362.346302,-15.515709,-0.089571,-5622.06,-5654.515,0.0,501.895,6123.955,4304.924
POSCO_KR,POSCO,P6,조기 고헤지,PORT-73B2FF1A66A0,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,579.10271,-19.703131,-0.336708,-11410.137,-11605.125,0.0,-1891.985,9518.151,9590.967
POSCO_KR,POSCO,P7,완전 수소·계약형,PORT-47C5D429DB2E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,627.899166,-21.812003,-0.128681,-13695.739,-13776.538,0.0,-3442.879,10252.86,11817.298
POSCO_KR,POSCO,CURRENT,POSCO 공시전략 프록시,PORT-69189DCC5A53,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,285.318325,-9.109848,1.004604,-2599.207,-2312.575,0.0,2229.586,4828.793,1319.503
NIPPON_STEEL_JP,Nippon Steel,P1,지연·현물조달,PORT-7DCD4991144C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,313.643967,-13.946,1.068606,-4374.079,-4038.917,0.0,799.072,5173.151,340.679
NIPPON_STEEL_JP,Nippon Steel,P2,지연·부분헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-11.278742,1.388225,-4127.67,-3619.623,0.0,1946.878,6074.547,891.026
NIPPON_STEEL_JP,Nippon Steel,P3,균형형 라이트헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-12.10481,0.722316,-4429.985,-4165.64,0.0,1644.562,6074.547,1215.5
NIPPON_STEEL_JP,Nippon Steel,P4,균형형 전환,PORT-DF77606A395F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,431.518975,-12.106624,0.269257,-5224.238,-5108.049,0.0,1858.977,7083.215,3363.882
NIPPON_STEEL_JP,Nippon Steel,P5,조기 계약형 전환,PORT-C942BD99A66C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,536.918941,-15.902282,-0.110073,-8538.236,-8597.337,0.0,296.965,8835.201,7173.148
NIPPON_STEEL_JP,Nippon Steel,P6,조기 고헤지,PORT-7C945F726D00,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,498.719413,-25.404397,-0.414772,-12669.666,-12876.52,0.0,-4511.194,8158.472,13775.862
NIPPON_STEEL_JP,Nippon Steel,P7,완전 수소·계약형,PORT-2ECB61BA4654,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,663.14981,-29.652161,-0.213756,-19663.825,-19805.577,0.0,-8880.002,10783.823,21597.122
NIPPON_STEEL_JP,Nippon Steel,CURRENT,Nippon Steel 공시전략 프록시,PORT-FFBF1A00D2CE,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,333.598962,-11.271726,1.145904,-3760.236,-3377.964,0.0,1657.493,5417.729,1329.233
JFE_STEEL_JP,JFE Steel,P1,지연·현물조달,PORT-9D97003767D5,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,263.895884,-13.404092,0.721964,-3537.285,-3346.761,0.0,818.336,4355.621,251.02
JFE_STEEL_JP,JFE Steel,P2,지연·부분헤지,PORT-25A7E18292F6,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,310.220867,-11.777395,1.459378,-3653.594,-3200.864,0.0,1500.135,5153.728,561.903
JFE_STEEL_JP,JFE Steel,P3,균형형 라이트헤지,PORT-CCD4397FA6D4,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,281.895878,-10.345924,1.515165,-2916.473,-2489.354,0.0,1745.303,4661.776,1442.459
JFE_STEEL_JP,JFE Steel,P4,균형형 전환,PORT-2883A9539B06,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,367.500849,-12.294523,0.581652,-4518.247,-4304.49,0.0,1510.672,6028.919,3253.326
JFE_STEEL_JP,JFE Steel,P5,조기 계약형 전환,PORT-2883A9539B06,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,367.500849,-15.559961,0.092265,-5718.299,-5684.391,0.0,310.621,6028.919,4598.41
JFE_STEEL_JP,JFE Steel,P6,조기 고헤지,PORT-576B945395C2,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,417.556839,-25.88629,-0.581034,-10808.997,-11051.612,0.0,-4003.992,6805.006,11893.251
JFE_STEEL_JP,JFE Steel,P7,완전 수소·계약형,PORT-B91429E42CEB,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,445.512827,-29.795339,-0.216233,-13274.206,-13370.54,0.0,-6059.599,7214.607,14488.781
JFE_STEEL_JP,JFE Steel,CURRENT,JFE Steel 공시전략 프록시,PORT-D228BC8B7EB8,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,384.280845,-12.357649,1.170224,-4748.808,-4299.113,0.0,1434.739,6183.546,1142.45
KOBE_STEEL_JP,Kobe Steel,P1,지연·현물조달,PORT-3DA05887C62D,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,93.541093,-14.045075,0.878808,-1313.792,-1231.587,0.0,213.006,1526.797,84.371
KOBE_STEEL_JP,Kobe Steel,P2,지연·부분헤지,PORT-8384667F6B8E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,96.451092,-11.338362,1.267067,-1093.598,-971.388,0.0,483.334,1576.93,189.571
KOBE_STEEL_JP,Kobe Steel,P3,균형형 라이트헤지,PORT-8384667F6B8E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,96.451092,-12.114314,0.910867,-1168.439,-1080.585,0.0,408.492,1576.93,267.918
KOBE_STEEL_JP,Kobe Steel,P4,균형형 전환,PORT-8A59F01B884D,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,114.781594,-13.467839,-0.039414,-1545.86,-1550.384,0.0,292.09,1837.95,1147.125
KOBE_STEEL_JP,Kobe Steel,P5,조기 계약형 전환,PORT-0095E30DB97C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,118.419093,-18.031409,-0.167885,-2135.263,-2155.143,0.0,-234.645,1900.618,2104.803
KOBE_STEEL_JP,Kobe Steel,P6,조기 고헤지,PORT-6AF097B8F6F8,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,124.953456,-23.256944,-0.516085,-2906.036,-2970.522,0.0,-893.622,2012.414,2903.003
KOBE_STEEL_JP,Kobe Steel,P7,완전 수소·계약형,PORT-F194BB679477,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,131.48782,-26.09473,-0.188435,-3431.139,-3455.916,0.0,-1309.874,2121.265,3454.531
