company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,8.186292,-1.924989,2307.682,1765.036,0.0,-2354.094,-4661.776,-880.396
JFE_STEEL_JP,JFE Steel,CAND-A735954AF09420,P3,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,10.364877,-1.042565,2921.816,2627.921,0.0,-1739.961,-4661.776,-1464.77
JFE_STEEL_JP,JFE Steel,CAND-E72109958C3B57,P2,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,8.88529,-1.703287,2855.807,2308.356,0.0,-2486.708,-5342.515,-946.686
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,9.627402,-1.350003,3159.914,2716.815,0.0,-2299.969,-5459.883,-2020.197
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,7.215077,-2.503101,2368.139,1546.569,0.0,-3091.745,-5459.883,-1198.03
JFE_STEEL_JP,JFE Steel,CAND-FC0AA3F9FE37C6,P3,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,10.754972,-0.906484,3456.738,3165.386,0.0,-1885.777,-5342.515,-1509.1
JFE_STEEL_JP,JFE Steel,CAND-FCDB7C1BD7991A,P1,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,5.539651,-3.56971,1818.229,646.576,0.0,-3641.654,-5459.883,-651.236
KOBE_STEEL_JP,Kobe Steel,CAND-0E9003448A63C3,P7,PORT-F194BB679477,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,131.48782,26.084118,0.161714,3429.744,3451.008,0.0,1308.479,-2121.265,-3453.763
KOBE_STEEL_JP,Kobe Steel,CAND-314B41E5534D98,P3,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,8.894823,-1.557418,936.635,772.637,0.0,-782.084,-1718.719,-901.592
KOBE_STEEL_JP,Kobe Steel,CAND-4D158AE8BC3521,P3,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,10.349048,-1.039896,1059.65,953.175,0.0,-608.935,-1668.585,-699.704
