company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_id,scenario_feasible,carbon_budget_feasible,physical_constraints_feasible,common_avoided_emissions_mtco2,candidate_path_count,expected_cost_p50_kkrw_per_tco2_mean,expected_cost_p50_kkrw_per_tco2_std,net_economic_cost_p50_kkrw_per_tco2_common_denominator_mean,net_economic_cost_p50_kkrw_per_tco2_common_denominator_std,tcar_kkrw_per_tco2_mean,tcar_kkrw_per_tco2_std,absolute_npv_p50_bn_krw_mean,absolute_npv_p50_bn_krw_std,absolute_npv_p90_bn_krw_mean,absolute_npv_p90_bn_krw_std,aligned_capex_bn_krw_mean,aligned_capex_bn_krw_std,net_cash_cost_after_support_p50_bn_krw_mean,net_cash_cost_after_support_p50_bn_krw_std,avoided_carbon_cost_value_p50_bn_krw_mean,avoided_carbon_cost_value_p50_bn_krw_std,policy_support_value_p50_bn_krw_mean,policy_support_value_p50_bn_krw_std,scenario_regret_p50_kkrw_per_tco2_mean,scenario_regret_p50_kkrw_per_tco2_std,electricity_variance_share_mean,electricity_variance_share_std,hydrogen_variance_share_mean,hydrogen_variance_share_std,capex_variance_share_mean,capex_variance_share_std
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,DISCLOSED_PATH,True,True,True,429.154227,100,63.051989,0.751095,63.051989,0.751095,12.887412,2.070737,27059.027333,322.335482,32589.715,615.617214,27588.0,0.0,42615.319333,322.335482,15556.292,0.0,3869.713333,43.619057,53.769861,0.679493,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,ACCELERATED_15C,True,True,True,429.154227,100,50.339812,0.684549,50.339812,0.684549,13.579671,1.916282,21603.543,293.776948,27431.316667,576.137225,27588.0,0.0,44333.004333,293.777493,22729.461,0.0,5392.038333,70.481198,31.178509,0.067754,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,DISCLOSED_PATH,True,True,True,429.154227,100,65.008037,0.928253,65.008037,0.928253,16.051967,2.535461,27898.474333,398.363671,34787.243333,754.310555,27588.0,0.0,43454.766,398.363116,15556.292,0.0,3013.685,29.105822,55.72591,0.858013,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,ACCELERATED_15C,True,True,True,429.154227,100,53.19201,0.790265,53.19201,0.790265,17.179686,2.352977,22827.576333,339.145137,30200.311,716.494971,27588.0,0.0,45557.037333,339.145137,22729.461,0.0,4147.998333,48.746994,34.030707,0.161038,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,DISCLOSED_PATH,True,True,True,429.154227,100,66.376463,1.079549,66.376463,1.079549,18.44839,2.928124,28485.74,463.293162,36402.944333,871.387559,27588.0,0.0,44042.031333,463.29302,15556.292,0.0,2448.257,29.050434,57.094336,1.009353,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,ACCELERATED_15C,True,True,True,429.154227,100,55.194382,0.847092,55.194382,0.847092,19.934176,2.67531,23686.902333,363.532695,32241.738333,831.508522,27588.0,0.0,46416.363667,363.533252,22729.461,0.0,3319.222,40.136459,36.033078,0.216177,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,DISCLOSED_PATH,True,True,True,430.20423,100,67.297988,0.237688,67.297988,0.237688,12.702243,1.104289,28951.879,102.254184,34416.438,573.678852,26602.0,0.0,44549.816,102.254184,15597.937,0.0,3953.754333,17.716023,58.015861,0.326038,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,ACCELERATED_15C,True,True,True,430.20423,100,54.558362,0.076725,54.558362,0.076725,13.48174,1.215968,23471.238,33.007119,29271.14,553.38997,26602.0,0.0,46254.699333,33.007582,22783.461,0.0,5510.854333,51.4228,35.397058,0.647223,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,DISCLOSED_PATH,True,True,True,430.20423,100,69.526948,0.288619,69.526948,0.288619,15.810487,1.361673,29910.787,124.16492,36712.525667,706.635243,26602.0,0.0,45508.724,124.16492,15597.937,0.0,2993.858,3.723231,60.244821,0.375594,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,ACCELERATED_15C,True,True,True,430.20423,100,57.774718,0.102033,57.774718,0.102033,17.137803,1.572783,24854.927667,43.895013,32227.683333,718.369967,26602.0,0.0,47638.389667,43.895013,22783.461,0.0,4127.166333,12.033513,38.613414,0.64219,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,DISCLOSED_PATH,True,True,True,430.20423,100,71.096157,0.320065,71.096157,0.320065,18.195505,1.484291,30585.867333,137.693502,38413.650333,775.156552,26602.0,0.0,46183.804,137.693372,15597.937,0.0,2367.491667,17.28439,61.814029,0.402353,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,ACCELERATED_15C,True,True,True,430.20423,100,59.993067,0.090757,59.993067,0.090757,20.03052,1.836046,25809.271,39.044421,34426.485667,824.062466,26602.0,0.0,48592.732667,39.044366,22783.461,0.0,3208.364333,24.451702,40.831763,0.652839,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-1205E8D72A4654,P3,PORT-A620DB8F058C,DISCLOSED_PATH,True,True,True,434.951232,100,77.493343,0.284447,77.493343,0.284447,14.198601,0.818656,33705.824667,123.720415,39881.523667,449.695645,26602.0,0.0,49478.429333,123.720676,15772.604,0.0,4335.468333,10.277528,68.211215,0.387368,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-1205E8D72A4654,P3,PORT-A620DB8F058C,ACCELERATED_15C,True,True,True,434.951232,100,65.357798,0.140955,65.357798,0.140955,15.116547,0.799064,28427.455,61.308862,35002.415333,394.340881,26602.0,0.0,51467.122333,61.308623,23039.667,0.0,6072.099333,15.421702,46.196495,0.729506,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0CC63FAC54D3C0,P2,PORT-A620DB8F058C,DISCLOSED_PATH,True,True,True,434.951232,100,80.1506,0.355137,80.1506,0.355137,17.747901,0.963858,34861.602,154.466984,42581.073667,533.680452,26602.0,0.0,50634.206667,154.467249,15772.604,0.0,3198.926667,19.272321,70.868472,0.45808,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0CC63FAC54D3C0,P2,PORT-A620DB8F058C,ACCELERATED_15C,True,True,True,434.951232,100,69.262864,0.147175,69.262864,0.147175,19.201135,0.99969,30125.968333,64.013761,38477.525667,472.993423,26602.0,0.0,53165.635333,64.013761,23039.667,0.0,4414.034,17.036263,50.101561,0.750159,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-F5CF3CBE63EF2D,P1,PORT-A620DB8F058C,DISCLOSED_PATH,True,True,True,434.951232,100,82.012643,0.4195,82.012643,0.4195,20.475067,1.087673,35671.5,182.46239,44577.155667,601.170677,26602.0,0.0,51444.104333,182.462111,15772.604,0.0,2437.11,31.672602,72.730516,0.522485,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-F5CF3CBE63EF2D,P1,PORT-A620DB8F058C,ACCELERATED_15C,True,True,True,434.951232,100,71.95188,0.1817,71.95188,0.1817,22.387871,1.174197,31295.559,79.030788,41033.191,545.289241,26602.0,0.0,54335.226,79.030788,23039.667,0.0,3303.807,43.145712,52.790576,0.790984,0.0,0.0,0.0,0.0,0.0,0.0
