company_id,company_name,scenario_id,plan_id,portfolio_id,is_scenario_feasible,is_frontier_eligible,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,DISCLOSED_PATH,P1,PORT-DE64C6FAC717,True,True,True,11.899885,9.006561
POSCO_KR,POSCO,DISCLOSED_PATH,P2,PORT-39601EAF8865,True,True,False,60.379002,17.945629
POSCO_KR,POSCO,DISCLOSED_PATH,P3,PORT-AD0B41B0F73F,True,True,False,121.87818,24.721946
POSCO_KR,POSCO,DISCLOSED_PATH,P4,PORT-DDCBA267CA97,True,True,False,118.342941,16.149738
POSCO_KR,POSCO,DISCLOSED_PATH,P5,PORT-C07B5FF15869,True,True,False,124.001191,9.892986
POSCO_KR,POSCO,DISCLOSED_PATH,P6,PORT-73B2FF1A66A0,False,False,False,129.075504,3.990534
POSCO_KR,POSCO,DISCLOSED_PATH,P7,PORT-47C5D429DB2E,False,False,False,127.524541,1.273517
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,PORT-69189DCC5A53,True,False,False,127.241076,29.186336
POSCO_KR,POSCO,ACCELERATED_15C,P1,PORT-DE64C6FAC717,False,False,False,-3.760903,9.724218
POSCO_KR,POSCO,ACCELERATED_15C,P2,PORT-39601EAF8865,False,False,False,47.458471,20.006421
POSCO_KR,POSCO,ACCELERATED_15C,P3,PORT-AD0B41B0F73F,False,False,False,110.949197,25.606214
POSCO_KR,POSCO,ACCELERATED_15C,P4,PORT-DDCBA267CA97,False,False,False,105.656554,16.677449
POSCO_KR,POSCO,ACCELERATED_15C,P5,PORT-C07B5FF15869,False,False,False,108.513928,9.689697
POSCO_KR,POSCO,ACCELERATED_15C,P6,PORT-73B2FF1A66A0,True,True,True,109.444073,3.72137
POSCO_KR,POSCO,ACCELERATED_15C,P7,PORT-47C5D429DB2E,False,False,False,105.713614,1.136305
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,PORT-69189DCC5A53,False,False,False,117.936276,31.446005
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,PORT-7DCD4991144C,True,True,True,22.649328,10.389668
