company_id,company_name,country_code,scenario_id,portfolio_origin_scenario_id,portfolio_id,scenario_feasible,carbon_budget_feasible,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,avoided_emissions_mtco2,plan_order,expected_cost_p50_kkrw_per_tco2_mean,expected_cost_p50_kkrw_per_tco2_std,expected_cost_p50_kkrw_per_tco2_min,expected_cost_p50_kkrw_per_tco2_max,expected_cost_p50_bn_krw_mean,expected_cost_p50_bn_krw_std,expected_cost_p50_bn_krw_min,expected_cost_p50_bn_krw_max,absolute_npv_p50_bn_krw_mean,absolute_npv_p50_bn_krw_std,absolute_npv_p50_bn_krw_min,absolute_npv_p50_bn_krw_max,absolute_npv_p90_bn_krw_mean,absolute_npv_p90_bn_krw_std,absolute_npv_p90_bn_krw_min,absolute_npv_p90_bn_krw_max,net_economic_cost_p50_kkrw_per_tco2_common_denominator_mean,net_economic_cost_p50_kkrw_per_tco2_common_denominator_std,net_economic_cost_p50_kkrw_per_tco2_common_denominator_min,net_economic_cost_p50_kkrw_per_tco2_common_denominator_max,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_mean,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_std,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_min,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator_max,cash_cost_before_support_p50_bn_krw_mean,cash_cost_before_support_p50_bn_krw_std,cash_cost_before_support_p50_bn_krw_min,cash_cost_before_support_p50_bn_krw_max,net_cash_cost_after_support_p50_bn_krw_mean,net_cash_cost_after_support_p50_bn_krw_std,net_cash_cost_after_support_p50_bn_krw_min,net_cash_cost_after_support_p50_bn_krw_max,net_cash_cost_after_support_p90_bn_krw_mean,net_cash_cost_after_support_p90_bn_krw_std,net_cash_cost_after_support_p90_bn_krw_min,net_cash_cost_after_support_p90_bn_krw_max,avoided_carbon_cost_value_p50_bn_krw_mean,avoided_carbon_cost_value_p50_bn_krw_std,avoided_carbon_cost_value_p50_bn_krw_min,avoided_carbon_cost_value_p50_bn_krw_max,policy_support_value_p50_bn_krw_mean,policy_support_value_p50_bn_krw_std,policy_support_value_p50_bn_krw_min,policy_support_value_p50_bn_krw_max,cash_policy_p50_nonadditivity_bn_krw_mean,cash_policy_p50_nonadditivity_bn_krw_std,cash_policy_p50_nonadditivity_bn_krw_min,cash_policy_p50_nonadditivity_bn_krw_max,economic_cost_p50_identity_delta_bn_krw_mean,economic_cost_p50_identity_delta_bn_krw_std,economic_cost_p50_identity_delta_bn_krw_min,economic_cost_p50_identity_delta_bn_krw_max,tcar_kkrw_per_tco2_mean,tcar_kkrw_per_tco2_std,tcar_kkrw_per_tco2_min,tcar_kkrw_per_tco2_max,gross_cost_p50_kkrw_per_tco2_mean,gross_cost_p50_kkrw_per_tco2_std,gross_cost_p50_kkrw_per_tco2_min,gross_cost_p50_kkrw_per_tco2_max,policy_support_dependence_kkrw_per_tco2_mean,policy_support_dependence_kkrw_per_tco2_std,policy_support_dependence_kkrw_per_tco2_min,policy_support_dependence_kkrw_per_tco2_max,policy_uncertainty_exposure_kkrw_per_tco2_mean,policy_uncertainty_exposure_kkrw_per_tco2_std,policy_uncertainty_exposure_kkrw_per_tco2_min,policy_uncertainty_exposure_kkrw_per_tco2_max,flexibility_value_kkrw_per_tco2_mean,flexibility_value_kkrw_per_tco2_std,flexibility_value_kkrw_per_tco2_min,flexibility_value_kkrw_per_tco2_max,electricity_variance_share_mean,electricity_variance_share_std,electricity_variance_share_min,electricity_variance_share_max,hydrogen_variance_share_mean,hydrogen_variance_share_std,hydrogen_variance_share_min,hydrogen_variance_share_max,capex_variance_share_mean,capex_variance_share_std,capex_variance_share_min,capex_variance_share_max,p90_net_cost_bn_krw_mean,p90_net_cost_bn_krw_std,p90_net_cost_bn_krw_min,p90_net_cost_bn_krw_max,p90_cost_to_ebitda_x_mean,p90_cost_to_ebitda_x_std,p90_cost_to_ebitda_x_min,p90_cost_to_ebitda_x_max,p90_cost_to_annual_capex_x_mean,p90_cost_to_annual_capex_x_std,p90_cost_to_annual_capex_x_min,p90_cost_to_annual_capex_x_max,capex_cost_p50_bn_krw_mean,capex_cost_p50_bn_krw_std,capex_cost_p50_bn_krw_min,capex_cost_p50_bn_krw_max,fixed_opex_cost_p50_bn_krw_mean,fixed_opex_cost_p50_bn_krw_std,fixed_opex_cost_p50_bn_krw_min,fixed_opex_cost_p50_bn_krw_max,electricity_cost_p50_bn_krw_mean,electricity_cost_p50_bn_krw_std,electricity_cost_p50_bn_krw_min,electricity_cost_p50_bn_krw_max,hydrogen_cost_p50_bn_krw_mean,hydrogen_cost_p50_bn_krw_std,hydrogen_cost_p50_bn_krw_min,hydrogen_cost_p50_bn_krw_max,contract_premium_p50_bn_krw_mean,contract_premium_p50_bn_krw_std,contract_premium_p50_bn_krw_min,contract_premium_p50_bn_krw_max,carbon_value_p50_bn_krw_mean,carbon_value_p50_bn_krw_std,carbon_value_p50_bn_krw_min,carbon_value_p50_bn_krw_max,policy_support_p50_bn_krw_mean,policy_support_p50_bn_krw_std,policy_support_p50_bn_krw_min,policy_support_p50_bn_krw_max,component_reconciliation_p50_bn_krw_mean,component_reconciliation_p50_bn_krw_std,component_reconciliation_p50_bn_krw_min,component_reconciliation_p50_bn_krw_max,frontier_frequency_pct
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DE64C6FAC717,True,True,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,,0.0,2.0275124185786808e-05,184.421263,184.421263,P1,지연·현물조달,False,15748.0,2035,5768.0,184.421263,0,11.37671,0.182301,11.172668,11.523551,2098.107,33.620521,2060.477,2125.188,2098.107,33.620521,2060.477,2125.188,3775.206333,163.53266,3601.93,3926.84,11.37671,0.182301,11.172668,11.523551,47.498955,0.182301,47.294913,47.645796,9397.720667,48.427357,9343.135,9435.526,8759.817333,33.619961,8722.188,8786.898,10436.916333,163.53266,10263.64,10588.55,6661.71,0.0,6661.71,6661.71,633.169333,3.148989,629.559,635.349,-4.734,22.369288,-30.559,8.611,0.0,0.0,-0.0,-0.0,9.09385,0.707369,8.358325,9.769221,14.835657,0.262591,14.539674,15.040652,3.458948,0.129259,3.367007,3.606742,15.587531,0.08635,15.519654,15.684721,0.0,0.0,0.0,0.0,0.559967,0.011152,0.547118,0.567132,0.0,0.0,0.0,0.0,0.440033,0.011152,0.432868,0.452882,3775.206333,163.53266,3601.93,3926.84,0.892484,0.03866,0.85152,0.928331,1.597012,0.069178,1.523712,1.661157,5032.283667,605.16159,4670.635,5730.919,715.17,0.0,715.17,715.17,3652.851667,530.865672,3044.346,4021.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6661.71,0.0,-6661.71,-6661.71,-640.651,73.239759,-723.124,-583.206,0.162,4.069103,-4.491,3.054,100.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-39601EAF8865,True,True,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,,0.0,2.0275124185786808e-05,193.924259,193.924259,P2,지연·부분헤지,False,19250.0,2037,9270.0,193.924259,1,59.482687,0.279549,59.179287,59.729828,11535.136,54.211705,11476.299,11583.063,11535.136,54.211705,11476.299,11583.063,15059.037,113.738154,14977.92,15189.046,59.482687,0.279549,59.179287,59.729828,95.593701,0.279549,95.290301,95.840842,19950.901667,38.880059,19918.526,19994.025,18537.937667,54.211263,18479.101,18585.864,22061.838667,113.738511,21980.721,22191.848,7002.802,0.0,7002.802,7002.802,1397.321333,9.891157,1385.94,1403.839,-15.642667,18.71115,-37.24,-4.321,0.0,0.0,-0.0,-0.0,18.171533,0.862035,17.506098,19.145345,66.768851,0.200489,66.601903,66.991221,7.286165,0.125907,7.174485,7.422616,12.807035,0.079527,12.730225,12.889026,48.196242,0.499432,47.756001,48.738967,0.849508,0.008404,0.840175,0.856475,0.005939,0.000318,0.005734,0.006306,0.144552,0.008093,0.137791,0.153519,15059.037,113.738154,14977.92,15189.046,3.560056,0.026889,3.540879,3.590791,6.370372,0.048114,6.336057,6.425369,7560.233667,1472.848504,5926.096,8785.32,844.557,0.0,844.557,844.557,3209.900667,371.523779,2968.506,3637.724,8455.119333,878.598443,7631.63,9380.025,27.223,0.0,27.223,27.223,-7002.802,0.0,-7002.802,-7002.802,-1563.955,256.695086,-1780.871,-1280.56,4.858667,8.074737,-1.942,13.783,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-AD0B41B0F73F,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,,0.0,2.0275124185786808e-05,208.174258,208.174258,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,208.174258,2,121.044544,0.201152,120.918061,121.276497,25198.358333,41.87463,25172.028,25246.645,25198.358333,41.87463,25172.028,25246.645,30334.833,205.2609,30118.103,30526.283,121.044544,0.201152,120.918061,121.276497,157.161212,0.201152,157.034729,157.393165,35899.19,58.860743,35835.945,35952.368,32716.918667,41.874367,32690.588,32765.205,37853.394,205.2609,37636.664,38044.844,7518.561,0.0,7518.561,7518.561,3216.894667,21.018405,3193.85,3235.011,34.623333,40.315745,6.687,80.841,0.0,0.0,0.0,0.0,24.67392,1.17613,23.400869,25.720065,136.331118,0.282747,136.02731,136.586566,15.286574,0.187697,15.088235,15.461417,11.100038,0.316653,10.813795,11.440182,109.53762,0.103409,109.466961,109.656309,0.917341,0.003589,0.913203,0.919603,0.010476,0.000584,0.009996,0.011127,0.072183,0.00304,0.070092,0.07567,30334.833,205.2609,30118.103,30526.283,7.171355,0.048525,7.120119,7.216615,12.832439,0.086831,12.740756,12.913427,8429.572,285.390777,8101.064,8616.404,1049.735,0.0,1049.735,1049.735,3204.923333,71.336862,3162.135,3287.275,23075.266667,208.677968,22926.328,23313.777,144.045,0.0,144.045,144.045,-7518.561,0.0,-7518.561,-7518.561,-3175.047,38.327837,-3199.678,-3130.888,-11.575667,16.883181,-30.919,0.198,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DDCBA267CA97,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,,0.0,2.0275124185786808e-05,246.746291,246.746291,P4,균형형 전환,False,22752.0,2034,9270.0,246.746291,3,117.739942,0.21072,117.5403,117.960221,29051.894,51.994342,29002.633,29106.247,29051.894,51.994342,29002.633,29106.247,33169.828,267.277205,32870.403,33384.314,117.739942,0.21072,117.5403,117.960221,153.954979,0.21072,153.755337,154.175258,42688.961,42.618827,42642.072,42725.345,37987.82,51.994342,37938.559,38042.173,42105.754,267.277205,41806.329,42320.24,8935.926,0.0,8935.926,8935.926,4721.101667,9.477887,4714.957,4732.017,19.960667,35.591614,-10.6,59.038,0.0,0.0,-0.0,-0.0,16.688939,1.253679,15.255166,17.578833,136.792473,0.172724,136.602443,136.939928,19.05253,0.173099,18.874825,19.220622,12.795264,0.068556,12.72118,12.856464,106.398401,0.130999,106.254411,106.510531,0.921338,0.003311,0.9177,0.924174,0.011157,0.000852,0.010328,0.01203,0.067505,0.002778,0.064714,0.07027,33169.828,267.277205,32870.403,33384.314,7.841567,0.063186,7.770781,7.892273,14.031717,0.113065,13.905052,14.12245,9347.431,736.315229,8610.781,10083.411,1264.538,0.0,1264.538,1264.538,3829.600333,57.335199,3766.535,3878.58,27909.884333,585.199906,27299.375,28465.973,378.938,0.0,378.938,378.938,-8935.926,0.0,-8935.926,-8935.926,-4740.394333,79.283275,-4817.089,-4658.754,-2.178,9.556163,-12.056,7.02,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C07B5FF15869,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.3400000000000003,,0.0,2.0275124185786808e-05,362.346302,362.346302,P5,조기 계약형 전환,False,27562.0,2034,9270.0,362.346302,4,123.906194,0.150677,123.768006,124.066839,44896.951,54.597178,44846.879,44955.16,44896.951,54.597178,44846.879,44955.16,48609.891667,270.052161,48382.09,48908.205,123.906194,0.150677,123.768006,124.066839,160.194183,0.150676,160.055996,160.354828,67875.674333,47.369445,67847.765,67930.368,58045.77,54.597178,57995.698,58103.979,61758.710667,270.052161,61530.909,62057.024,13148.819,0.0,13148.819,13148.819,9850.071667,14.318462,9834.206,9862.033,20.167333,17.755321,0.784,35.644,0.0,0.0,0.0,0.0,10.246941,0.818993,9.457611,11.092681,151.034674,0.130729,150.95765,151.185616,27.12848,0.060009,27.073913,27.192749,15.500797,0.01297,15.492141,15.515709,112.581357,0.279167,112.388239,112.901441,0.921332,0.005469,0.915167,0.925599,0.012506,0.001196,0.011218,0.013582,0.066162,0.004428,0.063182,0.071251,48609.891667,270.052161,48382.09,48908.205,11.4917,0.063843,11.437846,11.562224,20.563273,0.114239,20.466907,20.689468,12109.7,218.245951,11860.046,12264.292,1735.149,0.0,1735.149,1735.149,6202.876667,43.908625,6161.81,6249.161,46752.836333,165.071743,46597.066,46925.855,1058.081,0.0,1058.081,1058.081,-13148.819,0.0,-13148.819,-13148.819,-9817.6,11.954764,-9826.561,-9804.026,4.727,7.563758,-0.699,13.367,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-73B2FF1A66A0,False,True,False,False,True,True,2028,0.0,0.3371646534999999,0.6234470549999998,3,3,0.5704843279999999,0.65,2.98,,0.0,2.0275124185786808e-05,579.10271,579.10271,P6,조기 고헤지,False,32892.0,2033,9270.0,579.10271,5,129.067513,0.214451,128.873159,129.297578,74743.346333,124.189685,74630.795,74876.578,74743.346333,124.189685,74630.795,74876.578,77095.160333,307.364595,76888.287,77448.348,129.067513,0.214451,128.873159,129.297578,165.363401,0.214451,165.169047,165.593466,117250.040667,159.448976,117106.016,117421.384,95762.393333,124.189685,95649.842,95895.625,98114.207333,307.364595,97907.334,98467.395,21019.047,0.0,21019.047,21019.047,21488.294667,36.203557,21456.288,21527.587,0.647667,1.024651,0.0,1.829,0.0,0.0,-0.0,-0.0,4.061135,0.618512,3.473838,4.706734,166.172584,0.275338,165.923881,166.468461,37.105071,0.060894,37.050723,37.170882,19.693683,0.00834,19.687342,19.703131,117.866695,0.338022,117.535979,118.211578,0.933652,0.006171,0.929319,0.940718,0.015654,0.001784,0.013597,0.016768,0.050694,0.004396,0.045685,0.053913,77095.160333,307.364595,76888.287,77448.348,18.225806,0.072663,18.1769,18.309302,32.613297,0.130024,32.525784,32.762705,18431.181,79.498403,18340.116,18486.732,2750.76,0.0,2750.76,2750.76,10523.220333,31.408995,10494.168,10556.548,82232.134,205.687985,82057.56,82458.886,3314.697,0.0,3314.697,3314.697,-21019.047,0.0,-21019.047,-21019.047,-21487.698667,35.924357,-21525.711,-21454.31,-1.900333,3.780204,-6.265,0.329,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-47C5D429DB2E,False,True,False,False,True,True,2028,0.0,0.5371646534999999,2.2234470549999994,3,3,0.5704843279999999,0.65,2.98,,0.0,2.0275124185786808e-05,627.899166,627.899166,P7,완전 수소·계약형,False,32892.0,2032,9270.0,627.899166,6,127.554011,0.037474,127.530109,127.5972,80091.057333,23.530112,80076.049,80118.176,80091.057333,23.530112,80076.049,80118.176,80848.017667,74.101342,80792.1,80932.065,127.554011,0.037474,127.530109,127.5972,163.865599,0.037474,163.841698,163.908788,129058.357,32.284559,129037.305,129095.527,102891.073333,23.530112,102876.065,102918.192,103648.033667,74.101342,103592.116,103732.081,22800.016,0.0,22800.016,22800.016,26167.456667,9.702829,26161.08,26178.623,0.172667,0.991037,-0.61,1.287,0.0,0.0,0.0,0.0,1.205545,0.133115,1.117556,1.358686,169.228352,0.051416,169.194824,169.287549,41.674341,0.013958,41.664715,41.690349,21.810665,0.003752,21.806427,21.813564,116.373675,0.347135,116.146626,116.773275,0.915101,0.008702,0.908157,0.924863,0.019549,0.002194,0.017016,0.020864,0.065349,0.006607,0.05812,0.071075,80848.017667,74.101342,80792.1,80932.065,19.113007,0.017518,19.099787,19.132876,34.200856,0.031347,34.177201,34.23641,18608.482,293.128097,18364.965,18933.83,3034.098,0.0,3034.098,3034.098,11581.163,0.0,11581.163,11581.163,90646.014,316.733044,90286.639,90884.498,5186.363,0.0,5186.363,5186.363,-22800.016,0.0,-22800.016,-22800.016,-26166.102,16.874295,-26178.643,-26146.917,1.054333,0.536211,0.621,1.654,0.0
POSCO_KR,POSCO,KR,DISCLOSED_PATH,DISCLOSED_PATH,PORT-69189DCC5A53,True,True,True,True,True,True,,0.0,0.0,0.0,3,3,0.4113003519999999,0.65,1.7000000000000002,,0.0,2.0275124185786808e-05,285.318325,285.318325,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,285.318325,7,126.32339,0.74894,125.727367,127.16406,36042.378,213.686501,35872.322,36282.237,36042.378,213.686501,35872.322,36282.237,44401.592667,813.073183,43618.81,45241.901,126.32339,0.74894,125.727367,127.16406,162.612553,0.748941,162.01653,163.453224,49700.745,203.969569,49581.995,49936.266,46396.341333,213.686338,46226.285,46636.2,54755.555667,813.073183,53972.773,55595.864,10353.963,0.0,10353.963,10353.963,3288.741333,16.850542,3269.419,3300.384,-15.662,67.407352,-88.27,44.928,0.0,0.0,0.0,0.0,29.297853,3.562892,25.713642,32.839036,137.904853,0.714883,137.488652,138.730319,11.581463,0.179639,11.40991,11.768221,9.098048,0.481432,8.610825,9.573472,115.233713,0.487779,114.854939,115.784107,0.940566,0.003086,0.938018,0.943997,0.012216,0.001124,0.010973,0.01316,0.047218,0.001962,0.04503,0.048822,44401.592667,813.073183,43618.81,45241.901,10.49683,0.192216,10.311775,10.695485,18.783051,0.343952,18.451913,19.138524,9959.07,647.271809,9252.288,10522.949,1491.155,0.0,1491.155,1491.155,4613.886,78.131432,4544.511,4698.522,33532.786667,327.636759,33343.557,33911.109,122.961,0.0,122.961,122.961,-10353.963,0.0,-10353.963,-10353.963,-3298.652333,136.951116,-3424.342,-3152.698,-24.864667,31.51264,-58.954,3.202,0.0
POSCO_KR,POSCO,KR,ACCELERATED_15C,DISCLOSED_PATH,PORT-DE64C6FAC717,False,False,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74,2030,16.324744844999994,-16.324744844999994,184.421263,184.421263,P1,지연·현물조달,False,15748.0,2035,5768.0,184.421263,0,-4.210821,0.119354,-4.346986,-4.124306,-776.565,22.011647,-801.677,-760.61,-776.565,22.011647,-801.677,-760.61,1000.055333,144.046074,855.427,1143.512,-4.210821,0.119354,-4.346986,-4.124306,48.999472,0.119354,48.863307,49.085987,9882.543667,54.467948,9821.322,9925.632,9036.544667,22.011439,9011.433,9052.5,10813.165,144.04607,10668.537,10956.622,9813.109,0.0,9813.109,9813.109,845.366,4.106515,840.671,848.289,-0.633,31.21349,-31.641,30.782,0.0,0.0,-0.0,-0.0,9.63349,0.691637,8.985428,10.361715,0.376499,0.295345,0.044533,0.610138,4.58732,0.19017,4.391519,4.771308,15.587531,0.08635,15.519654,15.684721,0.0,0.0,0.0,0.0,0.645963,0.010319,0.634091,0.652777,0.0,0.0,0.0,0.0,0.354037,0.010319,0.347223,0.365909,1000.055333,144.046074,855.427,1143.512,0.23642,0.034053,0.202229,0.270334,0.42305,0.060936,0.361868,0.483736,4681.28,480.512473,4273.701,5211.109,715.17,0.0,715.17,715.17,4451.374667,370.459735,4029.278,4722.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9813.109,0.0,-9813.109,-9813.109,-812.015,99.236323,-902.192,-705.698,0.734333,4.390211,-2.632,5.7,0.0
POSCO_KR,POSCO,KR,ACCELERATED_15C,DISCLOSED_PATH,PORT-39601EAF8865,False,False,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002,2030,13.94899577,-13.94899577,193.924259,193.924259,P2,지연·부분헤지,False,19250.0,2037,9270.0,193.924259,1,46.675652,0.240491,46.449062,46.927974,9051.541333,46.637175,9007.6,9100.473,9051.541333,46.637175,9007.6,9100.473,12902.777667,160.446477,12754.526,13073.128,46.675652,0.240491,46.449062,46.927974,99.881575,0.240491,99.654985,100.133897,21276.882333,64.817024,21204.301,21328.991,19369.460333,46.637175,19325.519,19418.392,23220.697,160.447008,23072.445,23391.048,10317.919,0.0,10317.919,10317.919,1918.608333,14.334089,1902.097,1927.863,11.186333,40.090486,-30.788,49.081,0.0,0.0,0.0,0.0,19.859488,1.063665,18.842683,20.964517,56.511565,0.334238,56.137289,56.780269,9.835913,0.140214,9.688227,9.967216,12.807035,0.079527,12.730225,12.889026,0.0,0.0,0.0,0.0,0.894416,0.006044,0.887747,0.899531,0.003858,0.00022,0.003713,0.004112,0.101726,0.005828,0.096757,0.108141,12902.777667,160.446477,12754.526,13073.128,3.050302,0.037931,3.015254,3.090574,5.458217,0.067873,5.395503,5.53028,6567.324333,1332.135079,5541.911,8072.996,844.557,0.0,844.557,844.557,3968.467667,232.176973,3711.49,4163.123,9836.778333,830.332354,8910.588,10514.537,28.772,0.0,28.772,28.772,-10317.919,0.0,-10317.919,-10317.919,-1868.213667,307.295151,-2222.17,-1669.637,-8.224667,11.193847,-20.712,0.909,0.0
