company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_count,feasible_scenario_count,robust_feasible,worst_case_p50_kkrw_per_tco2_mean,worst_case_p50_kkrw_per_tco2_std,worst_case_tcar_kkrw_per_tco2_mean,worst_case_tcar_kkrw_per_tco2_std,maximum_regret_p50_kkrw_per_tco2_mean,maximum_regret_p50_kkrw_per_tco2_std,mean_regret_p50_kkrw_per_tco2_mean,mean_regret_p50_kkrw_per_tco2_std,robust_frontier_frequency_pct,lambda_0_optimal_frequency_pct,lambda_1_optimal_frequency_pct,lambda_4_optimal_frequency_pct
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,2,1,False,114.341835,0.241538,27.477266,1.777482,17.134406,0.201711,10.795079,0.11989,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-0C103CAC9E9685,P1,PORT-48EB0158352D,2,0,False,194.321449,1.529521,53.018307,2.373577,104.115694,1.915309,94.27553,1.782128,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-11566829CB83FF,P1,PORT-7C1FC602A00B,2,1,False,200.060083,1.81468,48.151936,3.031151,109.366046,1.76391,99.770023,1.831959,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-12D758CC621EDD,P3,PORT-04FFFE8075F6,2,1,False,209.385967,1.801312,35.332094,2.124999,112.446657,2.050784,105.97327,1.996625,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-156DBD688B285D,P2,PORT-4FBC33F20EEF,2,0,False,67.418629,0.69577,19.414671,1.967559,-32.778639,0.85792,-37.623047,0.825469,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-1D1CB9506368C0,P2,PORT-0FD37D80B1EA,2,1,False,148.325267,1.675328,32.400123,4.513873,52.040667,2.038259,45.239925,1.825168,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-2384C3F783562D,P2,PORT-04FFFE8075F6,2,1,False,218.476396,2.270637,45.763298,2.782179,126.060688,2.60925,117.3255,2.509717,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-25BA0666383526,P1,PORT-E3494C854A0D,2,1,False,124.87518,1.049172,34.895787,5.586686,28.394952,1.319903,21.692024,1.152675,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-27DEF6B976065D,P3,PORT-408F044D6828,2,0,False,206.645732,1.69103,35.991212,2.180392,109.968233,1.56309,103.36394,1.671882,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-2AFD85912C485D,P5,PORT-844170813924,2,0,False,170.141715,0.651061,12.509732,1.957025,62.495277,0.593683,61.375454,0.594449,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-2DF8CF21E8720D,P1,PORT-9D97003767D5,2,0,False,20.998774,0.113949,10.219936,0.437716,-81.611791,0.333621,-85.24955,0.301646,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-321A1FBBC2D640,P1,PORT-CCD4397FA6D4,2,1,False,117.55431,0.155589,32.234378,2.03258,21.667484,0.263878,14.667856,0.135698,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-3785968E4E1C91,P1,PORT-4FBC33F20EEF,2,0,False,68.959845,0.766174,22.925817,2.062389,-30.506863,0.928824,-35.716551,0.886746,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-3BDAECB8DA1A89,P4,PORT-29DB1A43C5DD,2,0,False,177.66369,0.502783,22.570827,2.288137,76.322779,1.038875,72.050193,0.879623,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-3DE74006E308F9,P2,PORT-7C1FC602A00B,2,1,False,194.475956,1.600619,41.058374,2.637975,101.142999,1.506771,92.866436,1.596665,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-44218B07FC843F,P2,PORT-48EB0158352D,2,0,False,189.072474,1.279405,45.399053,2.273395,96.045773,1.734869,87.616082,1.572301,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-4D77DB7422B451,P2,PORT-3776FB32D8CF,2,0,False,135.002516,0.864718,33.405909,5.527572,37.717819,1.115376,31.417126,0.970849,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-53E6B469D62558,P1,PORT-33091F63E785,2,0,False,22.088066,0.135837,10.286671,0.94797,-80.698574,0.199671,-84.248297,0.151667,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-56A2BE8D3222E8,P5,PORT-29DB1A43C5DD,2,0,False,167.628551,0.162454,13.11478,1.278431,60.903955,0.674205,59.323211,0.52637,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-5B53A6D662B077,P2,PORT-BFE68456F5A9,2,0,False,119.733724,2.189357,29.559473,4.671958,22.760568,2.356998,16.304105,2.336291,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-65F7157232C73A,P1,PORT-04FFFE8075F6,2,1,False,224.757174,2.635181,53.750626,3.33424,135.296924,3.106189,125.078035,2.933117,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-6740F2BE1999AB,P2,PORT-6E49C004BA31,2,0,False,177.485319,0.834202,42.504794,3.831767,83.342342,0.522297,75.470788,0.781643,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-68030B11D579DF,P1,PORT-7BA11C62DF95,2,0,False,172.317421,1.045191,45.180534,6.661235,78.8751,1.340469,70.653219,1.209656,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-74F6415EBB9977,P3,PORT-E123D45B71CC,2,0,False,196.555184,1.923979,34.098956,6.549005,98.828336,2.313113,92.748718,2.123123,0.0,0.0,0.0,0.0
