company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_count,feasible_scenario_count,robust_feasible,worst_case_p50_kkrw_per_tco2_mean,worst_case_p50_kkrw_per_tco2_std,worst_case_tcar_kkrw_per_tco2_mean,worst_case_tcar_kkrw_per_tco2_std,maximum_regret_p50_kkrw_per_tco2_mean,maximum_regret_p50_kkrw_per_tco2_std,mean_regret_p50_kkrw_per_tco2_mean,mean_regret_p50_kkrw_per_tco2_std,robust_frontier_frequency_pct,lambda_0_optimal_frequency_pct,lambda_1_optimal_frequency_pct,lambda_4_optimal_frequency_pct
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,2,1,False,114.392226,1.122994,29.995466,3.4244,17.42032,0.343674,10.942028,0.310978,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-A735954AF09420,P3,PORT-CCD4397FA6D4,2,1,False,109.92849,0.844553,23.385112,2.764392,10.836222,0.093324,5.418111,0.046662,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-E72109958C3B57,P2,PORT-E5F3D5116135,2,1,False,103.515291,0.772014,27.416711,3.140101,5.801453,0.253436,-0.305873,0.137068,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,2,2,True,125.29454,0.654105,26.105586,2.190423,26.882851,0.209072,21.12445,0.094048,100.0,100.0,100.0,100.0
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,2,2,True,130.270667,0.823992,33.568324,2.954815,34.320608,0.374801,27.331392,0.175089,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-FC0AA3F9FE37C6,P3,PORT-E5F3D5116135,2,1,False,99.630404,0.636829,21.504386,2.521996,0.0,0.0,-5.149043,0.15476,0.0,0.0,0.0,0.0
JFE_STEEL_JP,JFE Steel,CAND-FCDB7C1BD7991A,P1,PORT-51A2628EF9C2,2,2,True,133.751079,0.953486,39.401983,3.645403,39.415186,0.568755,31.618888,0.342996,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-0E9003448A63C3,P7,PORT-F194BB679477,2,1,False,151.048075,0.068146,1.441733,0.157905,98.350934,0.198275,49.175467,0.099137,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-314B41E5534D98,P3,PORT-9862FC05DA24,2,2,True,179.501486,1.623761,31.730538,4.33663,126.804345,1.434597,86.198295,1.630787,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-4D158AE8BC3521,P3,PORT-1144EBE63B41,2,2,True,146.735013,1.523842,26.717122,3.279454,94.037872,1.309735,52.866329,1.423499,100.0,100.0,100.0,100.0
KOBE_STEEL_JP,Kobe Steel,CAND-7F0A690E87B72D,P2,PORT-8384667F6B8E,2,1,False,54.458621,0.271956,17.689751,1.344752,1.76148,0.063609,-39.976584,0.202207,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-9DD8DD0C56A40D,P3,PORT-8384667F6B8E,2,1,False,52.697141,0.232319,13.984865,1.111363,0.0,0.0,-42.122195,0.144406,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-B3597FD7767497,P1,PORT-9862FC05DA24,2,2,True,192.540461,2.313422,48.171942,6.55254,139.84332,2.116018,102.33071,2.466887,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-B51B2DE2F2D28C,P4,PORT-8A59F01B884D,2,1,False,139.287248,0.720274,17.882952,1.350992,86.590107,0.54774,43.668245,0.647163,0.0,0.0,0.0,0.0
KOBE_STEEL_JP,Kobe Steel,CAND-C9EAFC0F482485,P2,PORT-1144EBE63B41,2,2,True,153.19343,1.930018,34.403002,4.343229,100.496289,1.717023,60.844,1.87299,0.0,0.0,0.0,0.0
