company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_count,feasible_scenario_count,robust_feasible,worst_case_p50_kkrw_per_tco2,worst_case_tcar_kkrw_per_tco2,maximum_regret_p50_kkrw_per_tco2,mean_regret_p50_kkrw_per_tco2,robust_frontier,lambda_0_optimal,lambda_1_optimal,lambda_4_optimal
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,2,1,False,114.460384,26.928507,17.365888,10.932315,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-0C103CAC9E9685,P1,PORT-48EB0158352D,2,0,False,192.692181,52.145383,101.965601,92.34807,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-11566829CB83FF,P1,PORT-7C1FC602A00B,2,1,False,201.724161,47.24677,110.91029,101.336405,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-12D758CC621EDD,P3,PORT-04FFFE8075F6,2,1,False,210.573197,32.986203,113.51579,107.063672,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-156DBD688B285D,P2,PORT-4FBC33F20EEF,2,0,False,66.616452,19.116852,-33.759928,-38.552559,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-1D1CB9506368C0,P2,PORT-0FD37D80B1EA,2,1,False,150.209772,27.284722,53.803122,47.025626,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-2384C3F783562D,P2,PORT-04FFFE8075F6,2,1,False,219.990436,42.620687,127.611712,118.820253,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-25BA0666383526,P1,PORT-E3494C854A0D,2,1,False,126.083367,30.821077,29.868857,22.995291,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-27DEF6B976065D,P3,PORT-408F044D6828,2,0,False,208.120862,35.080977,110.976611,104.567915,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-2AFD85912C485D,P5,PORT-844170813924,2,0,False,170.893393,11.095674,62.969318,61.950535,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-2DF8CF21E8720D,P1,PORT-9D97003767D5,2,0,False,21.109617,9.724613,-81.64451,-85.248267,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-321A1FBBC2D640,P1,PORT-CCD4397FA6D4,2,1,False,117.641373,31.820877,21.967672,14.823702,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-3785968E4E1C91,P1,PORT-4FBC33F20EEF,2,0,False,68.075152,22.596992,-31.579374,-36.732932,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-3BDAECB8DA1A89,P4,PORT-29DB1A43C5DD,2,0,False,177.456646,20.703608,76.014614,71.754809,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-3DE74006E308F9,P2,PORT-7C1FC602A00B,2,1,False,195.954627,40.193091,102.416679,94.204832,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-44218B07FC843F,P2,PORT-48EB0158352D,2,0,False,187.695451,44.525698,94.122398,85.928103,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-4D77DB7422B451,P2,PORT-3776FB32D8CF,2,0,False,136.001007,29.777982,38.969406,32.504385,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-53E6B469D62558,P1,PORT-33091F63E785,2,0,False,22.05749,9.237388,-80.750111,-84.327132,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-56A2BE8D3222E8,P5,PORT-29DB1A43C5DD,2,0,False,167.549995,12.183034,60.52811,59.058231,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-5B53A6D662B077,P2,PORT-BFE68456F5A9,2,0,False,117.302217,30.605187,20.167732,13.754154,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-65F7157232C73A,P1,PORT-04FFFE8075F6,2,1,False,226.54829,49.949976,137.281611,126.916214,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-6740F2BE1999AB,P2,PORT-6E49C004BA31,2,0,False,177.365834,41.602599,83.107504,75.255848,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-68030B11D579DF,P1,PORT-7BA11C62DF95,2,0,False,173.404366,43.287235,79.829085,71.635905,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-74F6415EBB9977,P3,PORT-E123D45B71CC,2,0,False,198.580195,27.502628,100.744137,94.681345,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8143AC9B1B780D,P5,PORT-0032610F15CE,2,0,False,191.425594,12.577895,82.753355,82.108654,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-81AEAF431DDC0A,P4,PORT-844170813924,2,0,False,181.151852,19.074145,78.951729,75.070969,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-82646489D4D4D1,P2,PORT-25A7E18292F6,2,0,False,51.583947,14.065993,-49.507895,-53.942795,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8A107782070451,P4,PORT-0032610F15CE,2,0,False,203.05489,21.620647,100.991565,97.042406,False,False,False,False
JFE_STEEL_JP,JFE Steel,CAND-8A2CE57122B1A0,P1,PORT-1741394F78A8,2,0,False,20.219108,8.596156,-82.671962,-86.207248,False,False,False,False
