company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,7.827817,-2.283889,2206.629,1562.811,0.0,-2455.148,-4661.776,-898.647
JFE_STEEL_JP,JFE Steel,CAND-0C103CAC9E9685,P1,PORT-48EB0158352D,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.90085,1.459901,-4.823268,306.435,-705.973,0.0,-3257.818,-3564.253,-534.558
JFE_STEEL_JP,JFE Steel,CAND-11566829CB83FF,P1,PORT-7C1FC602A00B,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,341.808365,1.547192,-3.969039,528.844,-827.808,0.0,-5140.505,-5669.347,-765.899
JFE_STEEL_JP,JFE Steel,CAND-12D758CC621EDD,P3,PORT-04FFFE8075F6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,348.620862,7.790728,-2.685982,2716.011,1779.621,0.0,-3070.706,-5786.717,-3557.999
JFE_STEEL_JP,JFE Steel,CAND-156DBD688B285D,P2,PORT-4FBC33F20EEF,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,191.900857,11.109701,-2.008143,2131.961,1746.597,0.0,-1126.136,-3258.097,-444.54
JFE_STEEL_JP,JFE Steel,CAND-1D1CB9506368C0,P2,PORT-0FD37D80B1EA,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,330.620869,7.139971,-1.926979,2360.624,1723.523,0.0,-3119.938,-5480.561,-1344.958
JFE_STEEL_JP,JFE Steel,CAND-2384C3F783562D,P2,PORT-04FFFE8075F6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,348.620862,3.112045,-4.282341,1084.923,-407.989,0.0,-4701.793,-5786.717,-1967.575
JFE_STEEL_JP,JFE Steel,CAND-25BA0666383526,P1,PORT-E3494C854A0D,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,323.808372,6.947831,-2.072657,2249.766,1578.622,0.0,-3113.426,-5363.192,-532.002
JFE_STEEL_JP,JFE Steel,CAND-27DEF6B976065D,P3,PORT-408F044D6828,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,302.295879,7.877572,-1.882226,2381.358,1812.368,0.0,-2607.251,-4988.609,-3030.185
JFE_STEEL_JP,JFE Steel,CAND-2AFD85912C485D,P5,PORT-844170813924,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,381.425854,18.657396,0.423192,7116.413,7277.829,0.0,883.445,-6232.969,-7222.974
