company_id,company_name,scenario_id,plan_id,portfolio_id,is_scenario_feasible,is_frontier_eligible,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
POSCO_KR,POSCO,DISCLOSED_PATH,P1,PORT-DE64C6FAC717,True,True,True,11.172668,8.358325
POSCO_KR,POSCO,DISCLOSED_PATH,P2,PORT-39601EAF8865,True,True,False,59.538946,17.863157
POSCO_KR,POSCO,DISCLOSED_PATH,P3,PORT-AD0B41B0F73F,True,True,False,121.276497,23.400869
POSCO_KR,POSCO,DISCLOSED_PATH,P4,PORT-DDCBA267CA97,True,True,False,117.960221,15.255166
POSCO_KR,POSCO,DISCLOSED_PATH,P5,PORT-C07B5FF15869,True,True,False,124.066839,9.457611
POSCO_KR,POSCO,DISCLOSED_PATH,P6,PORT-73B2FF1A66A0,False,False,False,129.297578,3.473838
POSCO_KR,POSCO,DISCLOSED_PATH,P7,PORT-47C5D429DB2E,False,False,False,127.5972,1.117556
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,PORT-69189DCC5A53,True,False,False,127.16406,25.713642
POSCO_KR,POSCO,ACCELERATED_15C,P1,PORT-DE64C6FAC717,False,False,False,-4.346986,8.985428
POSCO_KR,POSCO,ACCELERATED_15C,P2,PORT-39601EAF8865,False,False,False,46.64992,19.771265
POSCO_KR,POSCO,ACCELERATED_15C,P3,PORT-AD0B41B0F73F,False,False,False,110.23036,24.061528
POSCO_KR,POSCO,ACCELERATED_15C,P4,PORT-DDCBA267CA97,False,False,False,105.239041,15.937486
POSCO_KR,POSCO,ACCELERATED_15C,P5,PORT-C07B5FF15869,False,False,False,108.574698,9.17747
POSCO_KR,POSCO,ACCELERATED_15C,P6,PORT-73B2FF1A66A0,True,True,True,109.607001,3.154569
POSCO_KR,POSCO,ACCELERATED_15C,P7,PORT-47C5D429DB2E,False,False,False,105.790773,0.989066
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,PORT-69189DCC5A53,False,False,False,118.553235,27.739366
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,PORT-7DCD4991144C,True,True,True,23.064443,9.056727
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P2,PORT-92BAA222AC4A,True,True,False,67.61929,16.805254
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,PORT-92BAA222AC4A,True,True,False,65.519213,13.503578
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P4,PORT-DF77606A395F,False,False,False,110.87101,13.800286
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P5,PORT-C942BD99A66C,False,False,False,127.156092,9.008686
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P6,PORT-7C945F726D00,False,False,False,178.898914,5.001493
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P7,PORT-2ECB61BA4654,False,False,False,181.630425,1.542057
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,CURRENT,PORT-FFBF1A00D2CE,False,False,False,81.071057,16.262743
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,PORT-7DCD4991144C,False,False,False,9.297291,9.612952
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,PORT-92BAA222AC4A,False,False,False,56.662127,18.001719
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,PORT-92BAA222AC4A,False,False,False,53.711026,14.197806
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,PORT-DF77606A395F,False,False,False,98.83823,14.451789
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,PORT-C942BD99A66C,True,True,True,111.327275,8.97692
