company_id,company_name,country,sector,baseline_variant,variant_role,case,official_company_baseline_tco2e,modelled_facility_baseline_tco2e,base_case_emissions_coverage_ratio,base_case_unmodelled_residual_emissions_tco2e,costed_facility_count,transition_capex_usd_2025,modelled_operational_abatement_tco2e,annual_resource_gap_proxy_usd_2025,annual_resource_gap_proxy_usd_2025_per_operational_tco2e_abated,annual_resource_gap_as_share_of_transition_capex,largest_resource_gap_facility_id,largest_resource_gap_facility_share,implied_support_low_usd_2025,implied_support_base_usd_2025,implied_support_high_usd_2025,stress_adjusted_gap_low_usd_2025,stress_adjusted_gap_base_usd_2025,stress_adjusted_gap_high_usd_2025,verified_market_policy_status,verified_incentive_adjusted_gap_usd_2025,system_abatement_status,currency,price_year,value_type,quality_flag,source_id,method_note
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,primary_current,primary,base,5370773,4977142,0.9267086879300242255630614066,393631,3,746571300,2488571,280053172.0340803514547537868,112.5357371897688880304213891,0.3751191239658962934347379638,KR_LOTTE_YEOSU_BASIC,0.5205851068745878658876921735,84015951.61022410543642613606,137384564.3920706616917527462,196037220.4238562460183276509,196037220.4238562460183276507,142668607.6420096897630010406,84015951.6102241054364261359,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,primary_current,primary,high,5370773,4977142,0.9267086879300242255630614066,393631,3,1741999700,3483999.4,808972337.326873698010845534,232.1964628716278475854058798,0.4643929257432556951708117596,KR_LOTTE_YEOSU_BASIC,0.5205851068745878658876921736,242691701.1980621094032536602,396854323.6330951225383884502,566280636.1288115886075918737,566280636.1288115886075918738,412118013.6937785754724570838,242691701.1980621094032536603,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,primary_current,primary,low,5370773,4977142,0.9267086879300242255630614066,393631,3,298628520,1493142.6,67495796.90230323451139293082,45.20385186405051634813240934,0.2260192593202525817406620467,KR_LOTTE_YEOSU_BASIC,0.5205851068745878658876921735,20248739.07069097035341787924,33111143.1031752885413159845,47247057.83161226415797505158,47247057.83161226415797505158,34384653.79912794597007694632,20248739.07069097035341787924,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,legacy_mci_judgement_sensitivity,sensitivity,base,3869000,3288650,0.85,580350,4,493297500,1644325,185045326.0545667268106226507,112.5357371897688880304213891,0.3751191239658962934347379638,JP_MCI_ICHIHARA,0.3764705882352941176470588236,55513597.81637001804318679521,90776945.42128458090457991128,129531728.2381967087674358555,129531728.2381967087674358555,94268380.63328214590604273942,55513597.8163700180431867952,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,legacy_mci_judgement_sensitivity,sensitivity,high,3869000,4333280,0.85,580350,4,1516648000,3033296,704320602.0426572635694213135,232.1964628716278475854058798,0.4643929257432556951708117596,JP_MCI_ICHIHARA,0.3571428571428571428571428572,211296180.612797179070826394,345515740.4616582031601967361,493024421.4298600844985949195,493024421.4298600844985949195,358804861.5809990604092245774,211296180.612797179070826394,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,legacy_mci_judgement_sensitivity,sensitivity,low,3869000,2476160,0.85,580350,4,148569600,742848,33579590.94950619796817746401,45.20385186405051634813240934,0.2260192593202525817406620467,JP_MCI_ICHIHARA,0.390625,10073877.2848518593904532392,16473005.6137354575124569458,23505713.66465433857772422481,23505713.66465433857772422481,17106585.33577074045572051821,10073877.2848518593904532392,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,primary_mci_shk_bridge,primary,base,3869000,3770838,0.9746285861979839751873869217,98162,4,565625700,1885419,212177017.0765968671014290651,112.5357371897688880304213891,0.3751191239658962934347379638,JP_MCI_OSAKA,0.4382020654294880872633616189,63653105.12297906013042871954,104086830.5591978187064796508,148523911.9536178069710003456,148523911.9536178069710003456,108090186.5173990483949494143,63653105.1229790601304287195,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,primary_mci_shk_bridge,primary,high,3869000,4147921,0.9746285861979839751873869217,98162,4,1451772350,2903544.7,674192809.1296618172290130395,232.1964628716278475854058798,0.4643929257432556951708117595,JP_MCI_OSAKA,0.4382021740529773831275957281,202257842.7388985451687039119,330736069.6035016790307680107,471934966.3907632720603091276,471934966.3907632720603091276,343456739.5261601381982450288,202257842.7388985451687039119,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,primary_mci_shk_bridge,primary,low,3869000,3393755,0.9746285861979839751873869217,98162,4,203625300,1018126.5,46023239.48486422803271683145,45.20385186405051634813240933,0.2260192593202525817406620467,JP_MCI_OSAKA,0.4382019326675025156500690238,13806971.84545926840981504944,22577436.50113190488909776514,32216267.63940495962290178201,32216267.63940495962290178201,23445802.98373232314361906631,13806971.84545926840981504944,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_SHK_2023_CORP|MCI_SHK_2023_FAC|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,primary_current,primary,base,79013000,79013000.001,1,0,11,26966500000,57419209.2175,6017344445.12477484101204596,104.7967139765281258248816802,0.2231414697912140930788958879,JP_NSC_OITA,0.2479734624378666522321417322,0,1502800793.655933517764240334,3005985416.718182083650673456,6017344445.12477484101204596,4514543651.468841323247805626,3011359028.406592757361372504,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,Facility resource-gap proxies summed to company; coverage uses modelled facility baseline over the official company anchor. Support stresses are independent and verified incentive-adjusted gap remains NA.
