registry_record_id,company_id,registry_year,registry_operator_name_jp,registry_facility_name_jp,registry_facility_name_en,location_jp,industry,reported_ghg_tco2,value_type,unit,source_id,source_url,source_location,extraction_method,quality_flag,boundary_note
MCI_SHK23_001,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　大阪工場,Osaka Works,大阪府高石市,化学工業,1454608,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 1,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_002,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　市原工場,Ichihara Works,千葉県市原市,化学工業,1107038,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 2,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_003,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　大牟田工場,Omuta Works,福岡県大牟田市,化学工業,483048,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 3,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_004,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　岩国大竹工場,Iwakuni-Ohtake Works,山口県和木町,化学工業,344984,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 4,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_005,MITSUI_CHEMICALS,2023,三井化学株式会社,大阪工場,Osaka Works secondary registry record,大阪府高石市,化学工業,70521,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 5,manual double-entry transcription,B,"Separate official registry record; combined with row 1 only in the explicit bridge."
MCI_SHK23_006,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　名古屋工場,Nagoya Works,愛知県名古屋市,化学工業,31681,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 6,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_007,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　茂原分工場,Mobara Branch Factory,千葉県茂原市,化学工業,30716,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 7,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_008,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　VISION HUB SODEGAURA,VISION HUB SODEGAURA,千葉県袖ケ浦市,化学工業,11193,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 8,manual double-entry transcription,B,"Official registry site not present in the seven-row Mitsui seed inventory; retained as unmapped rather than silently allocated."
MCI_SHK23_009,MITSUI_CHEMICALS,2023,三井化学株式会社,岩国大竹工場,Iwakuni-Ohtake Works secondary registry record,山口県和木町,化学工業,8329,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 9,manual double-entry transcription,B,"Separate official registry record; combined with row 4 only in the explicit bridge."
MCI_SHK23_010,MITSUI_CHEMICALS,2023,三井化学株式会社,三井化学株式会社　徳山分工場,Tokuyama Branch Factory,山口県周南市,化学工業,6743,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 10,manual double-entry transcription,B,"Official SHK calculated emissions; gas/scope decomposition is not inferred from the list value."
MCI_SHK23_011,MITSUI_CHEMICALS,2023,三井化学株式会社,市原工場,Ichihara Works secondary registry record,千葉県市原市,化学工業,6285,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 11,manual double-entry transcription,B,"Separate official registry record; combined with row 2 only in the explicit bridge."
MCI_SHK23_012,MITSUI_CHEMICALS,2023,三井化学株式会社,大牟田工場,Omuta Works secondary registry record,福岡県大牟田市,化学工業,5611,Reported,tCO2,MCI_SHK_2023_FAC,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?repDivID=1&spEmitCode=985786108,facility list row 12,manual double-entry transcription,B,"Separate official registry record; combined with row 3 only in the explicit bridge."
