company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,8.007476,-1.768281,2257.274,1758.803,0.0,-2404.502,-4661.776,-879.384
JFE_STEEL_JP,JFE Steel,CAND-0C103CAC9E9685,P1,PORT-48EB0158352D,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.90085,1.295817,-6.138077,271.993,-1016.394,0.0,-3292.259,-3564.253,-532.576
JFE_STEEL_JP,JFE Steel,CAND-11566829CB83FF,P1,PORT-7C1FC602A00B,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,341.808365,2.058313,-4.971701,703.549,-995.82,0.0,-4965.799,-5669.347,-736.217
JFE_STEEL_JP,JFE Steel,CAND-12D758CC621EDD,P3,PORT-04FFFE8075F6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,348.620862,7.673719,-2.350903,2675.219,1855.645,0.0,-3111.498,-5786.717,-3574.514
JFE_STEEL_JP,JFE Steel,CAND-156DBD688B285D,P2,PORT-4FBC33F20EEF,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,191.900857,10.870363,-1.702484,2086.032,1759.324,0.0,-1172.065,-3258.097,-455.676
JFE_STEEL_JP,JFE Steel,CAND-1D1CB9506368C0,P2,PORT-0FD37D80B1EA,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,330.620869,7.545773,-3.952307,2494.79,1188.075,0.0,-2985.77,-5480.561,-1306.258
JFE_STEEL_JP,JFE Steel,CAND-2384C3F783562D,P2,PORT-04FFFE8075F6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,348.620862,2.959734,-4.198357,1031.825,-431.809,0.0,-4754.891,-5786.717,-1916.546
JFE_STEEL_JP,JFE Steel,CAND-25BA0666383526,P1,PORT-E3494C854A0D,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,323.808372,6.820296,-3.465569,2208.469,1086.288,0.0,-3154.723,-5363.192,-505.137
JFE_STEEL_JP,JFE Steel,CAND-27DEF6B976065D,P3,PORT-408F044D6828,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,302.295879,8.031846,-1.411894,2427.994,2001.185,0.0,-2560.616,-4988.609,-3034.317
JFE_STEEL_JP,JFE Steel,CAND-2AFD85912C485D,P5,PORT-844170813924,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,381.425854,18.607083,0.147529,7097.222,7153.494,0.0,864.254,-6232.969,-7213.515
JFE_STEEL_JP,JFE Steel,CAND-2DF8CF21E8720D,P1,PORT-9D97003767D5,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,263.895884,13.528008,-0.858077,3569.986,3343.543,0.0,-785.635,-4355.621,-248.727
JFE_STEEL_JP,JFE Steel,CAND-321A1FBBC2D640,P1,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,6.531275,-2.781478,1841.14,1057.053,0.0,-2820.637,-4661.776,-466.927
JFE_STEEL_JP,JFE Steel,CAND-3785968E4E1C91,P1,PORT-4FBC33F20EEF,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,191.900857,10.119702,-2.208245,1941.979,1518.215,0.0,-1316.117,-3258.097,-310.356
JFE_STEEL_JP,JFE Steel,CAND-3BDAECB8DA1A89,P4,PORT-29DB1A43C5DD,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,239.320837,11.958107,-0.436737,2861.824,2757.304,0.0,-1167.553,-4029.377,-3154.693
JFE_STEEL_JP,JFE Steel,CAND-3DE74006E308F9,P2,PORT-7C1FC602A00B,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,341.808365,4.830006,-3.740654,1650.936,372.349,0.0,-4018.411,-5669.347,-1702.72
JFE_STEEL_JP,JFE Steel,CAND-44218B07FC843F,P2,PORT-48EB0158352D,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.90085,4.183946,-4.68841,878.214,-105.888,0.0,-2686.039,-3564.253,-1107.837
JFE_STEEL_JP,JFE Steel,CAND-4D77DB7422B451,P2,PORT-3776FB32D8CF,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,284.295886,7.760636,-2.373675,2206.317,1531.491,0.0,-2476.137,-4682.454,-981.456
JFE_STEEL_JP,JFE Steel,CAND-53E6B469D62558,P1,PORT-33091F63E785,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,303.40837,13.731902,-1.079222,4166.374,3838.929,0.0,-869.986,-5036.36,-312.385
JFE_STEEL_JP,JFE Steel,CAND-56A2BE8D3222E8,P5,PORT-29DB1A43C5DD,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,239.320837,17.520166,0.362933,4192.941,4279.799,0.0,163.565,-4029.377,-4517.502
JFE_STEEL_JP,JFE Steel,CAND-5B53A6D662B077,P2,PORT-BFE68456F5A9,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,87.500896,8.232451,-3.639268,720.347,401.907,0.0,-762.049,-1482.396,-329.932
JFE_STEEL_JP,JFE Steel,CAND-65F7157232C73A,P1,PORT-04FFFE8075F6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,348.620862,-0.22096,-5.721554,-77.031,-2071.684,0.0,-5863.748,-5786.717,-845.895
JFE_STEEL_JP,JFE Steel,CAND-6740F2BE1999AB,P2,PORT-6E49C004BA31,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,163.575867,4.830749,-3.098237,790.194,283.397,0.0,-1975.951,-2766.145,-751.353
JFE_STEEL_JP,JFE Steel,CAND-68030B11D579DF,P1,PORT-7BA11C62DF95,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,219.408411,4.191795,-4.540726,919.715,-76.558,0.0,-2667.777,-3587.491,-387.09
JFE_STEEL_JP,JFE Steel,CAND-74F6415EBB9977,P3,PORT-E123D45B71CC,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,226.220909,8.733678,-2.589685,1975.74,1389.899,0.0,-1729.119,-3704.86,-2238.778
JFE_STEEL_JP,JFE Steel,CAND-8143AC9B1B780D,P5,PORT-0032610F15CE,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,334.010871,19.228508,0.380377,6422.53,6549.581,0.0,1005.622,-5416.909,-7171.065
JFE_STEEL_JP,JFE Steel,CAND-81AEAF431DDC0A,P4,PORT-844170813924,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,381.425854,12.954602,-0.595458,4941.22,4714.096,0.0,-1291.748,-6232.969,-5082.182
JFE_STEEL_JP,JFE Steel,CAND-82646489D4D4D1,P2,PORT-25A7E18292F6,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,310.220867,11.443501,-1.408316,3550.013,3113.123,0.0,-1603.715,-5153.728,-549.007
JFE_STEEL_JP,JFE Steel,CAND-8A107782070451,P4,PORT-0032610F15CE,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,334.010871,12.60003,-0.284721,4208.547,4113.447,0.0,-1208.362,-5416.909,-5029.939
JFE_STEEL_JP,JFE Steel,CAND-8A2CE57122B1A0,P1,PORT-1741394F78A8,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,199.008409,13.75835,-0.765256,2738.028,2585.736,0.0,-522.631,-3260.658,-183.864
JFE_STEEL_JP,JFE Steel,CAND-8DC42B3C7EA2DB,P2,PORT-E123D45B71CC,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,226.220909,4.246938,-4.465327,960.747,-49.404,0.0,-2744.114,-3704.86,-1215.081
JFE_STEEL_JP,JFE Steel,CAND-8F0E9CFE80824D,P6,PORT-576B945395C2,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,417.556839,25.807894,0.5109,10776.262,10989.592,0.0,3971.256,-6805.006,-11921.671
JFE_STEEL_JP,JFE Steel,CAND-942FF71D4F4188,P4,PORT-2883A9539B06,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,367.500849,12.137587,-0.594284,4460.573,4242.173,0.0,-1568.346,-6028.919,-3224.619
JFE_STEEL_JP,JFE Steel,CAND-94E38421D8FAE7,P1,PORT-36B22CA0D026,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,159.495924,13.459475,-0.312812,2146.731,2096.84,0.0,-433.189,-2579.92,-118.677
