company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,candidate_id,template_plan_id,physical_portfolio_id,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw,candidate_path_count,is_generated_candidate,scenario_regret_p50_kkrw_per_tco2
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P3,균형형 라이트헤지,False,27588.0,2037,9270.0,63.87802,27413.522,27413.522,32203.661,429.154227,63.87802,100.126741,47043.733,42969.814,47759.953,15556.292,3919.709,-154.21,0.0,75.039832,11.161812,73.370921,9.492902,0.0,0.0,0.0,0.0,0.0,429.154227,32203.661,7.613159,13.623003,13071.546,1500.071,9828.945,22293.469,191.41,-15556.292,-3938.299,22.673,100,True,54.537878
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P3,균형형 라이트헤지,False,27588.0,2037,9270.0,51.086472,21923.975,21923.975,27093.542,429.154227,51.086472,104.049858,50231.535,44653.437,49823.003,22729.461,5473.088,-105.011,-0.0,63.132413,12.04594,64.08436,12.997888,0.0,0.0,0.0,0.0,0.0,429.154227,27093.542,6.405093,11.461287,13071.546,1500.071,10929.371,24351.555,204.242,-22729.461,-5464.913,61.565,100,True,31.223295
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,429.154227,27287.38,63.584089,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P2,지연·부분헤지,False,27588.0,2037,9270.0,66.037466,28340.258,28340.258,34310.015,429.154227,66.037466,102.286187,47202.087,43896.549,49866.307,15556.292,3045.861,-259.676,0.0,79.947984,13.910518,73.739912,7.702446,0.0,0.0,0.0,0.0,0.0,429.154227,34310.015,8.111115,14.514046,13627.23,1500.071,9514.922,22487.936,61.239,-15556.292,-3279.917,-14.932,100,True,56.697324
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,429.154227,22213.621,51.761393,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P2,지연·부분헤지,False,27588.0,2037,9270.0,54.06256,23201.176,23201.176,29711.928,429.154227,54.06256,107.025946,50329.618,45930.637,52441.389,22729.461,4199.285,-199.695,-0.0,69.233683,15.171122,64.312908,10.250348,0.0,0.0,0.0,0.0,0.0,429.154227,29711.928,7.024096,12.568933,13627.23,1500.071,10600.258,24740.029,64.983,-22729.461,-4513.269,-88.663,100,True,34.199383
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,429.154227,27787.608,64.749702,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P1,지연·현물조달,False,27588.0,2037,9270.0,67.575903,29000.485,29000.485,35858.756,429.154227,67.575903,103.824624,47328.514,44556.776,51415.048,15556.292,2465.555,-306.182,-0.0,83.556805,15.980902,74.034508,6.458605,0.0,0.0,0.0,0.0,0.0,429.154227,35858.756,8.477247,15.169205,13794.375,1500.071,9533.997,22481.236,0.0,-15556.292,-2756.892,3.989,100,True,58.235761
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-8826D0B469EE,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,429.154227,22967.067,53.517047,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02,P1,지연·현물조달,False,27588.0,2037,9270.0,56.137654,24091.711,24091.711,31630.295,429.154227,56.137654,109.10104,50441.657,46821.173,54359.756,22729.461,3343.609,-276.876,0.0,73.703794,17.56614,64.573979,8.436325,0.0,0.0,0.0,0.0,0.0,429.154227,31630.295,7.477611,13.380454,14706.585,1500.071,11145.725,23440.646,0.0,-22729.461,-3889.725,-82.129,100,True,36.274477
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-921D50D4015721,P3,PORT-96133A6427FE,430.20423,28331.133,65.855078,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2037,9270.0,67.334306,28967.503,28967.503,34659.571,430.20423,67.334306,103.591357,48473.284,44565.44,50257.508,15597.937,3974.15,66.306,0.0,80.565389,13.231083,76.418,9.083695,0.0,0.0,0.0,0.0,0.0,430.20423,34659.571,8.193752,14.661918,12179.396,1534.895,9158.652,25342.689,197.705,-15597.937,-3980.16,132.263,100,True,57.994164
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-921D50D4015721,P3,PORT-96133A6427FE,430.20423,22859.063,53.135375,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2037,9270.0,54.568657,23475.667,23475.667,29585.381,430.20423,54.568657,107.528297,51817.782,46259.128,52368.842,22783.461,5568.752,10.098,0.0,68.770549,14.201892,67.489621,12.920964,0.0,0.0,0.0,0.0,0.0,430.20423,29585.381,6.99418,12.515401,12915.473,1534.895,10320.511,27107.124,210.636,-22783.461,-5687.058,-142.453,100,True,34.70548
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2037,9270.0,69.575046,29931.479,29931.479,36996.675,430.20423,69.575046,105.832097,48491.479,45529.416,52594.612,15597.937,2997.138,35.075,0.0,85.997933,16.422888,76.460293,6.885248,0.0,0.0,0.0,0.0,0.0,430.20423,36996.675,8.746259,15.650574,11570.746,1534.895,10197.114,25180.207,62.708,-15597.937,-2857.052,-159.203,100,True,60.234904
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2037,9270.0,57.802826,24867.02,24867.02,32657.788,430.20423,57.802826,110.762466,51835.201,47650.482,55441.249,22783.461,4126.986,-57.734,-0.0,75.912289,18.109464,67.530112,9.727286,0.0,0.0,0.0,0.0,0.0,430.20423,32657.788,7.720517,13.81511,12227.837,1534.895,10192.025,27649.188,66.478,-22783.461,-4184.039,164.097,100,True,37.939649
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-96133A6427FE,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,430.20423,29693.364,69.021552,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P1,지연·현물조달,False,26602.0,2037,9270.0,71.179269,30621.623,30621.623,38712.788,430.20423,71.179269,107.43632,48545.684,46219.559,54310.725,15597.937,2377.189,51.064,-0.0,89.987,18.807731,76.586292,5.407023,0.0,0.0,0.0,0.0,0.0,430.20423,38712.788,9.151959,16.376536,12260.131,1534.895,9076.551,25542.345,0.0,-15597.937,-2403.521,209.158,100,True,61.839127
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-96133A6427FE,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,430.20423,24922.922,57.932769,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02,P1,지연·현물조달,False,26602.0,2037,9270.0,60.003198,25813.63,25813.63,34955.369,430.20423,60.003198,112.962838,51911.249,48597.091,57738.831,22783.461,3219.742,-94.416,0.0,81.252965,21.249767,67.706884,7.703686,0.0,0.0,0.0,0.0,0.0,430.20423,34955.369,8.263681,14.787048,13279.315,1534.895,10277.174,27174.01,0.0,-22783.461,-3489.649,-178.654,100,True,40.140021
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-A620DB8F058C,CAND-1205E8D72A4654,P3,PORT-A620DB8F058C,434.951232,32983.849,75.833442,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2035,9270.0,77.345064,33641.331,33641.331,39958.512,434.951232,77.345064,113.60799,53819.353,49413.935,55731.116,15772.604,4326.417,-79.001,0.0,91.868948,14.523884,87.473597,10.128533,0.0,0.0,0.0,0.0,0.0,434.951232,39958.512,9.446457,16.90351,14120.036,1610.686,8782.952,29094.221,217.093,-15772.604,-4587.687,176.634,100,True,68.004922
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-A620DB8F058C,CAND-1205E8D72A4654,P3,PORT-A620DB8F058C,434.951232,27648.537,63.566982,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02,P3,균형형 라이트헤지,False,26602.0,2035,9270.0,65.29053,28398.196,28398.196,35103.883,434.951232,65.29053,118.261221,57519.96,51437.864,58143.55,23039.667,6058.687,-23.408,-0.0,80.70763,15.4171,79.273927,13.983397,0.0,0.0,0.0,0.0,0.0,434.951232,35103.883,8.29879,14.849873,10351.885,1610.686,10413.692,34180.348,231.463,-23039.667,-5696.546,346.336,100,True,45.427353
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-A620DB8F058C,CAND-0CC63FAC54D3C0,P2,PORT-A620DB8F058C,434.951232,33966.321,78.092252,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2035,9270.0,79.962348,34779.722,34779.722,42676.908,434.951232,79.962348,116.225274,53854.421,50552.326,58449.512,15772.604,3210.708,-91.387,0.0,98.118834,18.156486,87.554222,7.591874,0.0,0.0,0.0,0.0,0.0,434.951232,42676.908,10.089103,18.053464,14568.273,1610.686,8691.25,28955.148,67.961,-15772.604,-3576.847,235.854,100,True,70.622206
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-A620DB8F058C,CAND-0CC63FAC54D3C0,P2,PORT-A620DB8F058C,434.951232,29139.23,66.994246,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02,P2,지연·부분헤지,False,26602.0,2035,9270.0,69.165857,30083.775,30083.775,38622.575,434.951232,69.165857,122.136548,57557.967,53123.442,61662.242,23039.667,4411.725,-22.8,0.0,88.797483,19.631626,79.361311,10.195454,0.0,0.0,0.0,0.0,0.0,434.951232,38622.575,9.130632,16.338373,9930.549,1610.686,10445.229,34545.444,72.11,-23039.667,-3829.054,348.478,100,True,49.30268
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-A620DB8F058C,CAND-F5CF3CBE63EF2D,P1,PORT-A620DB8F058C,434.951232,34647.983,79.659466,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02,P1,지연·현물조달,False,26602.0,2035,9270.0,81.778286,35569.566,35569.566,44696.503,434.951232,81.778286,118.041212,53911.342,51342.171,60469.107,15772.604,2450.637,-118.534,0.0,102.762102,20.983816,87.68509,5.906804,0.0,0.0,0.0,0.0,0.0,434.951232,44696.503,10.566549,18.907806,14867.098,1610.686,8599.548,28862.433,0.0,-15772.604,-2915.35,317.756,100,True,72.438144
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-A620DB8F058C,CAND-F5CF3CBE63EF2D,P1,PORT-A620DB8F058C,434.951232,30159.483,69.339919,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02,P1,지연·현물조달,False,26602.0,2035,9270.0,71.810105,31233.894,31233.894,41225.159,434.951232,71.810105,124.780796,57619.985,54273.561,64264.826,23039.667,3322.52,-23.905,0.0,94.781105,22.971001,79.503897,7.693792,0.0,0.0,0.0,0.0,0.0,434.951232,41225.159,9.7459,17.439335,9649.658,1610.686,10476.767,34788.841,0.0,-23039.667,-2563.417,311.026,100,True,51.946928
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,DISCLOSED_PATH,PORT-66E75B54664A,CAND-7D117A922A194C,P5,PORT-66E75B54664A,505.60626,45805.939,90.596068,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.5181043679999999,0.65,2.5,P5,조기 계약형 전환,False,30104.0,2036,9270.0,91.403891,46214.379,46214.379,49678.405,505.60626,91.403891,127.664697,74837.395,64548.07,68012.095,18333.69,10278.006,-11.319,0.0,98.255122,6.851231,111.754361,20.35047,0.0,0.0,0.0,0.0,0.0,505.60626,49678.405,11.744304,21.015283,14892.598,2046.417,10186.38,46462.353,1168.105,-18333.69,-10265.813,58.029,100,True,82.063749
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-66E75B54664A,CAND-7D117A922A194C,P5,PORT-66E75B54664A,505.60626,38239.862,75.631703,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.5181043679999999,0.65,2.5,P5,조기 계약형 전환,False,30104.0,2036,9270.0,76.376876,38616.627,38616.627,42149.676,505.60626,76.376876,129.169792,79992.291,65309.055,68842.104,26692.429,14716.328,33.093,-0.0,83.364624,6.987747,105.417726,29.04085,0.0,0.0,0.0,0.0,0.0,505.60626,42149.676,9.964462,17.830431,13915.667,2046.417,11653.327,51068.56,1252.055,-26692.429,-14631.396,4.426,100,True,56.513699
