company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2,delta_tcar_kkrw_per_tco2,delta_absolute_npv_p50_bn_krw,delta_absolute_npv_p90_bn_krw,delta_aligned_capex_bn_krw,delta_net_cash_cost_p50_bn_krw,delta_avoided_carbon_value_p50_bn_krw,delta_policy_support_value_p50_bn_krw
JFE_STEEL_JP,JFE Steel,CAND-0B566F19FFC9A2,P2,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,8.031907,-1.95617,2264.161,1712.725,0.0,-2397.615,-4661.776,-876.826
JFE_STEEL_JP,JFE Steel,CAND-A735954AF09420,P3,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,10.166969,-1.151425,2866.026,2541.445,0.0,-1795.75,-4661.776,-1483.329
JFE_STEEL_JP,JFE Steel,CAND-E72109958C3B57,P2,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,8.851503,-1.916753,2844.947,2228.887,0.0,-2497.567,-5342.515,-942.73
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,9.561291,-1.604786,3138.215,2611.491,0.0,-2321.668,-5459.883,-2039.594
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,7.020648,-2.745246,2304.322,1403.276,0.0,-3155.561,-5459.883,-1218.609
JFE_STEEL_JP,JFE Steel,CAND-FC0AA3F9FE37C6,P3,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,10.666818,-1.118045,3428.404,3069.055,0.0,-1914.11,-5342.515,-1550.247
JFE_STEEL_JP,JFE Steel,CAND-FCDB7C1BD7991A,P1,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,5.261975,-3.668407,1727.09,523.043,0.0,-3732.793,-5459.883,-657.734
KOBE_STEEL_JP,Kobe Steel,CAND-0E9003448A63C3,P7,PORT-F194BB679477,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,131.48782,26.093098,0.147196,3430.925,3450.279,0.0,1309.66,-2121.265,-3457.989
KOBE_STEEL_JP,Kobe Steel,CAND-314B41E5534D98,P3,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,8.478384,-1.354696,892.783,750.132,0.0,-825.936,-1718.719,-907.389
KOBE_STEEL_JP,Kobe Steel,CAND-4D158AE8BC3521,P3,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,10.180015,-1.284177,1042.343,910.854,0.0,-626.242,-1668.585,-706.617
KOBE_STEEL_JP,Kobe Steel,CAND-7F0A690E87B72D,P2,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,11.27633,-1.624282,1087.614,930.95,0.0,-489.316,-1576.93,-192.665
KOBE_STEEL_JP,Kobe Steel,CAND-9DD8DD0C56A40D,P3,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,12.055465,-0.971674,1162.763,1069.044,0.0,-414.168,-1576.93,-270.579
KOBE_STEEL_JP,Kobe Steel,CAND-B3597FD7767497,P1,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,2.152941,-4.328749,226.707,-229.114,0.0,-1492.011,-1718.719,-227.347
KOBE_STEEL_JP,Kobe Steel,CAND-B51B2DE2F2D28C,P4,PORT-8A59F01B884D,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,114.781594,13.3945,0.273229,1537.442,1568.804,0.0,-300.507,-1837.95,-1143.993
KOBE_STEEL_JP,Kobe Steel,CAND-C9EAFC0F482485,P2,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,6.979313,-2.336323,714.62,475.4,0.0,-953.965,-1668.585,-392.993
KOBE_STEEL_JP,Kobe Steel,CAND-CE22CF7F8F72DA,P2,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,4.612053,-2.941953,485.654,175.863,0.0,-1233.065,-1718.719,-505.36
KOBE_STEEL_JP,Kobe Steel,CAND-DCD679F188D852,P1,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,4.853353,-3.213516,496.94,167.905,0.0,-1171.645,-1668.585,-170.117
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,9.183632,-2.775621,4176.293,2914.069,0.0,-3395.139,-7571.432,-795.926
NIPPON_STEEL_JP,Nippon Steel,CAND-32B1C4DEC95227,P3,PORT-0ACD636A8AEE,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,446.878947,12.095347,-0.710906,5405.156,5087.467,0.0,-2031.703,-7436.859,-1295.019
NIPPON_STEEL_JP,Nippon Steel,CAND-7400D0EA735D98,P3,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,11.216948,-1.258439,5100.952,4528.672,0.0,-2470.48,-7571.432,-1832.194
NIPPON_STEEL_JP,Nippon Steel,CAND-87B9435721978E,P1,PORT-5CFD50239439,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,321.473932,13.70724,-0.665438,4406.521,4192.599,0.0,-876.747,-5283.268,-335.169
NIPPON_STEEL_JP,Nippon Steel,CAND-97FAAFFD87E907,P1,PORT-160DD6C4A97F,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,442.153947,11.918064,-1.393633,5269.619,4653.419,0.0,-2085.917,-7355.536,-623.697
NIPPON_STEEL_JP,Nippon Steel,CAND-C1AAA9A0078119,P1,PORT-9E76B3BFF9FF,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,456.103943,8.664469,-2.432503,3951.898,2842.424,0.0,-3638.519,-7590.417,-790.289
NIPPON_STEEL_JP,Nippon Steel,CAND-EBD30C485CEFDA,P2,PORT-9E76B3BFF9FF,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,456.103943,9.638598,-1.715897,4396.202,3613.575,0.0,-3194.215,-7590.417,-1258.384
NIPPON_STEEL_JP,Nippon Steel,CAND-EF9F86F64A1C2A,P3,PORT-00B029BF7478,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,459.478949,10.681262,-1.186327,4907.815,4362.723,0.0,-2744.94,-7652.755,-2188.35
NIPPON_STEEL_JP,Nippon Steel,CAND-F6184286A4322F,P2,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,9.960959,-2.063026,4529.786,3591.616,0.0,-3041.646,-7571.432,-1221.253
NIPPON_STEEL_JP,Nippon Steel,CAND-FCEB78D7C5F4C6,P1,PORT-7DCD4991144C,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,313.643967,13.685815,-0.618294,4292.473,4098.549,0.0,-880.677,-5173.151,-337.723
POSCO_KR,POSCO,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,261.543846,14.684401,-0.536784,3840.614,3700.223,0.0,-479.865,-4320.48,-231.98
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,430.20423,10.871438,-1.845017,4676.938,3883.204,0.0,-2508.586,-7185.524,-831.323
POSCO_KR,POSCO,CAND-466C04961ED513,P2,PORT-7ED23B40E316,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,414.904229,13.471726,-0.891705,5589.477,5219.504,0.0,-1338.437,-6927.912,-738.181
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,430.20423,11.583183,-1.334679,4983.135,4408.95,0.0,-2202.39,-7185.524,-1126.426
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,429.154227,12.654064,-0.891059,5430.545,5048.143,0.0,-1742.624,-7173.169,-1542.476
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,234.011233,14.82484,-0.443645,3469.179,3365.361,0.0,-378.377,-3847.556,-223.522
POSCO_KR,POSCO,CAND-7BC738434560A6,P1,PORT-7ED23B40E316,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,414.904229,13.229859,-1.214517,5489.124,4985.216,0.0,-1438.788,-6927.912,-636.403
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,429.154227,11.670222,-1.473782,5008.325,4375.845,0.0,-2164.845,-7173.169,-1134.253
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,430.20423,12.566518,-0.722014,5406.169,5095.555,0.0,-1779.355,-7185.524,-1570.746
